time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.06,18.31,2.77,0.00,0.64,1.02,0.42,12.3,0.83,1.29
Food Cooking & Clean-up,1.62,18.40,4.26,0.00,0.82,1.55,0.80,35.1,1.39,1.85
"Pets, Home & Vehicles",6.02,20.06,17.25,0.03,1.38,5.46,4.44,37.8,5.11,6.93
Household Management,1.16,24.72,4.10,0.00,0.51,0.85,0.60,21.6,0.95,1.38
Shopping,1.90,18.13,4.92,0.01,1.04,0.05,0.80,33.3,1.61,2.19
Obtaining Services,0.13,21.87,0.41,0.00,0.04,0.05,0.03,2.8,0.05,0.21
Travel for Household Activity,2.01,24.75,7.11,0.00,1.03,0.01,0.95,37.4,1.75,2.28
Household Production,13.91,20.55,40.83,0.04,5.46,8.99,8.03,73.1,12.89,14.92
Household Children,0.01,18.05,0.04,,0.00,0.01,0.00,0.1,,0.04
Household Adults,0.29,17.91,0.74,0.00,0.21,0.12,0.05,5.1,0.13,0.45
Non-Household Members,1.11,18.09,2.88,0.00,0.91,0.50,0.10,10.3,0.88,1.35
Travel for Household Members,0.07,24.75,0.24,0.00,0.06,0.00,0.01,1.7,0.02,0.11
Travel for Non-Household Members,0.35,24.75,1.24,0.00,0.22,0.00,0.09,7.2,0.26,0.44
Caring and Helping,1.84,19.58,5.14,0.00,1.40,0.64,0.25,14.7,1.48,2.19
Eating & Drinking,9.09,18.25,23.70,0.03,5.80,5.61,2.34,97.2,8.81,9.37
Personal Health Care,0.87,17.95,2.23,0.00,0.53,0.51,0.29,8.2,0.55,1.19
Grooming,4.17,18.17,10.83,0.01,,,,77.4,4.00,4.34
Sleeping,56.97,18.58,151.22,,,,,99.9,55.94,58.01
"Private, Personal, or N/A",1.61,20.56,4.73,0.00,0.43,0.62,0.69,20.5,1.25,1.97
Personal Time,72.71,18.55,192.70,0.04,6.76,6.74,3.32,100.0,71.78,73.65
Socializing,3.46,20.35,10.05,0.00,2.80,1.44,0.08,31.3,3.04,3.87
Passive Leisure,27.60,17.40,68.60,0.10,17.64,26.26,9.72,94.1,26.60,28.60
Active Leisure,2.18,17.40,5.42,0.00,0.63,0.47,1.01,19.8,1.80,2.56
Attendance Leisure,0.62,17.40,1.55,0.00,0.39,0.02,0.14,3.2,0.44,0.81
Religious Activities,0.98,23.41,3.28,0.00,0.64,0.21,0.17,8.2,0.72,1.24
Volunteering,0.75,23.41,2.52,0.00,0.15,0.18,0.25,5.6,0.56,0.95
Travel Related to Leisure,2.95,24.75,10.42,0.04,1.56,0.06,1.26,46.8,2.44,3.46
Leisure,38.54,18.50,101.84,0.15,23.81,28.63,12.64,97.9,37.23,39.86
Working at Job,37.59,38.08,204.48,0.00,1.03,5.19,10.89,66.2,35.95,39.22
Educational Activities,0.07,23.41,0.23,0.00,0.00,0.02,0.07,0.2,,0.17
Commuting to Work or School,3.35,24.75,11.83,0.00,0.10,0.03,3.00,52.7,2.87,3.83
Work and Education,41.00,36.97,216.54,0.00,1.13,5.24,13.96,67.1,39.20,42.80
Total,168.00,23.21,557.05,0.23,38.56,50.24,38.20,,,
