time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.39,18.31,24.57,8.14,5.98,9.13,3.31,70.9,8.84,9.94
Food Cooking & Clean-up,11.02,18.40,28.97,9.78,6.56,10.79,4.34,89.4,10.39,11.66
"Pets, Home & Vehicles",1.11,20.06,3.18,0.95,0.84,0.90,0.22,14.7,0.88,1.34
Household Management,1.09,24.72,3.84,0.90,0.80,0.82,0.28,23.4,0.90,1.28
Shopping,3.56,18.13,9.23,2.98,3.05,0.15,0.48,44.2,3.22,3.90
Obtaining Services,0.14,21.87,0.44,0.12,0.10,0.10,0.02,3.0,0.07,0.21
Travel for Household Activity,2.12,24.75,7.51,1.76,1.86,0.03,0.24,47.5,1.87,2.38
Household Production,28.44,19.13,77.73,24.63,19.19,21.92,8.88,97.5,27.53,29.35
Household Children,27.14,18.05,69.99,,26.70,24.11,0.32,95.2,26.16,28.11
Household Adults,0.24,17.91,0.62,0.18,0.23,0.13,0.01,6.9,0.11,0.37
Non-Household Members,0.40,18.09,1.04,0.34,0.32,0.10,0.04,7.0,0.25,0.56
Travel for Household Members,1.85,24.75,6.54,0.18,1.68,0.06,0.16,36.9,1.66,2.04
Travel for Non-Household Members,0.19,24.75,0.68,0.15,0.16,0.00,0.02,5.5,0.10,0.29
Caring and Helping,29.82,18.51,78.86,0.86,29.10,24.40,0.56,95.6,28.78,30.87
Eating & Drinking,7.90,18.25,20.58,7.04,7.41,6.25,0.34,97.1,7.61,8.18
Personal Health Care,0.62,17.95,1.58,0.25,0.35,0.21,0.20,5.4,0.37,0.86
Grooming,3.63,18.17,9.43,2.43,,,,70.6,3.36,3.91
Sleeping,62.35,18.58,165.50,,,,,99.9,61.62,63.08
"Private, Personal, or N/A",2.63,20.56,7.71,2.03,1.51,1.49,0.39,31.5,2.28,2.97
Personal Time,77.13,18.59,204.81,11.74,9.27,7.95,0.93,100.0,76.24,78.01
Socializing,6.01,20.35,17.47,4.87,5.41,2.77,0.16,48.2,5.31,6.70
Passive Leisure,17.49,17.40,43.48,12.35,14.37,16.53,3.02,87.9,16.75,18.24
Active Leisure,1.38,17.40,3.44,1.06,0.99,0.49,0.28,16.4,1.18,1.59
Attendance Leisure,0.67,17.40,1.66,0.47,0.56,0.03,0.05,3.5,0.48,0.85
Religious Activities,1.02,23.41,3.42,0.86,0.93,0.18,0.07,9.7,0.79,1.26
Volunteering,0.53,23.41,1.78,0.36,0.38,0.15,0.06,4.8,0.39,0.67
Travel Related to Leisure,2.01,24.75,7.09,1.59,1.79,0.05,0.15,41.4,1.79,2.22
Leisure,29.11,18.84,78.34,21.55,24.43,20.20,3.80,96.4,28.09,30.14
Working at Job,2.63,18.46,6.93,0.53,0.27,0.55,0.34,7.0,2.01,3.25
Educational Activities,0.59,23.41,1.97,0.17,0.08,0.29,0.35,2.3,0.26,0.92
Commuting to Work or School,0.28,24.75,1.00,0.08,0.09,0.01,0.17,6.8,0.19,0.38
Work and Education,3.50,19.80,9.90,0.78,0.44,0.85,0.85,10.3,2.77,4.23
Total,168.00,18.74,449.64,59.56,82.42,75.32,15.02,,,
