time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.75,18.31,4.57,0.00,0.90,1.66,0.83,20.2,1.54,1.95
Food Cooking & Clean-up,2.71,18.40,7.11,0.00,1.52,2.62,1.17,44.7,2.49,2.93
"Pets, Home & Vehicles",9.89,20.06,28.33,0.00,2.15,9.04,7.52,51.6,9.30,10.47
Household Management,1.82,24.72,6.44,0.00,0.71,1.53,1.09,29.3,1.49,2.16
Shopping,2.88,18.13,7.47,0.00,1.85,0.11,0.94,41.4,2.70,3.06
Obtaining Services,0.34,21.87,1.05,0.00,0.12,0.21,0.11,4.9,0.23,0.44
Travel for Household Activity,2.51,24.75,8.89,0.00,1.39,0.03,1.02,46.4,2.30,2.73
Household Production,21.89,20.41,63.85,0.00,8.65,15.21,12.68,85.9,21.09,22.70
Household Children,0.01,18.05,0.03,,0.01,0.01,0.00,0.1,,0.03
Household Adults,0.51,17.91,1.30,0.00,0.45,0.26,0.05,6.6,0.35,0.67
Non-Household Members,1.96,18.09,5.08,0.00,1.57,0.85,0.19,14.1,1.63,2.30
Travel for Household Members,0.13,24.75,0.48,0.00,0.11,0.00,0.02,3.2,0.09,0.18
Travel for Non-Household Members,0.47,24.75,1.67,0.00,0.28,0.00,0.16,9.9,0.40,0.54
Caring and Helping,3.09,19.37,8.55,0.00,2.43,1.13,0.43,19.8,2.72,3.46
Eating & Drinking,10.01,18.25,26.10,0.00,7.95,7.72,1.68,98.1,9.68,10.35
Personal Health Care,1.31,17.95,3.35,0.00,0.56,0.69,0.65,15.3,1.05,1.57
Grooming,3.29,18.17,8.54,0.00,,,,65.3,3.16,3.42
Sleeping,62.30,18.58,165.35,,,,,99.9,61.79,62.80
"Private, Personal, or N/A",2.31,20.56,6.78,0.00,0.71,0.83,0.77,24.6,2.01,2.61
Personal Time,79.21,18.57,210.12,0.00,9.22,9.24,3.10,100.0,78.55,79.88
Socializing,5.26,20.35,15.29,0.00,4.27,2.47,0.20,38.8,4.62,5.90
Passive Leisure,46.13,17.40,114.65,0.00,27.02,44.81,18.82,97.9,44.89,47.37
Active Leisure,3.83,17.40,9.52,0.00,1.18,0.73,1.50,27.3,3.47,4.18
Attendance Leisure,0.78,17.40,1.95,0.00,0.61,0.05,0.08,4.0,0.57,0.99
Religious Activities,1.20,23.41,4.01,0.00,0.83,0.34,0.24,10.1,1.04,1.35
Volunteering,1.77,23.41,5.92,0.00,0.42,0.62,0.76,9.5,1.40,2.14
Travel Related to Leisure,3.39,24.75,12.00,0.00,2.22,0.08,1.00,51.1,3.00,3.79
Leisure,62.36,18.33,163.33,0.00,36.56,49.08,22.61,99.6,61.51,63.21
Working at Job,1.27,23.74,4.31,0.00,0.07,0.35,0.33,3.6,0.98,1.56
Educational Activities,0.02,23.41,0.08,0.00,0.00,0.02,0.02,0.1,,0.06
Commuting to Work or School,0.14,24.75,0.51,0.00,0.01,0.00,0.12,2.9,0.10,0.19
Work and Education,1.44,23.83,4.90,0.00,0.09,0.38,0.47,4.5,1.12,1.76
Total,168.00,18.78,450.75,0.00,56.94,75.04,39.29,,,
