time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.72,18.31,7.12,0.00,0.04,2.65,2.58,30.7,2.17,3.27
Food Cooking & Clean-up,2.90,18.40,7.62,0.00,0.31,2.85,2.40,54.7,2.40,3.39
"Pets, Home & Vehicles",4.42,20.06,12.67,0.00,0.05,3.93,4.08,32.1,3.56,5.28
Household Management,1.46,24.72,5.14,0.00,0.11,1.11,1.23,26.4,1.12,1.79
Shopping,2.14,18.13,5.54,0.00,0.12,0.10,1.51,42.7,1.73,2.54
Obtaining Services,0.32,21.87,1.01,0.00,0.04,0.14,0.19,5.1,0.17,0.47
Travel for Household Activity,2.48,24.75,8.77,0.00,0.30,0.03,1.93,47.2,1.93,3.03
Household Production,16.44,20.38,47.86,0.00,0.96,10.80,13.92,84.2,14.78,18.10
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.05,17.91,0.13,0.00,0.02,0.03,0.01,1.2,,0.10
Non-Household Members,0.82,18.09,2.13,0.00,0.38,0.08,0.21,11.2,0.55,1.09
Travel for Household Members,0.02,24.75,0.06,0.00,0.01,0.00,0.01,0.8,,0.04
Travel for Non-Household Members,0.59,24.75,2.09,0.00,0.17,0.01,0.32,10.3,0.36,0.83
Caring and Helping,1.48,20.81,4.40,0.00,0.58,0.12,0.55,12.4,1.07,1.89
Eating & Drinking,8.00,18.25,20.84,0.00,0.81,4.76,4.84,96.8,7.47,8.52
Personal Health Care,1.17,17.95,3.00,0.00,0.01,0.67,1.06,14.2,0.69,1.65
Grooming,3.79,18.17,9.84,0.00,,,,71.6,3.46,4.12
Sleeping,62.03,18.58,164.65,,,,,99.8,60.32,63.74
"Private, Personal, or N/A",1.93,20.56,5.67,0.00,0.07,0.56,1.18,25.1,1.53,2.33
Personal Time,76.92,18.57,204.01,0.00,0.89,5.98,7.07,100.0,75.11,78.74
Socializing,4.39,20.35,12.75,0.00,1.26,1.53,0.63,36.8,3.79,4.98
Passive Leisure,37.15,17.40,92.33,0.00,1.61,35.12,32.28,94.3,34.85,39.45
Active Leisure,2.60,17.40,6.46,0.02,0.16,0.98,1.86,18.7,1.63,3.56
Attendance Leisure,0.84,17.40,2.08,0.00,0.09,0.07,0.42,4.0,0.53,1.15
Religious Activities,0.81,23.41,2.72,0.00,0.01,0.35,0.46,7.5,0.46,1.16
Volunteering,1.17,23.41,3.90,0.00,0.02,0.24,0.32,7.2,0.67,1.66
Travel Related to Leisure,2.85,24.75,10.09,0.00,0.18,0.02,2.07,53.7,2.53,3.17
Leisure,49.80,18.32,130.33,0.02,3.33,38.32,38.05,99.2,47.28,52.32
Working at Job,21.56,18.14,55.88,0.00,0.05,4.59,6.73,54.0,18.90,24.23
Educational Activities,0.02,23.41,0.05,0.00,0.00,0.02,0.02,0.2,,0.04
Commuting to Work or School,1.78,24.75,6.29,0.00,0.03,0.04,1.64,40.0,1.42,2.14
Work and Education,23.36,18.65,62.22,0.00,0.08,4.64,8.39,55.5,20.48,26.24
Total,168.00,18.70,448.82,0.02,5.84,59.87,67.97,,,
