time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.70,18.31,7.07,0.00,0.66,2.70,2.05,18.7,1.03,4.38
Food Cooking & Clean-up,3.42,18.40,8.99,0.00,1.16,3.33,2.25,49.8,2.34,4.50
"Pets, Home & Vehicles",8.61,20.06,24.66,0.00,2.06,7.94,6.47,44.2,5.41,11.80
Household Management,1.54,24.72,5.45,0.00,0.30,1.45,1.23,21.4,0.82,2.27
Shopping,1.68,18.13,4.35,0.00,0.85,0.08,0.74,29.0,1.19,2.17
Obtaining Services,0.60,21.87,1.89,0.00,0.43,0.58,0.05,3.2,,1.45
Travel for Household Activity,1.47,24.75,5.21,0.00,0.84,0.01,0.62,33.3,0.90,2.05
Household Production,20.03,20.14,57.62,0.00,6.29,16.09,13.42,83.3,15.82,24.24
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.40,17.91,1.01,0.00,0.24,0.12,0.16,12.1,0.02,0.77
Non-Household Members,0.81,18.09,2.09,0.00,0.68,0.19,0.08,8.4,0.25,1.37
Travel for Household Members,0.50,24.75,1.78,0.00,0.34,0.00,0.16,7.7,0.14,0.87
Travel for Non-Household Members,0.39,24.75,1.38,0.00,0.25,0.00,0.13,7.0,0.17,0.61
Caring and Helping,2.10,20.89,6.26,0.00,1.51,0.30,0.53,18.9,1.20,3.00
Eating & Drinking,10.36,18.25,27.01,0.00,6.96,8.10,2.85,98.9,9.52,11.20
Personal Health Care,1.67,17.95,4.29,0.00,0.77,0.96,0.60,18.2,0.67,2.67
Grooming,2.96,18.17,7.68,0.00,,,,62.7,2.44,3.47
Sleeping,65.57,18.58,174.02,,,,,100.0,63.10,68.03
"Private, Personal, or N/A",2.48,20.56,7.27,0.00,0.33,0.80,0.89,29.3,1.60,3.36
Personal Time,83.03,18.57,220.27,0.00,8.06,9.86,4.34,100.0,80.00,86.07
Socializing,4.52,20.35,13.13,0.00,3.31,1.75,0.24,41.7,3.04,5.99
Passive Leisure,47.97,17.40,119.23,0.00,21.90,47.67,25.94,97.6,43.79,52.15
Active Leisure,2.81,17.40,6.98,0.00,0.67,1.12,1.75,22.9,1.77,3.84
Attendance Leisure,0.96,17.40,2.39,0.00,0.79,0.19,0.12,5.6,0.52,1.40
Religious Activities,1.22,23.41,4.08,0.00,0.76,0.48,0.37,9.1,0.53,1.91
Volunteering,1.60,23.41,5.36,0.00,0.44,0.62,0.79,10.4,0.79,2.42
Travel Related to Leisure,2.91,24.75,10.28,0.00,1.91,0.04,0.86,49.6,2.10,3.71
Leisure,61.99,18.23,161.44,0.00,29.77,51.87,30.06,99.3,57.39,66.58
Working at Job,0.83,0.00,0.00,0.00,0.02,0.48,0.62,2.9,,1.76
Educational Activities,0.00,23.41,0.00,0.00,0.00,0.00,0.00,0.0,,
Commuting to Work or School,0.02,24.75,0.08,0.00,0.02,0.00,0.00,0.8,,0.05
Work and Education,0.86,0.62,0.08,0.00,0.04,0.48,0.62,3.3,,1.77
Total,168.00,18.57,445.66,0.00,45.67,78.62,48.96,,,
