time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.25,18.31,24.20,2.88,3.11,9.22,6.09,61.1,7.39,11.11
Food Cooking & Clean-up,9.12,18.40,23.97,4.02,4.25,9.04,4.79,80.8,8.15,10.09
"Pets, Home & Vehicles",1.45,20.06,4.16,0.50,0.61,1.37,0.76,20.0,0.96,1.94
Household Management,1.36,24.72,4.81,0.41,0.69,1.02,0.64,22.5,0.78,1.94
Shopping,3.16,18.13,8.19,1.03,2.15,0.07,0.91,43.5,2.46,3.86
Obtaining Services,0.08,21.87,0.24,0.02,0.03,0.03,0.05,2.5,0.01,0.14
Travel for Household Activity,2.08,24.75,7.35,0.74,1.46,0.03,0.57,46.5,1.57,2.59
Household Production,26.50,19.26,72.92,9.61,12.30,20.78,13.82,92.1,23.10,29.91
Household Children,11.08,18.05,28.57,,10.49,9.31,0.39,65.5,9.01,13.15
Household Adults,0.37,17.91,0.95,0.06,0.33,0.16,0.02,10.2,0.05,0.69
Non-Household Members,1.37,18.09,3.53,0.22,1.21,0.79,0.06,13.2,0.58,2.15
Travel for Household Members,1.66,24.75,5.87,0.11,1.16,0.03,0.44,34.1,1.22,2.10
Travel for Non-Household Members,0.36,24.75,1.28,0.07,0.26,0.00,0.09,8.3,0.17,0.55
Caring and Helping,14.84,18.97,40.21,0.46,13.44,10.28,1.00,70.4,12.52,17.16
Eating & Drinking,6.63,18.25,17.29,2.95,5.41,5.43,1.04,94.9,5.84,7.42
Personal Health Care,3.93,17.95,10.08,0.65,1.34,2.78,2.37,24.4,1.70,6.17
Grooming,4.40,18.17,11.42,1.21,,,,76.2,3.89,4.91
Sleeping,65.17,18.58,172.98,,,,,99.7,62.99,67.35
"Private, Personal, or N/A",2.74,20.56,8.05,1.19,1.06,0.97,0.47,30.0,1.70,3.78
Personal Time,82.87,18.57,219.82,5.99,7.82,9.17,3.88,100.0,80.17,85.58
Socializing,6.82,20.35,19.81,3.25,6.00,3.75,0.53,46.2,4.36,9.27
Passive Leisure,28.69,17.40,71.31,9.18,17.93,28.16,10.41,92.8,26.18,31.20
Active Leisure,1.02,17.40,2.54,0.36,0.33,0.29,0.54,9.3,0.50,1.54
Attendance Leisure,0.65,17.40,1.62,0.24,0.61,0.00,0.04,3.9,0.22,1.09
Religious Activities,1.25,23.41,4.17,0.46,0.75,0.47,0.43,10.5,0.76,1.73
Volunteering,0.60,23.41,2.00,0.11,0.19,0.18,0.17,4.5,0.27,0.93
Travel Related to Leisure,2.29,24.75,8.09,0.97,1.86,0.02,0.30,40.9,1.79,2.79
Leisure,41.31,18.56,109.54,14.56,27.68,32.88,12.43,97.6,38.46,44.16
Working at Job,1.89,20.48,5.52,0.09,0.50,0.09,0.36,4.6,0.56,3.21
Educational Activities,0.42,23.41,1.40,0.15,0.04,0.31,0.27,1.1,,0.96
Commuting to Work or School,0.17,24.75,0.59,0.04,0.03,0.00,0.14,3.8,0.01,0.32
Work and Education,2.47,21.26,7.51,0.28,0.57,0.40,0.77,6.4,0.99,3.95
Total,168.00,18.75,449.99,30.90,61.80,73.51,31.90,,,
