time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.55,18.31,4.06,0.00,0.88,1.48,0.66,21.8,1.35,1.76
Food Cooking & Clean-up,2.93,18.40,7.71,0.00,1.75,2.89,1.17,43.7,2.67,3.20
"Pets, Home & Vehicles",7.91,20.06,22.68,0.00,1.78,7.38,6.06,44.7,7.29,8.54
Household Management,2.01,24.72,7.11,0.00,0.77,1.73,1.20,30.6,1.80,2.22
Shopping,2.36,18.13,6.11,0.00,1.38,0.10,0.92,35.3,2.16,2.56
Obtaining Services,0.36,21.87,1.13,0.00,0.12,0.21,0.13,5.2,0.25,0.48
Travel for Household Activity,2.14,24.75,7.57,0.00,1.18,0.02,0.94,40.6,1.95,2.33
Household Production,19.28,20.47,56.37,0.00,7.85,13.82,11.08,83.0,18.47,20.08
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.65,17.91,1.67,0.00,0.57,0.39,0.08,9.4,0.48,0.82
Non-Household Members,0.80,18.09,2.05,0.00,0.65,0.30,0.07,7.8,0.61,0.98
Travel for Household Members,0.17,24.75,0.59,0.00,0.14,0.00,0.02,4.2,0.12,0.21
Travel for Non-Household Members,0.29,24.75,1.02,0.00,0.19,0.01,0.09,5.8,0.22,0.36
Caring and Helping,1.90,19.63,5.34,0.00,1.56,0.69,0.25,16.3,1.64,2.17
Eating & Drinking,10.44,18.25,27.21,0.00,8.55,8.65,1.57,98.5,10.17,10.70
Personal Health Care,1.69,17.95,4.33,0.00,0.88,0.84,0.57,21.5,1.43,1.94
Grooming,3.51,18.17,9.12,0.00,,,,65.6,3.34,3.68
Sleeping,64.33,18.58,170.74,,,,,100.0,63.72,64.94
"Private, Personal, or N/A",2.66,20.56,7.80,0.00,0.83,0.85,0.70,29.7,2.39,2.92
Personal Time,82.62,18.57,219.19,0.00,10.25,10.34,2.84,100.0,81.78,83.46
Socializing,4.53,20.35,13.18,0.00,3.72,2.56,0.17,35.0,4.00,5.07
Passive Leisure,50.71,17.40,126.04,0.00,31.02,49.55,19.32,99.1,49.02,52.40
Active Leisure,2.23,17.40,5.53,0.00,0.67,0.65,1.05,22.6,1.94,2.51
Attendance Leisure,0.48,17.40,1.20,0.00,0.41,0.02,0.03,2.5,0.35,0.62
Religious Activities,1.37,23.41,4.58,0.00,0.92,0.36,0.31,12.2,1.16,1.58
Volunteering,1.48,23.41,4.96,0.00,0.47,0.67,0.62,7.6,1.14,1.82
Travel Related to Leisure,2.49,24.75,8.81,0.00,1.72,0.04,0.67,42.7,2.15,2.83
Leisure,63.30,18.17,164.30,0.00,38.93,53.84,22.18,99.7,62.21,64.38
Working at Job,0.81,22.61,2.62,0.00,0.09,0.33,0.40,2.4,0.49,1.14
Educational Activities,0.04,23.41,0.14,0.00,0.00,0.04,0.04,0.2,,0.10
Commuting to Work or School,0.05,24.75,0.17,0.00,0.01,0.00,0.04,1.5,0.03,0.07
Work and Education,0.90,22.76,2.94,0.00,0.10,0.38,0.48,3.1,0.57,1.24
Total,168.00,18.67,448.14,0.00,58.69,79.07,36.82,,,
