time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.22,18.31,18.88,3.12,2.42,6.90,4.37,51.0,5.30,9.14
Food Cooking & Clean-up,5.91,18.40,15.54,3.61,2.20,5.84,2.85,68.9,4.73,7.10
"Pets, Home & Vehicles",1.02,20.06,2.91,0.44,0.20,0.95,0.73,12.9,0.53,1.51
Household Management,0.94,24.72,3.33,0.35,0.40,0.68,0.37,25.2,0.48,1.41
Shopping,2.66,18.13,6.90,0.94,1.46,0.08,0.66,38.5,2.01,3.32
Obtaining Services,0.10,21.87,0.32,0.08,0.07,0.08,0.03,2.7,0.02,0.18
Travel for Household Activity,1.93,24.75,6.82,0.71,1.01,0.05,0.60,44.0,1.49,2.37
Household Production,19.79,19.35,54.70,9.24,7.75,14.58,9.62,87.2,17.36,22.21
Household Children,6.99,18.05,18.03,,6.03,5.37,0.42,50.6,5.08,8.91
Household Adults,0.07,17.91,0.18,0.04,0.04,0.04,0.00,3.4,,0.14
Non-Household Members,0.97,18.09,2.49,0.50,0.71,0.41,0.04,15.8,0.13,1.80
Travel for Household Members,1.30,24.75,4.60,0.03,0.81,0.01,0.41,29.6,0.84,1.77
Travel for Non-Household Members,0.54,24.75,1.92,0.23,0.33,0.00,0.10,11.4,0.15,0.93
Caring and Helping,9.87,19.31,27.22,0.79,7.93,5.82,0.97,58.2,8.05,11.68
Eating & Drinking,6.25,18.25,16.28,2.84,3.74,4.14,1.01,92.2,5.52,6.97
Personal Health Care,0.60,17.95,1.53,0.10,0.17,0.32,0.32,6.7,0.15,1.04
Grooming,5.91,18.17,15.33,1.58,,,,81.6,5.14,6.67
Sleeping,65.35,18.58,173.46,,,,,99.9,63.35,67.36
"Private, Personal, or N/A",3.75,20.56,11.02,1.47,0.93,2.07,1.94,34.9,2.64,4.87
Personal Time,81.85,18.61,217.62,5.99,4.84,6.53,3.28,100.0,79.30,84.40
Socializing,5.96,20.35,17.33,1.63,3.37,2.93,0.41,42.1,3.59,8.33
Passive Leisure,23.46,17.40,58.31,10.82,9.29,21.60,11.01,89.9,20.34,26.58
Active Leisure,1.35,17.40,3.36,0.66,0.73,0.13,0.10,10.9,0.53,2.17
Attendance Leisure,1.95,17.40,4.84,0.47,0.59,0.03,0.19,7.3,,4.03
Religious Activities,0.95,23.41,3.18,0.35,0.48,0.40,0.31,9.7,0.15,1.75
Volunteering,0.55,23.41,1.82,0.30,0.36,0.11,0.07,4.2,0.12,0.97
Travel Related to Leisure,2.71,24.75,9.57,0.50,0.93,0.02,0.77,47.0,1.72,3.69
Leisure,36.92,18.66,98.41,14.73,15.76,25.23,12.86,97.8,33.04,40.81
Working at Job,8.49,14.62,17.74,0.45,0.25,0.35,0.50,19.5,5.88,11.10
Educational Activities,9.71,23.41,32.46,0.28,0.25,3.20,3.50,23.7,6.15,13.27
Commuting to Work or School,1.37,24.75,4.85,0.03,0.11,0.01,1.03,29.9,0.90,1.84
Work and Education,19.57,19.69,55.05,0.77,0.61,3.55,5.03,43.9,15.22,23.92
Total,168.00,18.88,453.01,31.52,36.89,55.71,31.75,,,
