time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.42,18.31,6.33,0.00,0.73,2.35,1.69,23.4,1.43,3.41
Food Cooking & Clean-up,3.86,18.40,10.14,0.00,1.41,3.77,2.22,49.7,2.77,4.95
"Pets, Home & Vehicles",9.90,20.06,28.37,0.00,2.26,8.92,7.61,49.4,7.74,12.06
Household Management,1.38,24.72,4.87,0.00,0.33,1.11,0.88,23.6,0.88,1.88
Shopping,2.71,18.13,7.03,0.01,1.23,0.11,1.38,38.8,1.78,3.65
Obtaining Services,0.31,21.87,0.96,0.00,0.02,0.19,0.14,6.1,0.04,0.57
Travel for Household Activity,1.91,24.75,6.75,0.00,0.79,0.03,1.07,43.5,1.49,2.33
Household Production,22.49,20.06,64.46,0.01,6.75,16.48,15.00,84.1,19.79,25.19
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.35,17.91,0.89,0.00,0.29,0.17,0.05,10.0,0.17,0.52
Non-Household Members,1.75,18.09,4.52,0.00,1.31,0.54,0.13,14.7,0.96,2.54
Travel for Household Members,0.34,24.75,1.22,0.00,0.19,0.00,0.13,6.7,0.10,0.59
Travel for Non-Household Members,0.69,24.75,2.45,0.00,0.46,0.01,0.22,12.2,0.34,1.04
Caring and Helping,3.13,20.28,9.08,0.00,2.25,0.73,0.53,22.8,2.05,4.22
Eating & Drinking,8.93,18.25,23.28,0.01,6.42,6.84,2.14,97.9,8.14,9.72
Personal Health Care,1.08,17.95,2.77,0.00,0.56,0.64,0.40,8.5,,2.57
Grooming,3.28,18.17,8.51,0.00,,,,67.5,2.80,3.76
Sleeping,59.81,18.58,158.76,,,,,100.0,58.38,61.25
"Private, Personal, or N/A",4.37,20.56,12.82,0.00,0.41,2.62,3.23,33.1,3.05,5.69
Personal Time,77.47,18.63,206.15,0.01,7.40,10.10,5.77,100.0,75.33,79.61
Socializing,5.07,20.35,14.74,0.03,3.61,2.96,0.36,40.6,3.77,6.36
Passive Leisure,39.19,17.40,97.40,0.02,19.56,37.29,19.14,94.9,35.46,42.93
Active Leisure,2.87,17.40,7.13,0.00,0.77,0.52,1.64,24.8,1.90,3.84
Attendance Leisure,0.57,17.40,1.41,0.00,0.45,0.12,0.10,3.5,0.19,0.94
Religious Activities,1.02,23.41,3.40,0.00,0.43,0.15,0.49,7.8,0.57,1.46
Volunteering,0.54,23.41,1.81,0.00,0.08,0.14,0.14,3.9,,1.09
Travel Related to Leisure,3.27,24.75,11.56,0.00,1.62,0.05,1.48,44.8,2.23,4.31
Leisure,52.53,18.32,137.46,0.05,26.53,41.23,23.35,99.5,49.15,55.91
Working at Job,11.02,30.97,48.76,0.00,0.07,1.96,4.74,22.1,7.72,14.33
Educational Activities,0.26,23.41,0.87,0.00,0.00,0.23,0.23,0.9,,0.65
Commuting to Work or School,1.09,24.75,3.87,0.00,0.05,0.03,1.03,18.0,0.67,1.52
Work and Education,12.38,30.26,53.50,0.00,0.11,2.22,6.00,26.5,8.91,15.85
Total,168.00,19.61,470.65,0.06,43.05,70.77,50.65,,,
