time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.59,18.31,4.16,0.00,0.39,1.51,1.18,21.1,1.15,2.02
Food Cooking & Clean-up,2.72,18.40,7.15,0.00,1.20,2.57,1.42,45.4,1.82,3.62
"Pets, Home & Vehicles",7.58,20.06,21.73,0.00,1.47,6.91,6.06,49.5,6.43,8.74
Household Management,1.76,24.72,6.20,0.00,0.63,1.50,1.10,28.5,1.34,2.17
Shopping,2.27,18.13,5.88,0.00,0.91,0.09,1.23,41.0,1.93,2.61
Obtaining Services,0.22,21.87,0.70,0.00,0.05,0.11,0.06,5.2,0.09,0.36
Travel for Household Activity,2.47,24.75,8.74,0.00,0.99,0.04,1.41,46.0,2.00,2.94
Household Production,18.62,20.52,54.56,0.00,5.64,12.73,12.47,85.3,16.65,20.58
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.46,17.91,1.18,0.00,0.30,0.21,0.15,10.1,0.17,0.75
Non-Household Members,1.38,18.09,3.58,0.00,1.10,0.38,0.10,11.7,0.82,1.95
Travel for Household Members,0.36,24.75,1.29,0.00,0.19,0.00,0.15,7.0,0.18,0.55
Travel for Non-Household Members,0.44,24.75,1.56,0.00,0.25,0.00,0.15,10.2,0.24,0.64
Caring and Helping,2.65,20.08,7.60,0.00,1.84,0.60,0.56,20.9,1.69,3.61
Eating & Drinking,9.41,18.25,24.54,0.00,6.25,6.28,2.48,98.0,8.92,9.91
Personal Health Care,0.67,17.95,1.72,0.00,0.19,0.36,0.38,9.1,0.32,1.03
Grooming,3.57,18.17,9.26,0.00,,,,69.6,3.27,3.87
Sleeping,59.12,18.58,156.91,,,,,99.8,57.99,60.25
"Private, Personal, or N/A",2.27,20.56,6.66,0.00,0.66,0.72,0.70,24.7,1.86,2.68
Personal Time,75.04,18.57,199.09,0.00,7.10,7.35,3.56,100.0,73.72,76.35
Socializing,4.30,20.35,12.51,0.00,3.24,2.01,0.23,36.8,3.57,5.04
Passive Leisure,34.18,17.40,84.95,0.00,17.79,33.15,16.13,95.1,32.25,36.11
Active Leisure,2.60,17.40,6.47,0.00,0.68,0.76,1.30,19.3,1.92,3.28
Attendance Leisure,0.89,17.40,2.21,0.00,0.71,0.01,0.12,4.5,0.46,1.32
Religious Activities,0.97,23.41,3.24,0.00,0.55,0.27,0.24,8.9,0.68,1.26
Volunteering,1.60,23.41,5.36,0.00,0.29,0.41,0.70,10.5,0.84,2.37
Travel Related to Leisure,3.29,24.75,11.65,0.00,1.97,0.03,1.25,52.7,2.69,3.90
Leisure,47.84,18.49,126.39,0.00,25.23,36.63,19.97,98.9,45.88,49.80
Working at Job,21.73,19.74,61.30,0.00,1.40,4.76,5.92,55.3,19.31,24.16
Educational Activities,0.05,23.41,0.18,0.00,0.01,0.03,0.04,0.4,,0.13
Commuting to Work or School,2.07,24.75,7.32,0.00,0.13,0.03,1.89,40.3,1.71,2.43
Work and Education,23.86,20.18,68.79,0.00,1.54,4.82,7.86,56.2,21.35,26.37
Total,168.00,19.02,456.43,0.00,41.35,62.14,44.42,,,
