time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.85,18.31,4.83,0.06,0.94,1.79,0.90,20.2,1.64,2.05
Food Cooking & Clean-up,2.31,18.40,6.07,0.10,1.34,2.22,0.93,47.4,2.13,2.49
"Pets, Home & Vehicles",3.73,20.06,10.69,0.09,1.17,3.09,2.51,35.6,3.38,4.08
Household Management,0.98,24.72,3.47,0.03,0.56,0.77,0.39,17.3,0.76,1.20
Shopping,2.14,18.13,5.56,0.03,1.33,0.08,0.73,39.6,1.97,2.32
Obtaining Services,0.12,21.87,0.38,0.00,0.05,0.06,0.04,2.4,0.07,0.18
Travel for Household Activity,2.07,24.75,7.31,0.06,1.16,0.01,0.85,42.8,1.88,2.26
Household Production,13.20,20.31,38.31,0.37,6.54,8.03,6.35,80.5,12.65,13.76
Household Children,0.66,18.05,1.71,,0.65,0.60,0.01,3.8,0.44,0.89
Household Adults,0.13,17.91,0.33,0.00,0.09,0.05,0.04,5.8,0.09,0.17
Non-Household Members,0.82,18.09,2.12,0.01,0.54,0.17,0.07,7.6,0.60,1.04
Travel for Household Members,0.18,24.75,0.64,0.00,0.11,0.00,0.07,4.8,0.14,0.22
Travel for Non-Household Members,0.33,24.75,1.18,0.00,0.13,0.00,0.13,6.3,0.24,0.43
Caring and Helping,2.12,19.67,5.97,0.01,1.52,0.83,0.33,16.2,1.79,2.46
Eating & Drinking,8.00,18.25,20.85,0.23,4.77,4.00,1.93,95.8,7.76,8.23
Personal Health Care,0.40,17.95,1.04,0.00,0.12,0.23,0.24,3.5,0.21,0.60
Grooming,4.10,18.17,10.64,0.08,,,,81.7,3.93,4.27
Sleeping,58.87,18.58,156.26,,,,,99.9,58.18,59.56
"Private, Personal, or N/A",1.35,20.56,3.97,0.06,0.40,0.51,0.52,17.9,1.14,1.56
Personal Time,72.72,18.55,192.75,0.37,5.29,4.74,2.69,100.0,71.87,73.57
Socializing,4.41,20.35,12.81,0.15,3.52,1.64,0.15,34.8,4.05,4.76
Passive Leisure,22.67,17.40,56.35,0.52,14.37,21.06,7.72,90.3,21.55,23.80
Active Leisure,2.94,17.40,7.30,0.04,1.01,0.41,1.18,24.1,2.61,3.26
Attendance Leisure,0.86,17.40,2.14,0.01,0.63,0.03,0.06,4.6,0.60,1.12
Religious Activities,0.40,23.41,1.33,0.02,0.31,0.05,0.05,3.6,0.29,0.51
Volunteering,0.53,23.41,1.76,0.01,0.23,0.09,0.09,3.8,0.36,0.69
Travel Related to Leisure,2.92,24.75,10.31,0.05,1.71,0.02,0.98,52.1,2.52,3.31
Leisure,34.72,18.55,92.01,0.80,21.78,23.31,10.22,96.9,33.76,35.68
Working at Job,41.19,33.50,197.13,0.09,1.31,5.48,8.66,71.5,39.86,42.51
Educational Activities,0.56,23.41,1.88,0.01,0.15,0.35,0.32,2.5,0.41,0.72
Commuting to Work or School,3.48,24.75,12.31,0.00,0.24,0.03,3.09,59.4,3.20,3.76
Work and Education,45.23,32.71,211.32,0.10,1.69,5.85,12.08,72.6,43.76,46.70
Total,168.00,22.51,540.36,1.66,36.83,42.76,31.67,,,
