time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.69,18.31,17.49,0.00,1.74,6.38,4.88,54.4,5.83,7.54
Food Cooking & Clean-up,6.11,18.40,16.07,0.00,2.49,5.98,3.56,76.4,5.62,6.61
"Pets, Home & Vehicles",3.59,20.06,10.28,0.00,1.50,3.17,2.05,35.9,3.00,4.18
Household Management,1.62,24.72,5.72,0.00,0.63,1.30,0.96,30.6,1.22,2.02
Shopping,3.11,18.13,8.07,0.00,1.35,0.07,1.48,41.7,2.61,3.61
Obtaining Services,0.14,21.87,0.43,0.00,0.08,0.09,0.04,3.9,0.03,0.24
Travel for Household Activity,2.60,24.75,9.20,0.00,1.39,0.01,1.13,46.6,2.15,3.05
Household Production,23.86,19.73,67.25,0.00,9.19,16.99,14.10,93.4,22.43,25.29
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.99,17.91,2.53,0.00,0.85,0.44,0.12,10.4,0.45,1.53
Non-Household Members,2.10,18.09,5.43,0.00,1.78,0.98,0.19,18.8,1.39,2.80
Travel for Household Members,0.19,24.75,0.69,0.00,0.16,0.00,0.02,3.7,0.07,0.32
Travel for Non-Household Members,0.58,24.75,2.04,0.00,0.32,0.00,0.20,13.4,0.37,0.78
Caring and Helping,3.86,19.37,10.69,0.00,3.12,1.43,0.53,27.6,2.68,5.04
Eating & Drinking,8.41,18.25,21.93,0.00,6.57,5.70,1.39,96.7,7.96,8.87
Personal Health Care,1.07,17.95,2.74,0.00,0.22,0.21,0.45,14.1,0.76,1.38
Grooming,5.60,18.17,14.53,0.00,,,,85.7,5.05,6.14
Sleeping,60.69,18.58,161.07,,,,,100.0,59.51,61.86
"Private, Personal, or N/A",2.23,20.56,6.55,0.00,0.63,0.72,0.87,29.8,1.88,2.58
Personal Time,77.99,18.56,206.81,0.00,7.43,6.62,2.71,100.0,76.93,79.05
Socializing,5.13,20.35,14.91,0.00,4.19,2.58,0.33,45.3,4.42,5.84
Passive Leisure,28.75,17.40,71.46,0.00,18.67,27.61,9.84,95.9,25.60,31.90
Active Leisure,1.55,17.40,3.86,0.00,0.62,0.56,0.70,18.7,1.24,1.87
Attendance Leisure,0.74,17.40,1.84,0.00,0.51,0.06,0.07,4.4,0.42,1.06
Religious Activities,1.33,23.41,4.45,0.00,0.66,0.34,0.40,14.2,1.07,1.59
Volunteering,1.61,23.41,5.39,0.00,0.51,0.56,0.56,11.0,1.12,2.10
Travel Related to Leisure,3.28,24.75,11.60,0.00,2.32,0.03,0.80,51.4,2.52,4.04
Leisure,42.40,18.74,113.51,0.00,27.48,31.74,12.71,99.6,39.80,45.00
Working at Job,17.99,17.94,46.10,0.00,0.83,2.79,4.11,48.5,15.83,20.14
Educational Activities,0.34,23.41,1.13,0.00,0.09,0.12,0.22,1.1,,1.01
Commuting to Work or School,1.56,24.75,5.53,0.00,0.17,0.03,1.33,39.0,1.23,1.89
Work and Education,19.89,18.57,52.77,0.00,1.08,2.94,5.66,49.2,17.83,21.95
Total,168.00,18.79,451.03,0.00,48.30,59.72,35.72,,,
