time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.87,18.31,10.12,0.01,0.94,3.72,2.93,33.9,2.48,5.26
Food Cooking & Clean-up,3.94,18.40,10.35,0.05,1.78,3.87,2.11,57.9,3.01,4.86
"Pets, Home & Vehicles",8.93,20.06,25.60,0.04,1.93,8.17,6.68,47.6,6.49,11.38
Household Management,1.71,24.72,6.04,0.00,0.37,1.37,1.20,24.8,1.04,2.38
Shopping,3.26,18.13,8.43,0.02,1.32,0.18,1.78,47.4,2.17,4.34
Obtaining Services,0.28,21.87,0.87,0.00,0.02,0.26,0.19,5.9,0.05,0.50
Travel for Household Activity,2.30,24.75,8.13,0.01,0.85,0.03,1.35,49.4,1.71,2.89
Household Production,24.28,20.05,69.54,0.13,7.22,17.59,16.24,91.5,21.19,27.37
Household Children,0.49,18.05,1.25,,0.48,0.42,0.00,1.4,,1.02
Household Adults,0.31,17.91,0.79,0.00,0.26,0.05,0.05,8.1,0.06,0.56
Non-Household Members,1.12,18.09,2.90,0.00,0.64,0.52,0.12,10.9,0.38,1.86
Travel for Household Members,0.28,24.75,0.98,0.00,0.20,0.00,0.08,6.8,0.11,0.44
Travel for Non-Household Members,0.48,24.75,1.68,0.00,0.32,0.01,0.13,9.5,0.20,0.75
Caring and Helping,2.67,19.94,7.59,0.00,1.90,0.99,0.38,18.5,1.70,3.63
Eating & Drinking,7.79,18.25,20.31,0.06,5.37,5.46,1.86,96.4,6.93,8.65
Personal Health Care,0.63,17.95,1.62,0.00,0.21,0.18,0.33,8.8,0.14,1.12
Grooming,3.54,18.17,9.20,0.09,,,,70.2,3.07,4.02
Sleeping,58.24,18.58,154.59,,,,,100.0,56.37,60.12
"Private, Personal, or N/A",5.66,20.56,16.61,0.01,0.61,3.62,3.80,38.0,3.52,7.79
Personal Time,75.87,18.67,202.33,0.15,6.20,9.27,5.99,100.0,72.88,78.85
Socializing,4.93,20.35,14.34,0.07,3.85,3.16,0.29,42.4,3.63,6.23
Passive Leisure,33.50,17.40,83.26,0.21,16.09,32.32,17.00,92.5,29.79,37.20
Active Leisure,2.09,17.40,5.19,0.02,0.46,0.43,1.00,18.4,1.32,2.86
Attendance Leisure,1.28,17.40,3.19,0.04,0.74,0.20,0.19,5.3,0.41,2.15
Religious Activities,0.67,23.41,2.24,0.02,0.39,0.12,0.26,5.7,0.30,1.04
Volunteering,0.34,23.41,1.14,0.04,0.16,0.09,0.08,3.0,0.08,0.60
Travel Related to Leisure,2.39,24.75,8.45,0.01,1.44,0.04,0.84,37.8,1.51,3.27
Leisure,45.20,18.24,117.80,0.41,23.12,36.36,19.65,97.3,41.84,48.56
Working at Job,16.33,27.61,64.40,0.00,0.66,2.87,3.09,29.8,12.32,20.34
Educational Activities,1.59,23.41,5.30,0.00,0.03,1.00,1.00,4.7,,4.01
Commuting to Work or School,2.07,24.75,7.32,0.00,0.21,0.01,1.73,28.0,1.28,2.86
Work and Education,19.99,26.98,77.03,0.00,0.91,3.87,5.81,36.9,16.10,23.87
Total,168.00,19.76,474.29,0.69,39.35,68.08,48.07,,,
