time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,10.94,18.31,28.63,8.44,5.91,10.68,4.99,74.4,10.46,11.43
Food Cooking & Clean-up,11.15,18.40,29.30,9.11,6.13,10.93,4.89,90.4,10.65,11.65
"Pets, Home & Vehicles",2.03,20.06,5.82,1.66,1.52,1.83,0.49,21.9,1.72,2.34
Household Management,1.30,24.72,4.61,0.90,0.81,1.09,0.46,26.1,1.10,1.50
Shopping,3.71,18.13,9.61,2.57,2.78,0.13,0.82,46.9,3.42,4.00
Obtaining Services,0.18,21.87,0.55,0.14,0.08,0.15,0.08,3.2,0.06,0.29
Travel for Household Activity,2.29,24.75,8.09,1.62,1.81,0.02,0.44,50.2,2.12,2.45
Household Production,31.60,19.18,86.61,24.43,19.05,24.82,12.18,98.1,30.82,32.38
Household Children,19.45,18.05,50.17,,18.94,15.82,0.37,90.4,18.57,20.34
Household Adults,0.22,17.91,0.57,0.16,0.20,0.15,0.02,6.5,0.14,0.31
Non-Household Members,0.55,18.09,1.41,0.31,0.45,0.13,0.02,8.5,0.31,0.79
Travel for Household Members,2.40,24.75,8.47,0.09,2.00,0.06,0.37,46.8,2.18,2.61
Travel for Non-Household Members,0.24,24.75,0.85,0.16,0.18,0.00,0.03,7.1,0.18,0.30
Caring and Helping,22.86,18.82,61.47,0.72,21.77,16.15,0.82,91.3,21.82,23.89
Eating & Drinking,8.11,18.25,21.15,6.86,7.42,6.35,0.49,96.8,7.87,8.35
Personal Health Care,0.78,17.95,1.99,0.38,0.38,0.37,0.29,6.1,0.50,1.05
Grooming,3.90,18.17,10.13,2.32,,,,72.6,3.71,4.10
Sleeping,62.93,18.58,167.04,,,,,100.0,62.25,63.62
"Private, Personal, or N/A",2.41,20.56,7.07,1.70,1.28,1.18,0.40,30.3,1.92,2.90
Personal Time,78.13,18.58,207.38,11.26,9.09,7.90,1.18,100.0,77.40,78.86
Socializing,6.04,20.35,17.57,4.59,5.27,3.06,0.32,45.3,5.52,6.56
Passive Leisure,18.80,17.40,46.73,12.50,14.54,18.10,4.11,89.4,18.05,19.56
Active Leisure,1.88,17.40,4.67,1.19,1.27,0.56,0.43,17.9,1.55,2.21
Attendance Leisure,0.90,17.40,2.24,0.63,0.73,0.06,0.06,4.8,0.72,1.08
Religious Activities,1.12,23.41,3.75,0.84,0.93,0.25,0.13,11.6,0.97,1.27
Volunteering,1.08,23.41,3.60,0.61,0.58,0.27,0.18,7.8,0.80,1.35
Travel Related to Leisure,2.35,24.75,8.31,1.71,2.02,0.05,0.28,46.1,2.10,2.61
Leisure,32.18,18.90,86.88,22.06,25.33,22.35,5.52,96.8,30.98,33.38
Working at Job,2.23,17.44,5.55,0.42,0.19,0.40,0.23,6.0,1.58,2.88
Educational Activities,0.73,23.41,2.43,0.24,0.14,0.52,0.52,3.3,0.48,0.98
Commuting to Work or School,0.27,24.75,0.97,0.05,0.07,0.00,0.18,5.8,0.18,0.36
Work and Education,3.23,19.40,8.95,0.71,0.40,0.92,0.93,10.0,2.49,3.97
Total,168.00,18.80,451.29,59.18,75.64,72.15,20.63,,,
