time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.65,18.31,6.94,0.00,0.03,2.61,2.60,34.4,2.34,2.96
Food Cooking & Clean-up,3.68,18.40,9.68,0.00,0.06,3.61,3.53,62.5,3.45,3.92
"Pets, Home & Vehicles",4.93,20.06,14.14,0.00,0.17,4.47,4.59,34.4,4.27,5.60
Household Management,2.10,24.72,7.42,0.00,0.05,1.85,1.96,32.9,1.80,2.40
Shopping,2.19,18.13,5.67,0.00,0.21,0.11,1.69,37.2,1.90,2.48
Obtaining Services,0.22,21.87,0.69,0.00,0.01,0.12,0.07,4.1,0.13,0.31
Travel for Household Activity,1.93,24.75,6.82,0.00,0.17,0.03,1.58,41.3,1.73,2.13
Household Production,17.71,20.30,51.36,0.01,0.69,12.79,16.02,86.0,16.94,18.48
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,0.01
Household Adults,0.02,17.91,0.04,0.00,0.00,0.01,0.00,0.3,,0.03
Non-Household Members,0.84,18.09,2.17,0.00,0.37,0.18,0.20,10.8,0.62,1.06
Travel for Household Members,0.01,24.75,0.03,0.00,0.00,0.00,0.00,0.2,,0.02
Travel for Non-Household Members,0.43,24.75,1.51,0.00,0.09,0.01,0.23,8.8,0.34,0.51
Caring and Helping,1.29,20.33,3.76,0.00,0.47,0.19,0.43,11.1,1.04,1.55
Eating & Drinking,8.99,18.25,23.44,0.00,0.86,6.30,6.33,97.5,8.64,9.34
Personal Health Care,1.47,17.95,3.77,0.00,0.12,0.92,1.09,20.7,1.13,1.81
Grooming,3.50,18.17,9.10,0.00,,,,65.5,3.32,3.69
Sleeping,64.36,18.58,170.82,,,,,99.9,63.57,65.15
"Private, Personal, or N/A",2.33,20.56,6.84,0.00,0.08,0.78,1.03,26.5,2.07,2.59
Personal Time,80.66,18.57,213.97,0.00,1.05,8.00,8.44,100.0,79.73,81.58
Socializing,5.08,20.35,14.77,0.00,1.93,2.15,0.75,39.7,4.47,5.69
Passive Leisure,54.89,17.40,136.43,0.00,1.42,52.65,51.16,99.0,53.51,56.28
Active Leisure,2.10,17.40,5.22,0.00,0.07,0.57,1.50,22.5,1.86,2.35
Attendance Leisure,0.61,17.40,1.53,0.00,0.16,0.04,0.18,3.0,0.36,0.87
Religious Activities,1.23,23.41,4.13,0.00,0.12,0.45,0.74,11.4,0.97,1.50
Volunteering,1.02,23.41,3.42,0.00,0.07,0.28,0.42,5.4,0.72,1.33
Travel Related to Leisure,2.85,24.75,10.08,0.00,0.38,0.07,1.96,50.1,2.39,3.31
Leisure,67.79,18.13,175.57,0.00,4.16,56.20,56.71,99.7,66.69,68.90
Working at Job,0.49,20.32,1.41,0.00,0.01,0.14,0.16,1.7,0.26,0.71
Educational Activities,0.01,23.41,0.03,0.00,0.00,0.01,0.00,0.1,,0.02
Commuting to Work or School,0.05,24.75,0.17,0.00,0.00,0.00,0.05,1.4,0.01,0.09
Work and Education,0.54,20.77,1.62,0.00,0.01,0.15,0.21,2.1,0.28,0.81
Total,168.00,18.60,446.28,0.01,6.39,77.33,81.81,,,
