time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.08,18.31,8.04,0.01,0.68,2.95,2.40,29.1,2.14,4.01
Food Cooking & Clean-up,3.26,18.40,8.58,0.00,1.24,3.14,1.94,51.0,2.52,4.00
"Pets, Home & Vehicles",12.19,20.06,34.91,0.01,1.17,11.30,10.92,64.7,9.83,14.54
Household Management,2.23,24.72,7.89,0.00,0.33,1.97,1.75,26.1,,4.53
Shopping,3.28,18.13,8.48,0.01,1.49,0.18,1.61,43.6,2.36,4.19
Obtaining Services,0.57,21.87,1.78,0.00,0.10,0.34,0.17,4.8,0.05,1.08
Travel for Household Activity,3.01,24.75,10.64,0.01,1.59,0.01,1.37,49.3,2.06,3.96
Household Production,27.61,20.36,80.32,0.03,6.61,19.89,20.17,89.9,24.22,31.00
Household Children,0.07,18.05,0.18,,0.07,0.04,0.00,0.6,,0.24
Household Adults,0.15,17.91,0.39,0.00,0.12,0.10,0.02,5.1,,0.32
Non-Household Members,1.93,18.09,4.98,0.00,1.02,0.86,0.40,14.2,1.06,2.80
Travel for Household Members,0.14,24.75,0.50,0.00,0.11,0.00,0.03,3.7,0.02,0.26
Travel for Non-Household Members,0.51,24.75,1.81,0.00,0.19,0.00,0.26,10.8,0.23,0.79
Caring and Helping,2.81,19.63,7.87,0.00,1.51,1.00,0.72,18.8,1.75,3.86
Eating & Drinking,8.97,18.25,23.38,0.01,5.84,6.58,2.56,96.5,8.15,9.79
Personal Health Care,1.09,17.95,2.79,0.00,0.44,0.54,0.65,10.1,0.18,1.99
Grooming,3.36,18.17,8.74,0.02,,,,63.3,2.55,4.18
Sleeping,60.15,18.58,159.64,,,,,100.0,58.39,61.90
"Private, Personal, or N/A",2.31,20.56,6.79,0.00,0.65,1.25,0.94,22.9,1.30,3.32
Personal Time,75.88,18.57,201.33,0.03,6.93,8.37,4.15,100.0,73.52,78.23
Socializing,5.59,20.35,16.26,0.00,4.47,2.60,0.27,44.3,4.35,6.84
Passive Leisure,40.13,17.40,99.74,0.08,18.63,39.10,21.21,97.0,36.51,43.74
Active Leisure,4.49,17.40,11.16,0.00,0.91,0.83,2.50,25.2,2.69,6.30
Attendance Leisure,0.90,17.40,2.25,0.00,0.62,0.00,0.08,5.3,0.36,1.45
Religious Activities,0.76,23.41,2.53,0.00,0.48,0.06,0.08,7.1,0.28,1.24
Volunteering,1.55,23.41,5.20,0.00,0.41,0.18,0.24,8.4,0.61,2.50
Travel Related to Leisure,2.97,24.75,10.51,0.01,1.82,0.01,1.10,53.2,2.00,3.94
Leisure,56.40,18.32,147.65,0.09,27.33,42.78,25.48,98.4,53.09,59.71
Working at Job,4.82,0.00,0.00,0.00,0.28,0.74,0.50,12.0,2.24,7.39
Educational Activities,0.01,23.41,0.03,0.00,0.01,0.01,0.00,0.6,,0.03
Commuting to Work or School,0.47,24.75,1.67,0.00,0.08,0.00,0.39,9.0,0.22,0.73
Work and Education,5.30,2.26,1.71,0.00,0.37,0.75,0.89,12.4,2.53,8.07
Total,168.00,18.29,438.89,0.16,42.75,72.79,51.41,,,
