time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.92,18.31,5.02,0.57,0.76,1.85,1.07,20.5,1.75,2.09
Food Cooking & Clean-up,2.25,18.40,5.91,0.73,1.04,2.13,1.03,43.5,2.12,2.38
"Pets, Home & Vehicles",2.82,20.06,8.08,0.62,0.82,2.37,1.79,24.1,2.59,3.05
Household Management,0.80,24.72,2.82,0.15,0.31,0.55,0.40,15.9,0.72,0.88
Shopping,1.89,18.13,4.89,0.49,0.99,0.06,0.63,36.3,1.74,2.03
Obtaining Services,0.09,21.87,0.27,0.01,0.02,0.03,0.03,1.7,0.06,0.11
Travel for Household Activity,1.81,24.75,6.41,0.34,0.75,0.02,0.85,39.9,1.73,1.90
Household Production,11.57,20.20,33.40,2.91,4.69,7.01,5.80,75.5,11.31,11.83
Household Children,3.28,18.05,8.46,,3.18,2.85,0.05,25.3,3.08,3.48
Household Adults,0.13,17.91,0.34,0.03,0.10,0.07,0.03,4.3,0.10,0.17
Non-Household Members,0.68,18.09,1.76,0.05,0.37,0.14,0.08,8.3,0.60,0.76
Travel for Household Members,0.42,24.75,1.49,0.02,0.28,0.01,0.12,11.1,0.37,0.47
Travel for Non-Household Members,0.34,24.75,1.19,0.02,0.11,0.00,0.13,7.3,0.27,0.40
Caring and Helping,4.85,19.10,13.23,0.13,4.04,3.07,0.40,34.6,4.58,5.12
Eating & Drinking,7.63,18.25,19.88,1.62,3.56,3.98,2.02,95.3,7.50,7.76
Personal Health Care,0.39,17.95,1.00,0.04,0.11,0.20,0.23,3.9,0.28,0.51
Grooming,3.95,18.17,10.25,0.51,,,,78.6,3.87,4.02
Sleeping,60.08,18.58,159.47,,,,,100.0,59.35,60.82
"Private, Personal, or N/A",2.05,20.56,6.03,0.30,0.43,0.91,0.92,21.1,1.85,2.26
Personal Time,74.10,18.58,196.64,2.47,4.10,5.09,3.18,100.0,73.29,74.92
Socializing,5.09,20.35,14.81,1.20,3.10,1.90,0.37,36.8,4.87,5.31
Passive Leisure,23.65,17.40,58.78,4.03,9.51,21.61,11.50,88.6,22.90,24.40
Active Leisure,2.68,17.40,6.65,0.30,0.74,0.41,1.09,20.8,2.47,2.88
Attendance Leisure,0.88,17.40,2.20,0.18,0.46,0.05,0.09,4.7,0.75,1.02
Religious Activities,0.53,23.41,1.78,0.18,0.34,0.09,0.10,4.7,0.46,0.61
Volunteering,0.49,23.41,1.63,0.09,0.16,0.07,0.10,3.1,0.41,0.56
Travel Related to Leisure,2.83,24.75,10.00,0.42,1.08,0.03,1.18,50.0,2.57,3.09
Leisure,36.15,18.56,95.85,6.40,15.38,24.15,14.43,96.7,35.52,36.79
Working at Job,36.17,27.69,143.07,0.45,0.65,3.29,6.45,63.5,35.21,37.12
Educational Activities,1.82,23.41,6.07,0.10,0.17,0.94,1.08,5.3,1.59,2.05
Commuting to Work or School,3.34,24.75,11.79,0.03,0.15,0.04,2.83,56.1,3.15,3.52
Work and Education,41.32,27.26,160.93,0.58,0.98,4.27,10.35,67.6,40.28,42.35
Total,168.00,20.84,500.06,12.48,29.18,43.58,34.16,,,
