time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,10.92,18.31,28.56,8.53,5.98,10.66,4.89,75.3,10.40,11.44
Food Cooking & Clean-up,11.17,18.40,29.35,9.19,6.13,10.94,4.91,90.8,10.66,11.68
"Pets, Home & Vehicles",2.01,20.06,5.77,1.66,1.49,1.80,0.50,22.0,1.70,2.33
Household Management,1.32,24.72,4.68,0.91,0.82,1.12,0.48,26.5,1.12,1.53
Shopping,3.74,18.13,9.69,2.62,2.79,0.13,0.84,47.7,3.46,4.02
Obtaining Services,0.18,21.87,0.57,0.14,0.08,0.15,0.09,3.2,0.06,0.31
Travel for Household Activity,2.30,24.75,8.13,1.65,1.82,0.02,0.44,50.9,2.14,2.46
Household Production,31.65,19.19,86.75,24.69,19.12,24.83,12.15,98.4,30.88,32.42
Household Children,19.66,18.05,50.70,,19.13,15.92,0.38,90.7,18.68,20.64
Household Adults,0.22,17.91,0.55,0.16,0.19,0.14,0.02,6.3,0.12,0.31
Non-Household Members,0.51,18.09,1.31,0.33,0.42,0.13,0.02,8.6,0.24,0.77
Travel for Household Members,2.48,24.75,8.78,0.10,2.08,0.06,0.38,47.8,2.25,2.72
Travel for Non-Household Members,0.25,24.75,0.89,0.17,0.19,0.00,0.04,7.2,0.19,0.31
Caring and Helping,23.12,18.84,62.23,0.75,22.00,16.24,0.84,91.5,21.96,24.27
Eating & Drinking,8.10,18.25,21.11,6.87,7.43,6.28,0.48,96.9,7.84,8.35
Personal Health Care,0.76,17.95,1.94,0.35,0.36,0.38,0.30,5.6,0.47,1.05
Grooming,3.98,18.17,10.34,2.38,,,,73.7,3.77,4.19
Sleeping,62.69,18.58,166.40,,,,,100.0,61.99,63.40
"Private, Personal, or N/A",2.41,20.56,7.08,1.71,1.28,1.16,0.39,30.8,1.99,2.84
Personal Time,77.94,18.58,206.88,11.31,9.06,7.82,1.16,100.0,77.24,78.65
Socializing,6.13,20.35,17.82,4.65,5.36,3.13,0.32,46.0,5.60,6.66
Passive Leisure,18.55,17.40,46.10,12.27,14.19,17.81,4.24,89.0,17.86,19.23
Active Leisure,1.91,17.40,4.75,1.21,1.28,0.55,0.45,18.5,1.59,2.23
Attendance Leisure,0.95,17.40,2.36,0.66,0.76,0.07,0.07,5.1,0.76,1.14
Religious Activities,1.15,23.41,3.85,0.85,0.95,0.25,0.13,12.0,0.99,1.31
Volunteering,1.13,23.41,3.79,0.63,0.60,0.29,0.19,8.1,0.84,1.43
Travel Related to Leisure,2.40,24.75,8.50,1.75,2.06,0.05,0.29,47.0,2.14,2.67
Leisure,32.23,18.93,87.18,22.02,25.20,22.16,5.70,96.6,31.13,33.33
Working at Job,2.09,17.62,5.25,0.43,0.18,0.43,0.22,5.7,1.49,2.69
Educational Activities,0.73,23.41,2.43,0.24,0.13,0.53,0.54,3.3,0.47,0.98
Commuting to Work or School,0.25,24.75,0.88,0.04,0.06,0.00,0.17,5.4,0.17,0.33
Work and Education,3.06,19.57,8.56,0.72,0.37,0.96,0.93,9.7,2.39,3.73
Total,168.00,18.82,451.60,59.49,75.75,72.02,20.78,,,
