time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.13,18.31,5.57,0.03,0.07,2.01,1.95,23.1,1.97,2.29
Food Cooking & Clean-up,2.12,18.40,5.56,0.06,0.14,1.95,1.71,45.2,1.99,2.25
"Pets, Home & Vehicles",2.34,20.06,6.70,0.05,0.17,1.81,1.94,21.4,2.13,2.55
Household Management,0.75,24.72,2.66,0.01,0.05,0.45,0.59,15.9,0.58,0.92
Shopping,1.82,18.13,4.72,0.03,0.20,0.07,1.13,40.0,1.69,1.95
Obtaining Services,0.08,21.87,0.26,0.00,0.00,0.02,0.05,2.0,0.05,0.12
Travel for Household Activity,1.85,24.75,6.54,0.02,0.13,0.04,1.36,43.7,1.73,1.97
Household Production,11.09,20.20,32.00,0.20,0.75,6.35,8.74,76.8,10.66,11.52
Household Children,0.10,18.05,0.25,,0.09,0.08,0.01,1.0,0.06,0.14
Household Adults,0.00,17.91,0.01,0.00,0.00,0.00,0.00,0.1,,0.01
Non-Household Members,1.10,18.09,2.83,0.01,0.58,0.30,0.16,12.5,0.92,1.27
Travel for Household Members,0.03,24.75,0.11,0.00,0.02,0.00,0.01,0.7,0.02,0.05
Travel for Non-Household Members,0.49,24.75,1.74,0.00,0.11,0.00,0.25,10.6,0.43,0.56
Caring and Helping,1.72,20.11,4.95,0.01,0.80,0.39,0.43,13.6,1.50,1.94
Eating & Drinking,7.34,18.25,19.13,0.08,0.78,3.05,3.62,93.6,7.14,7.54
Personal Health Care,0.37,17.95,0.94,0.00,0.02,0.16,0.27,4.2,0.26,0.47
Grooming,4.13,18.17,10.71,0.03,,,,80.0,4.01,4.24
Sleeping,59.63,18.58,158.27,,,,,99.9,58.98,60.28
"Private, Personal, or N/A",1.79,20.56,5.25,0.02,0.07,0.69,1.03,21.1,1.59,1.99
Personal Time,73.25,18.57,194.30,0.13,0.87,3.90,4.91,100.0,72.59,73.90
Socializing,4.98,20.35,14.47,0.05,1.38,1.24,0.74,33.4,4.64,5.32
Passive Leisure,23.72,17.40,58.96,0.27,1.29,20.87,18.82,88.4,23.14,24.30
Active Leisure,2.98,17.40,7.42,0.04,0.29,0.35,1.53,24.0,2.69,3.28
Attendance Leisure,1.01,17.40,2.50,0.01,0.21,0.04,0.16,5.3,0.78,1.23
Religious Activities,0.33,23.41,1.09,0.01,0.08,0.06,0.15,3.0,0.27,0.39
Volunteering,0.42,23.41,1.40,0.01,0.04,0.05,0.10,2.7,0.32,0.52
Travel Related to Leisure,3.19,24.75,11.27,0.03,0.30,0.03,2.01,56.6,2.91,3.46
Leisure,36.62,18.56,97.10,0.43,3.59,22.65,23.51,96.7,35.85,37.38
Working at Job,41.46,31.30,185.38,0.03,0.18,4.70,8.73,70.7,40.58,42.33
Educational Activities,0.68,23.41,2.29,0.00,0.00,0.37,0.51,3.0,0.50,0.87
Commuting to Work or School,3.18,24.75,11.25,0.00,0.03,0.03,2.88,58.9,3.00,3.36
Work and Education,45.32,30.72,198.92,0.03,0.22,5.10,12.13,72.5,44.41,46.24
Total,168.00,21.97,527.27,0.81,6.23,38.38,49.72,,,
