time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.78,18.31,7.27,1.31,1.59,2.62,1.16,27.9,2.05,3.51
Food Cooking & Clean-up,3.27,18.40,8.60,2.00,1.87,3.25,1.36,50.0,2.85,3.69
"Pets, Home & Vehicles",4.36,20.06,12.48,1.55,1.50,3.97,2.76,29.1,3.40,5.32
Household Management,0.84,24.72,2.97,0.35,0.55,0.52,0.28,18.3,0.55,1.13
Shopping,2.45,18.13,6.36,1.15,1.73,0.09,0.63,39.6,2.04,2.87
Obtaining Services,0.17,21.87,0.53,0.06,0.05,0.08,0.09,2.5,0.07,0.27
Travel for Household Activity,2.38,24.75,8.41,0.86,1.28,0.03,1.03,42.6,1.66,3.10
Household Production,16.25,20.08,46.62,7.29,8.57,10.56,7.30,78.6,14.67,17.83
Household Children,7.39,18.05,19.07,,7.20,6.03,0.13,56.8,6.66,8.12
Household Adults,0.47,17.91,1.21,0.12,0.35,0.13,0.10,7.9,0.17,0.78
Non-Household Members,0.63,18.09,1.64,0.07,0.47,0.18,0.09,7.7,0.34,0.93
Travel for Household Members,1.34,24.75,4.74,0.10,0.96,0.06,0.37,28.6,1.06,1.62
Travel for Non-Household Members,0.25,24.75,0.87,0.05,0.13,0.00,0.10,6.5,0.16,0.33
Caring and Helping,10.09,19.10,27.53,0.34,9.10,6.40,0.79,62.2,9.17,11.01
Eating & Drinking,7.93,18.25,20.66,3.44,5.71,5.31,1.33,94.6,7.38,8.47
Personal Health Care,0.47,17.95,1.21,0.06,0.10,0.16,0.33,5.2,0.18,0.77
Grooming,3.61,18.17,9.38,1.14,,,,76.9,3.27,3.96
Sleeping,60.92,18.58,161.69,,,,,99.3,59.54,62.30
"Private, Personal, or N/A",2.69,20.56,7.90,0.74,0.99,1.20,0.95,26.8,2.05,3.33
Personal Time,75.62,18.59,200.84,5.38,6.80,6.68,2.61,100.0,74.13,77.11
Socializing,4.82,20.35,14.02,2.28,4.15,2.38,0.17,40.0,3.98,5.67
Passive Leisure,23.86,17.40,59.30,9.79,15.34,22.60,7.93,90.3,22.32,25.40
Active Leisure,1.78,17.40,4.42,0.87,1.08,0.55,0.49,14.2,1.23,2.33
Attendance Leisure,0.77,17.40,1.91,0.29,0.60,0.10,0.15,4.1,0.46,1.07
Religious Activities,1.21,23.41,4.05,0.48,0.86,0.30,0.28,9.7,0.83,1.60
Volunteering,0.73,23.41,2.46,0.21,0.34,0.18,0.19,5.7,0.48,0.99
Travel Related to Leisure,2.62,24.75,9.25,0.86,1.50,0.03,0.92,46.1,2.00,3.23
Leisure,35.79,18.66,95.41,14.78,23.87,26.14,10.12,98.1,33.84,37.74
Working at Job,25.74,18.36,67.53,0.96,0.91,3.21,5.42,58.2,23.60,27.89
Educational Activities,1.67,23.41,5.57,0.21,0.27,0.63,0.77,4.9,0.95,2.38
Commuting to Work or School,2.84,24.75,10.05,0.10,0.25,0.04,2.21,49.8,2.49,3.20
Work and Education,30.25,19.24,83.16,1.27,1.42,3.88,8.40,61.6,27.83,32.68
Total,168.00,18.90,453.55,29.06,49.77,53.65,29.23,,,
