time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.76,18.31,17.68,2.94,2.54,6.61,4.12,53.8,6.52,7.00
Food Cooking & Clean-up,6.57,18.40,17.27,3.53,3.19,6.42,3.24,75.7,6.41,6.73
"Pets, Home & Vehicles",2.06,20.06,5.92,0.69,0.96,1.74,1.01,25.8,1.92,2.20
Household Management,1.18,24.72,4.18,0.44,0.58,0.93,0.55,26.4,1.12,1.24
Shopping,3.23,18.13,8.36,1.11,1.86,0.10,1.14,46.6,3.12,3.33
Obtaining Services,0.13,21.87,0.41,0.03,0.05,0.06,0.05,3.2,0.11,0.15
Travel for Household Activity,2.22,24.75,7.87,0.71,1.20,0.02,0.90,49.3,2.13,2.32
Household Production,22.16,19.48,61.67,9.45,10.38,15.88,11.03,92.9,21.84,22.47
Household Children,8.19,18.05,21.11,,7.76,6.47,0.28,55.1,7.88,8.50
Household Adults,0.21,17.91,0.54,0.04,0.18,0.12,0.02,5.4,0.13,0.30
Non-Household Members,0.70,18.09,1.80,0.14,0.51,0.21,0.06,10.3,0.61,0.78
Travel for Household Members,1.56,24.75,5.51,0.04,1.10,0.03,0.43,33.0,1.45,1.67
Travel for Non-Household Members,0.35,24.75,1.24,0.09,0.20,0.00,0.10,8.6,0.31,0.39
Caring and Helping,11.00,19.22,30.21,0.31,9.76,6.83,0.90,61.7,10.73,11.28
Eating & Drinking,7.20,18.25,18.77,3.06,4.88,4.53,1.34,95.1,7.12,7.28
Personal Health Care,0.98,17.95,2.52,0.18,0.27,0.44,0.54,9.1,0.84,1.13
Grooming,5.23,18.17,13.57,1.33,,,,83.5,5.06,5.40
Sleeping,60.30,18.58,160.04,,,,,99.9,59.81,60.78
"Private, Personal, or N/A",2.17,20.56,6.38,0.78,0.78,0.96,0.76,27.8,2.05,2.29
Personal Time,75.88,18.57,201.28,5.34,5.93,5.93,2.64,100.0,75.37,76.39
Socializing,5.02,20.35,14.59,2.00,3.70,2.30,0.43,42.1,4.74,5.30
Passive Leisure,19.07,17.40,47.39,5.78,10.63,17.90,7.66,87.6,18.63,19.51
Active Leisure,1.71,17.40,4.25,0.59,0.80,0.46,0.60,18.0,1.62,1.80
Attendance Leisure,0.88,17.40,2.19,0.41,0.65,0.04,0.07,4.8,0.76,1.00
Religious Activities,0.89,23.41,2.96,0.37,0.58,0.20,0.20,8.7,0.80,0.97
Volunteering,0.95,23.41,3.17,0.33,0.42,0.22,0.20,7.1,0.84,1.06
Travel Related to Leisure,2.39,24.75,8.46,0.88,1.50,0.03,0.69,47.2,2.16,2.62
Leisure,30.91,18.80,83.02,10.35,18.28,21.15,9.85,96.2,30.40,31.41
Working at Job,25.26,28.29,102.11,1.26,0.93,3.85,4.67,49.8,24.79,25.73
Educational Activities,0.83,23.41,2.79,0.13,0.14,0.54,0.53,3.1,0.72,0.95
Commuting to Work or School,1.96,24.75,6.91,0.07,0.16,0.03,1.69,40.3,1.79,2.12
Work and Education,28.05,27.90,111.81,1.46,1.23,4.42,6.89,52.6,27.53,28.58
Total,168.00,20.33,487.99,26.92,45.60,54.21,31.30,,,
