time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.26,18.31,5.92,0.01,0.18,2.19,1.48,24.8,0.82,3.70
Food Cooking & Clean-up,2.39,18.40,6.27,0.00,0.51,2.25,1.69,41.7,1.94,2.84
"Pets, Home & Vehicles",3.05,20.06,8.75,0.00,0.37,2.55,2.28,22.8,1.08,5.02
Household Management,0.62,24.72,2.18,0.00,0.04,0.47,0.51,14.6,0.33,0.90
Shopping,1.47,18.13,3.80,0.00,0.45,0.04,0.49,33.6,1.10,1.83
Obtaining Services,0.08,21.87,0.24,0.00,0.04,0.03,0.02,2.4,0.01,0.14
Travel for Household Activity,1.54,24.75,5.46,0.01,0.50,0.02,0.67,36.5,1.13,1.95
Household Production,11.40,20.02,32.61,0.01,2.09,7.54,7.13,74.1,7.74,15.07
Household Children,0.05,18.05,0.14,,0.00,0.05,0.00,0.2,,0.17
Household Adults,0.13,17.91,0.33,0.00,0.11,0.06,0.02,3.3,,0.26
Non-Household Members,1.24,18.09,3.20,0.00,0.76,0.42,0.06,11.4,0.51,1.96
Travel for Household Members,0.04,24.75,0.13,0.00,0.02,0.00,0.00,1.1,,0.08
Travel for Non-Household Members,0.42,24.75,1.48,0.00,0.05,0.00,0.24,8.6,0.21,0.62
Caring and Helping,1.88,19.69,5.28,0.00,0.95,0.53,0.32,14.4,1.02,2.73
Eating & Drinking,5.79,18.25,15.10,0.00,1.83,4.43,2.71,94.0,5.16,6.43
Personal Health Care,2.05,17.95,5.27,0.00,0.16,0.85,1.32,20.6,1.30,2.81
Grooming,3.62,18.17,9.39,0.00,,,,65.5,3.18,4.05
Sleeping,71.78,18.58,190.51,,,,,99.9,69.39,74.17
"Private, Personal, or N/A",2.09,20.56,6.14,0.00,0.32,0.45,0.71,19.1,1.22,2.97
Personal Time,85.33,18.57,226.41,0.00,2.30,5.73,4.74,100.0,83.02,87.65
Socializing,6.87,20.35,19.97,0.02,3.20,3.35,1.11,38.1,4.86,8.88
Passive Leisure,49.36,17.40,122.68,0.00,7.77,46.53,35.41,96.1,46.58,52.14
Active Leisure,2.81,17.40,6.97,0.02,0.48,0.93,1.34,19.1,1.67,3.95
Attendance Leisure,0.58,17.40,1.44,0.03,0.10,0.01,0.10,2.9,0.06,1.10
Religious Activities,0.64,23.41,2.13,0.00,0.13,0.32,0.38,4.7,0.25,1.03
Volunteering,0.31,23.41,1.02,0.00,0.01,0.10,0.09,1.2,,0.63
Travel Related to Leisure,2.26,24.75,7.99,0.00,0.77,0.02,0.99,38.4,1.51,3.01
Leisure,62.82,18.08,162.22,0.07,12.46,51.26,39.41,98.3,58.53,67.11
Working at Job,4.73,14.95,10.10,0.00,0.28,1.08,0.37,8.5,2.45,7.00
Educational Activities,1.08,23.41,3.62,0.00,0.03,0.81,0.76,3.5,0.34,1.83
Commuting to Work or School,0.76,24.75,2.68,0.00,0.04,0.00,0.52,10.5,0.48,1.03
Work and Education,6.57,17.47,16.39,0.00,0.35,1.89,1.65,14.7,4.20,8.93
Total,168.00,18.45,442.91,0.09,18.14,66.95,53.26,,,
