time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.73,18.31,22.83,0.00,2.22,8.65,6.46,58.5,6.37,11.08
Food Cooking & Clean-up,8.14,18.40,21.40,0.00,3.16,8.09,4.90,77.6,6.84,9.45
"Pets, Home & Vehicles",3.74,20.06,10.72,0.00,1.24,2.86,2.41,33.0,2.56,4.92
Household Management,1.34,24.72,4.75,0.00,0.80,1.22,0.53,24.3,0.49,2.20
Shopping,3.69,18.13,9.55,0.03,1.75,0.07,1.26,44.2,2.64,4.73
Obtaining Services,0.34,21.87,1.06,0.00,0.03,0.16,0.15,4.1,,0.70
Travel for Household Activity,2.50,24.75,8.84,0.01,1.51,0.00,0.71,47.0,1.73,3.27
Household Production,28.48,19.45,79.15,0.03,10.72,21.04,16.43,94.8,24.84,32.12
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.62,17.91,1.58,0.00,0.54,0.43,0.07,10.3,0.12,1.11
Non-Household Members,1.35,18.09,3.49,0.00,1.23,0.94,0.06,10.0,0.35,2.36
Travel for Household Members,0.21,24.75,0.73,0.00,0.13,0.00,0.08,4.0,0.05,0.37
Travel for Non-Household Members,0.32,24.75,1.12,0.00,0.06,0.00,0.10,6.3,,0.63
Caring and Helping,2.49,19.44,6.92,0.00,1.96,1.37,0.31,18.2,1.36,3.63
Eating & Drinking,7.41,18.25,19.33,0.00,5.21,5.62,1.58,96.2,6.49,8.34
Personal Health Care,1.87,17.95,4.79,0.00,0.51,1.00,1.14,11.2,0.61,3.13
Grooming,4.44,18.17,11.53,0.00,,,,74.3,3.83,5.05
Sleeping,66.45,18.58,176.37,,,,,100.0,63.65,69.25
"Private, Personal, or N/A",2.23,20.56,6.55,0.00,0.61,0.69,0.97,21.7,1.35,3.11
Personal Time,82.41,18.57,218.58,0.00,6.33,7.31,3.69,100.0,79.39,85.42
Socializing,7.69,20.35,22.37,0.00,4.86,4.64,1.26,53.8,6.15,9.23
Passive Leisure,31.32,17.40,77.84,0.00,18.28,30.25,12.82,94.8,28.20,34.43
Active Leisure,2.38,17.40,5.93,0.00,1.01,0.82,1.17,22.9,1.58,3.19
Attendance Leisure,0.66,17.40,1.64,0.00,0.35,0.15,0.13,4.4,0.16,1.16
Religious Activities,1.16,23.41,3.89,0.00,0.69,0.35,0.44,11.5,0.67,1.65
Volunteering,1.06,23.41,3.53,0.00,0.15,0.55,0.11,6.4,0.29,1.82
Travel Related to Leisure,2.47,24.75,8.73,0.00,1.60,0.01,0.73,45.2,1.78,3.16
Leisure,46.75,18.56,123.93,0.00,26.93,36.76,16.66,99.4,43.78,49.71
Working at Job,6.32,14.94,13.50,0.00,0.16,1.83,1.86,14.9,2.95,9.70
Educational Activities,0.93,23.41,3.11,0.00,0.19,0.90,0.71,3.2,0.19,1.67
Commuting to Work or School,0.62,24.75,2.19,0.00,0.12,0.01,0.46,12.5,0.30,0.94
Work and Education,7.87,16.72,18.80,0.00,0.47,2.74,3.03,19.2,4.41,11.33
Total,168.00,18.64,447.38,0.04,46.42,69.23,40.10,,,
