time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.89,18.31,15.42,4.44,3.32,5.78,2.52,50.2,5.48,6.31
Food Cooking & Clean-up,5.91,18.40,15.52,4.67,3.45,5.77,2.37,78.3,5.66,6.15
"Pets, Home & Vehicles",1.32,20.06,3.78,0.96,0.95,1.18,0.34,16.6,1.09,1.55
Household Management,1.05,24.72,3.70,0.67,0.73,0.78,0.29,24.5,0.85,1.24
Shopping,2.93,18.13,7.58,1.84,2.13,0.11,0.69,44.8,2.70,3.15
Obtaining Services,0.08,21.87,0.25,0.06,0.06,0.04,0.02,2.6,0.04,0.12
Travel for Household Activity,1.96,24.75,6.93,1.13,1.33,0.02,0.56,47.0,1.82,2.10
Household Production,19.13,19.46,53.18,13.76,11.96,13.67,6.79,93.9,18.49,19.77
Household Children,11.46,18.05,29.56,,11.04,9.34,0.25,85.9,11.01,11.91
Household Adults,0.11,17.91,0.29,0.08,0.09,0.07,0.02,5.3,0.07,0.15
Non-Household Members,0.37,18.09,0.96,0.22,0.32,0.06,0.02,7.7,0.21,0.54
Travel for Household Members,2.15,24.75,7.60,0.07,1.49,0.03,0.60,49.5,1.96,2.34
Travel for Non-Household Members,0.30,24.75,1.08,0.12,0.19,0.00,0.07,6.7,0.23,0.38
Caring and Helping,14.40,19.19,39.49,0.48,13.14,9.51,0.95,87.6,13.92,14.88
Eating & Drinking,7.38,18.25,19.25,4.96,5.65,4.39,0.87,96.7,7.08,7.68
Personal Health Care,0.71,17.95,1.81,0.27,0.32,0.28,0.31,6.9,0.51,0.90
Grooming,5.06,18.17,13.12,2.15,,,,85.4,4.71,5.40
Sleeping,59.37,18.58,157.57,,,,,100.0,58.35,60.39
"Private, Personal, or N/A",1.85,20.56,5.43,1.07,0.95,0.85,0.47,25.7,1.52,2.18
Personal Time,74.36,18.56,197.18,8.45,6.93,5.52,1.66,100.0,73.38,75.34
Socializing,4.67,20.35,13.59,3.30,4.10,1.98,0.15,40.0,4.26,5.09
Passive Leisure,13.61,17.40,33.83,7.79,10.39,12.67,3.02,83.1,12.97,14.25
Active Leisure,1.56,17.40,3.87,0.80,0.90,0.35,0.43,17.5,1.38,1.73
Attendance Leisure,0.79,17.40,1.96,0.59,0.72,0.02,0.02,4.6,0.64,0.94
Religious Activities,0.64,23.41,2.15,0.41,0.52,0.11,0.07,6.9,0.53,0.75
Volunteering,0.60,23.41,2.02,0.31,0.36,0.08,0.08,4.9,0.44,0.77
Travel Related to Leisure,2.26,24.75,8.00,1.42,1.76,0.01,0.43,46.8,2.06,2.47
Leisure,24.14,18.97,65.41,14.62,18.76,15.23,4.21,94.4,23.50,24.78
Working at Job,33.27,30.52,145.07,2.91,1.63,4.70,5.93,64.0,32.00,34.53
Educational Activities,0.51,23.41,1.70,0.11,0.12,0.35,0.33,2.5,0.36,0.65
Commuting to Work or School,2.19,24.75,7.74,0.14,0.21,0.02,1.86,50.7,1.93,2.45
Work and Education,35.97,30.07,154.51,3.16,1.97,5.06,8.12,65.2,34.50,37.44
Total,168.00,21.24,509.78,40.47,52.75,48.99,21.73,,,
