time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.50,18.31,17.01,3.63,2.43,6.39,4.02,49.9,5.14,7.87
Food Cooking & Clean-up,7.05,18.40,18.52,4.81,3.42,6.93,3.49,74.3,5.58,8.51
"Pets, Home & Vehicles",5.85,20.06,16.76,2.21,1.83,5.03,3.93,43.2,4.16,7.54
Household Management,0.81,24.72,2.86,0.41,0.37,0.69,0.44,20.7,0.56,1.06
Shopping,3.44,18.13,8.92,1.44,2.03,0.16,0.97,42.7,2.42,4.46
Obtaining Services,0.15,21.87,0.46,0.10,0.08,0.11,0.04,3.0,,0.47
Travel for Household Activity,2.29,24.75,8.10,0.85,1.18,0.01,0.87,45.3,1.65,2.94
Household Production,26.09,19.49,72.64,13.46,11.35,19.32,13.75,91.6,22.95,29.24
Household Children,15.20,18.05,39.19,,14.30,12.04,0.41,74.6,12.66,17.73
Household Adults,0.17,17.91,0.43,0.10,0.16,0.07,0.01,10.7,0.08,0.26
Non-Household Members,0.60,18.09,1.54,0.28,0.38,0.02,0.06,8.9,0.21,0.98
Travel for Household Members,2.86,24.75,10.10,0.20,2.11,0.04,0.69,44.4,2.00,3.72
Travel for Non-Household Members,0.47,24.75,1.65,0.15,0.42,0.00,0.05,7.7,0.10,0.83
Caring and Helping,19.28,19.21,52.91,0.73,17.36,12.17,1.21,77.7,16.62,21.95
Eating & Drinking,8.08,18.25,21.07,5.14,6.40,6.41,1.22,93.3,7.21,8.95
Personal Health Care,0.61,17.95,1.57,0.25,0.17,0.30,0.22,5.8,0.08,1.15
Grooming,2.75,18.17,7.14,0.99,,,,62.7,2.24,3.27
Sleeping,58.20,18.58,154.48,,,,,100.0,55.85,60.56
"Private, Personal, or N/A",3.71,20.56,10.90,1.77,1.88,1.86,0.74,27.5,2.25,5.18
Personal Time,73.36,18.62,195.17,8.16,8.46,8.58,2.17,100.0,70.94,75.78
Socializing,5.58,20.35,16.23,2.76,4.95,3.16,0.22,45.9,4.11,7.06
Passive Leisure,27.36,17.40,67.99,13.02,15.24,26.35,11.48,93.8,24.09,30.62
Active Leisure,3.54,17.40,8.80,1.34,1.96,0.62,1.26,25.4,2.15,4.92
Attendance Leisure,0.74,17.40,1.84,0.43,0.60,0.01,0.06,4.0,0.19,1.29
Religious Activities,0.41,23.41,1.38,0.21,0.26,0.06,0.06,4.8,0.19,0.64
Volunteering,0.82,23.41,2.76,0.49,0.43,0.07,0.15,5.4,0.27,1.38
Travel Related to Leisure,2.37,24.75,8.38,0.93,1.43,0.00,0.72,46.1,1.82,2.92
Leisure,40.82,18.41,107.37,19.17,24.88,30.27,13.97,98.7,36.94,44.70
Working at Job,5.84,20.95,17.48,1.09,0.46,1.12,1.14,12.2,3.64,8.04
Educational Activities,1.86,23.41,6.24,0.26,0.13,0.71,0.74,4.3,0.22,3.51
Commuting to Work or School,0.73,24.75,2.59,0.02,0.00,0.00,0.61,12.5,0.35,1.12
Work and Education,8.44,21.82,26.31,1.36,0.60,1.83,2.48,18.5,5.51,11.37
Total,168.00,18.93,454.39,42.88,62.64,72.17,33.57,,,
