time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.85,18.31,20.53,5.30,3.71,7.50,3.77,54.3,6.95,8.74
Food Cooking & Clean-up,7.13,18.40,18.75,5.23,3.82,6.91,2.92,73.2,6.55,7.71
"Pets, Home & Vehicles",1.31,20.06,3.74,0.62,0.68,1.16,0.49,12.9,0.80,1.81
Household Management,0.96,24.72,3.38,0.56,0.49,0.64,0.33,19.5,0.67,1.25
Shopping,2.68,18.13,6.95,1.45,1.84,0.04,0.65,42.0,2.21,3.15
Obtaining Services,0.12,21.87,0.37,0.08,0.08,0.07,0.02,2.7,0.05,0.19
Travel for Household Activity,2.38,24.75,8.42,1.30,1.65,0.03,0.60,47.0,1.75,3.01
Household Production,22.42,19.40,62.13,14.52,12.26,16.34,8.78,89.7,20.69,24.16
Household Children,14.11,18.05,36.39,,13.17,12.21,0.29,70.7,12.57,15.66
Household Adults,0.20,17.91,0.51,0.07,0.18,0.11,0.01,4.5,0.08,0.32
Non-Household Members,0.74,18.09,1.90,0.31,0.52,0.21,0.06,8.2,0.43,1.04
Travel for Household Members,1.52,24.75,5.39,0.01,1.09,0.01,0.36,30.9,1.23,1.81
Travel for Non-Household Members,0.30,24.75,1.05,0.14,0.22,0.00,0.04,6.2,0.17,0.42
Caring and Helping,16.87,18.78,45.24,0.54,15.19,12.54,0.76,74.9,15.12,18.62
Eating & Drinking,6.09,18.25,15.87,3.86,4.50,4.62,0.73,91.7,5.48,6.69
Personal Health Care,1.04,17.95,2.66,0.41,0.42,0.46,0.50,8.0,0.62,1.46
Grooming,4.66,18.17,12.10,2.08,,,,73.0,4.20,5.12
Sleeping,66.47,18.58,176.42,,,,,100.0,64.89,68.05
"Private, Personal, or N/A",2.74,20.56,8.04,1.52,1.14,1.27,0.74,30.4,2.17,3.30
Personal Time,80.99,18.59,215.09,7.87,6.06,6.35,1.96,100.0,79.25,82.74
Socializing,6.24,20.35,18.13,3.69,4.62,2.70,0.42,36.9,5.20,7.28
Passive Leisure,23.92,17.40,59.45,12.92,13.81,22.14,8.01,89.9,21.70,26.14
Active Leisure,1.74,17.40,4.32,0.75,0.93,0.43,0.34,11.1,1.06,2.42
Attendance Leisure,0.78,17.40,1.95,0.34,0.50,0.05,0.03,3.7,0.40,1.17
Religious Activities,0.88,23.41,2.95,0.41,0.66,0.15,0.14,7.2,0.59,1.18
Volunteering,0.66,23.41,2.20,0.24,0.21,0.07,0.08,3.7,0.24,1.08
Travel Related to Leisure,2.12,24.75,7.49,1.03,1.40,0.03,0.31,39.6,1.80,2.44
Leisure,36.34,18.59,96.50,19.38,22.13,25.57,9.31,96.4,33.83,38.85
Working at Job,6.65,16.21,15.41,0.76,0.20,0.84,0.38,13.0,4.71,8.60
Educational Activities,3.85,23.41,12.88,0.40,0.34,1.24,1.35,8.8,2.27,5.43
Commuting to Work or School,0.87,24.75,3.08,0.07,0.11,0.01,0.57,18.7,0.66,1.09
Work and Education,11.38,19.30,31.37,1.23,0.65,2.08,2.30,23.4,9.03,13.73
Total,168.00,18.76,450.33,43.55,56.29,62.88,23.12,,,
