time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.03,18.31,15.78,2.77,2.29,5.68,3.47,44.9,5.24,6.82
Food Cooking & Clean-up,5.32,18.40,13.97,3.05,2.41,5.08,2.34,60.5,4.73,5.90
"Pets, Home & Vehicles",0.89,20.06,2.56,0.27,0.31,0.80,0.53,14.1,0.67,1.11
Household Management,0.79,24.72,2.77,0.29,0.35,0.49,0.31,20.8,0.59,0.98
Shopping,2.50,18.13,6.47,0.76,1.30,0.05,0.68,42.5,2.09,2.91
Obtaining Services,0.11,21.87,0.36,0.02,0.03,0.04,0.06,3.4,0.05,0.18
Travel for Household Activity,2.04,24.75,7.21,0.60,0.97,0.02,0.66,46.6,1.79,2.29
Household Production,17.68,19.45,49.12,7.77,7.66,12.16,8.05,84.0,16.19,19.16
Household Children,7.86,18.05,20.28,,7.23,6.46,0.25,51.9,6.70,9.03
Household Adults,0.11,17.91,0.29,0.04,0.09,0.07,0.00,3.9,0.03,0.19
Non-Household Members,1.26,18.09,3.26,0.41,0.92,0.38,0.16,15.4,0.73,1.79
Travel for Household Members,1.09,24.75,3.86,0.03,0.67,0.02,0.32,25.8,0.89,1.29
Travel for Non-Household Members,0.62,24.75,2.20,0.22,0.38,0.00,0.10,13.0,0.39,0.85
Caring and Helping,10.95,19.10,29.89,0.70,9.29,6.93,0.84,60.7,9.82,12.09
Eating & Drinking,5.84,18.25,15.22,2.41,3.67,3.81,1.03,92.9,5.48,6.20
Personal Health Care,0.95,17.95,2.43,0.28,0.28,0.45,0.41,8.2,0.47,1.43
Grooming,5.68,18.17,14.74,1.32,,,,79.1,5.27,6.09
Sleeping,66.73,18.58,177.13,,,,,99.9,65.37,68.10
"Private, Personal, or N/A",3.91,20.56,11.48,1.07,0.85,2.20,2.10,32.5,3.11,4.70
Personal Time,83.11,18.61,220.99,5.08,4.80,6.46,3.54,100.0,81.38,84.84
Socializing,6.07,20.35,17.64,1.78,3.20,2.54,0.84,42.3,4.75,7.38
Passive Leisure,23.95,17.40,59.52,8.83,9.88,21.30,10.25,90.5,22.36,25.54
Active Leisure,1.50,17.40,3.72,0.42,0.55,0.35,0.33,11.8,1.07,1.92
Attendance Leisure,1.41,17.40,3.51,0.32,0.72,0.04,0.10,5.9,0.47,2.35
Religious Activities,0.95,23.41,3.16,0.37,0.56,0.20,0.19,7.3,0.66,1.23
Volunteering,0.58,23.41,1.93,0.22,0.25,0.16,0.14,3.4,0.32,0.84
Travel Related to Leisure,2.48,24.75,8.78,0.67,1.11,0.02,0.56,48.5,1.94,3.03
Leisure,36.93,18.63,98.26,12.60,16.27,24.59,12.40,96.6,34.40,39.46
Working at Job,9.97,14.54,20.71,0.18,0.11,0.31,0.99,21.4,7.35,12.58
Educational Activities,7.98,23.41,26.68,0.37,0.46,2.46,2.57,20.0,6.28,9.67
Commuting to Work or School,1.39,24.75,4.92,0.08,0.19,0.01,1.00,31.9,0.99,1.79
Work and Education,19.34,18.94,52.31,0.63,0.76,2.79,4.55,42.6,16.96,21.71
Total,168.00,18.77,450.57,26.78,38.77,52.93,29.38,,,
