time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.54,18.31,6.65,0.00,0.57,2.42,1.97,27.1,2.13,2.96
Food Cooking & Clean-up,3.55,18.40,9.34,0.01,1.42,3.47,2.11,53.3,3.22,3.88
"Pets, Home & Vehicles",11.83,20.06,33.90,0.00,1.50,10.78,10.10,58.6,10.74,12.92
Household Management,1.91,24.72,6.73,0.00,0.45,1.59,1.40,28.3,1.34,2.47
Shopping,2.76,18.13,7.15,0.01,1.31,0.11,1.38,40.5,2.44,3.08
Obtaining Services,0.46,21.87,1.43,0.00,0.07,0.31,0.11,5.3,0.20,0.71
Travel for Household Activity,2.43,24.75,8.58,0.01,1.05,0.02,1.34,46.9,2.13,2.72
Household Production,25.47,20.27,73.77,0.03,6.36,18.70,18.41,89.1,23.90,27.05
Household Children,0.05,18.05,0.13,,0.05,0.04,0.00,0.7,,0.10
Household Adults,0.26,17.91,0.67,0.00,0.16,0.09,0.10,7.6,0.15,0.38
Non-Household Members,1.85,18.09,4.79,0.00,1.35,0.72,0.28,14.1,1.45,2.25
Travel for Household Members,0.30,24.75,1.06,0.00,0.19,0.00,0.11,5.7,0.20,0.40
Travel for Non-Household Members,0.52,24.75,1.84,0.00,0.26,0.01,0.20,10.8,0.38,0.66
Caring and Helping,2.98,19.90,8.48,0.00,2.01,0.85,0.68,20.7,2.54,3.43
Eating & Drinking,9.86,18.25,25.72,0.02,6.57,7.40,2.73,97.0,9.44,10.29
Personal Health Care,1.43,17.95,3.66,0.00,0.36,0.85,0.93,14.3,0.86,1.99
Grooming,3.11,18.17,8.07,0.01,,,,63.0,2.86,3.36
Sleeping,61.25,18.58,162.58,,,,,100.0,60.49,62.02
"Private, Personal, or N/A",2.44,20.56,7.17,0.00,0.46,0.87,0.92,26.8,2.08,2.81
Personal Time,78.10,18.57,207.20,0.04,7.39,9.12,4.58,100.0,76.97,79.22
Socializing,5.25,20.35,15.26,0.01,4.04,2.54,0.31,43.6,4.68,5.81
Passive Leisure,43.25,17.40,107.49,0.07,19.13,42.35,23.94,97.0,41.52,44.98
Active Leisure,3.45,17.40,8.57,0.00,0.73,0.79,2.04,25.0,2.86,4.03
Attendance Leisure,0.97,17.40,2.41,0.00,0.70,0.07,0.10,6.1,0.70,1.23
Religious Activities,0.93,23.41,3.12,0.00,0.55,0.25,0.26,8.1,0.75,1.12
Volunteering,1.78,23.41,5.95,0.00,0.32,0.53,0.73,9.1,1.35,2.21
Travel Related to Leisure,3.36,24.75,11.90,0.00,1.93,0.03,1.29,51.8,2.83,3.90
Leisure,58.99,18.36,154.69,0.08,27.40,46.57,28.67,99.1,57.53,60.45
Working at Job,2.23,29.44,9.36,0.00,0.15,0.67,0.69,6.3,1.50,2.95
Educational Activities,0.05,23.41,0.18,0.00,0.01,0.05,0.05,0.3,,0.15
Commuting to Work or School,0.18,24.75,0.63,0.00,0.04,0.00,0.14,3.8,0.11,0.25
Work and Education,2.46,28.97,10.17,0.00,0.19,0.72,0.87,7.1,1.68,3.23
Total,168.00,18.93,454.31,0.15,43.35,75.97,53.22,,,
