time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.65,18.31,6.92,0.00,0.26,2.57,2.31,28.3,1.96,3.34
Food Cooking & Clean-up,3.30,18.40,8.67,0.00,0.35,3.22,2.83,56.5,2.81,3.79
"Pets, Home & Vehicles",6.27,20.06,17.97,0.00,0.32,5.60,5.79,40.5,4.89,7.65
Household Management,1.52,24.72,5.35,0.00,0.28,1.19,1.08,22.4,0.84,2.19
Shopping,2.67,18.13,6.93,0.00,0.35,0.35,1.95,39.4,1.98,3.37
Obtaining Services,0.14,21.87,0.44,0.00,0.00,0.07,0.07,3.9,0.05,0.23
Travel for Household Activity,2.17,24.75,7.67,0.00,0.17,0.03,1.86,43.4,1.66,2.68
Household Production,18.72,20.18,53.95,0.00,1.73,13.03,15.89,86.2,16.53,20.90
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.25,17.91,0.63,0.00,0.19,0.23,0.00,4.1,0.03,0.46
Non-Household Members,1.04,18.09,2.68,0.00,0.31,0.08,0.27,9.1,0.57,1.50
Travel for Household Members,0.04,24.75,0.12,0.00,0.02,0.00,0.01,0.8,,0.08
Travel for Non-Household Members,0.43,24.75,1.51,0.00,0.07,0.00,0.22,7.6,0.24,0.62
Caring and Helping,1.74,19.83,4.94,0.00,0.59,0.30,0.50,12.7,1.17,2.32
Eating & Drinking,7.00,18.25,18.25,0.00,1.15,4.92,4.41,90.9,6.40,7.60
Personal Health Care,1.39,17.95,3.56,0.00,0.05,0.90,1.12,12.9,0.28,2.50
Grooming,2.92,18.17,7.58,0.00,,,,58.5,2.56,3.28
Sleeping,62.20,18.58,165.09,,,,,99.8,60.60,63.80
"Private, Personal, or N/A",1.99,20.56,5.84,0.00,0.13,0.73,0.87,22.4,1.45,2.53
Personal Time,75.50,18.57,200.32,0.00,1.32,6.56,6.39,100.0,73.38,77.61
Socializing,5.33,20.35,15.48,0.00,2.00,1.87,0.92,36.6,4.31,6.34
Passive Leisure,52.79,17.40,131.21,0.00,3.50,50.16,44.68,97.7,49.71,55.87
Active Leisure,2.80,17.40,6.96,0.00,0.37,0.69,1.78,19.0,2.03,3.58
Attendance Leisure,0.62,17.40,1.54,0.00,0.05,0.02,0.17,3.4,0.22,1.01
Religious Activities,0.91,23.41,3.05,0.00,0.08,0.28,0.50,6.9,0.50,1.32
Volunteering,0.78,23.41,2.61,0.00,0.05,0.15,0.21,4.3,0.38,1.18
Travel Related to Leisure,3.03,24.75,10.70,0.00,0.31,0.05,2.28,49.5,2.28,3.77
Leisure,66.25,18.12,171.55,0.00,6.36,53.23,50.55,98.8,63.07,69.44
Working at Job,4.65,23.49,15.60,0.00,0.02,0.74,1.66,8.6,2.40,6.90
Educational Activities,0.67,23.41,2.25,0.00,0.00,0.35,0.44,1.7,,1.99
Commuting to Work or School,0.46,24.75,1.63,0.00,0.00,0.06,0.45,7.7,0.17,0.76
Work and Education,5.79,23.58,19.49,0.00,0.02,1.16,2.55,11.3,3.17,8.40
Total,168.00,18.76,450.26,0.00,10.02,74.26,75.89,,,
