time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.45,18.31,9.02,1.98,2.05,3.04,1.31,28.3,0.96,5.93
Food Cooking & Clean-up,3.67,18.40,9.65,2.75,2.40,3.62,1.19,54.4,2.84,4.50
"Pets, Home & Vehicles",3.34,20.06,9.57,1.44,1.19,2.91,1.95,22.5,1.67,5.01
Household Management,0.41,24.72,1.46,0.22,0.19,0.27,0.21,16.7,0.24,0.59
Shopping,2.51,18.13,6.50,1.47,1.79,0.01,0.61,42.4,1.86,3.15
Obtaining Services,0.03,21.87,0.10,0.00,0.00,0.02,0.02,1.3,,0.07
Travel for Household Activity,2.02,24.75,7.13,1.08,1.26,0.02,0.70,46.7,1.61,2.42
Household Production,15.42,19.70,43.41,8.94,8.89,9.90,5.99,76.8,12.66,18.19
Household Children,9.89,18.05,25.51,,9.79,8.18,0.09,66.2,8.47,11.31
Household Adults,0.24,17.91,0.60,0.22,0.13,0.17,0.00,5.4,,0.50
Non-Household Members,0.60,18.09,1.55,0.05,0.41,0.09,0.16,5.8,0.11,1.09
Travel for Household Members,1.44,24.75,5.10,0.06,0.99,0.19,0.45,33.8,0.84,2.05
Travel for Non-Household Members,0.16,24.75,0.58,0.03,0.08,0.00,0.08,5.3,0.07,0.26
Caring and Helping,12.33,18.92,33.35,0.35,11.39,8.64,0.78,68.1,10.71,13.96
Eating & Drinking,8.12,18.25,21.17,4.39,6.04,5.80,1.27,96.6,7.24,9.01
Personal Health Care,0.53,17.95,1.35,0.06,0.11,0.30,0.39,5.7,0.20,0.85
Grooming,3.17,18.17,8.23,1.15,,,,79.7,2.77,3.57
Sleeping,61.20,18.58,162.45,,,,,99.0,58.83,63.58
"Private, Personal, or N/A",3.09,20.56,9.08,1.29,1.44,2.05,1.05,31.4,1.90,4.28
Personal Time,76.12,18.60,202.28,6.90,7.59,8.15,2.72,100.0,73.02,79.21
Socializing,5.24,20.35,15.24,2.94,4.67,2.57,0.27,40.6,2.96,7.53
Passive Leisure,22.65,17.40,56.31,10.99,15.65,21.35,6.65,91.1,20.10,25.21
Active Leisure,2.06,17.40,5.11,1.30,1.43,0.51,0.36,14.5,0.91,3.20
Attendance Leisure,0.47,17.40,1.18,0.28,0.42,0.02,0.06,3.2,0.11,0.84
Religious Activities,0.80,23.41,2.67,0.52,0.58,0.19,0.14,7.1,0.46,1.14
Volunteering,0.52,23.41,1.74,0.16,0.18,0.10,0.16,3.8,0.17,0.87
Travel Related to Leisure,1.59,24.75,5.63,0.75,0.95,0.02,0.60,43.6,1.12,2.06
Leisure,33.33,18.45,87.87,16.94,23.88,24.75,8.24,98.1,29.87,36.80
Working at Job,26.71,17.14,65.41,0.55,0.24,1.86,6.23,61.9,22.92,30.49
Educational Activities,1.39,23.41,4.64,0.20,0.50,0.80,0.77,5.6,0.26,2.51
Commuting to Work or School,2.70,24.75,9.54,0.04,0.14,0.01,2.17,53.5,2.14,3.25
Work and Education,30.79,18.09,79.59,0.79,0.87,2.67,9.17,64.9,26.53,35.05
Total,168.00,18.60,446.49,33.91,52.62,54.11,26.91,,,
