time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.99,18.31,23.51,0.00,0.99,8.65,7.87,56.5,6.75,11.22
Food Cooking & Clean-up,7.20,18.40,18.91,0.02,1.43,7.16,5.74,71.8,5.97,8.42
"Pets, Home & Vehicles",2.92,20.06,8.36,0.00,0.67,2.39,2.15,35.9,1.97,3.86
Household Management,1.33,24.72,4.69,0.00,0.23,1.15,1.05,28.7,0.91,1.74
Shopping,2.61,18.13,6.77,0.00,1.11,0.24,0.90,32.6,1.66,3.57
Obtaining Services,0.10,21.87,0.30,0.00,0.01,0.09,0.08,3.1,,0.21
Travel for Household Activity,1.90,24.75,6.71,0.00,1.03,0.00,0.60,35.4,1.34,2.46
Household Production,25.04,19.36,69.26,0.02,5.46,19.69,18.39,90.8,21.89,28.19
Household Children,0.20,18.05,0.51,,0.20,0.20,0.00,0.8,,0.49
Household Adults,0.20,17.91,0.51,0.00,0.13,0.16,0.04,5.5,0.01,0.40
Non-Household Members,2.77,18.09,7.16,0.00,2.13,0.72,0.30,18.6,1.06,4.49
Travel for Household Members,0.05,24.75,0.16,0.00,0.04,0.00,0.01,0.9,,0.09
Travel for Non-Household Members,0.53,24.75,1.88,0.00,0.41,0.00,0.11,14.1,0.27,0.79
Caring and Helping,3.75,19.10,10.24,0.00,2.91,1.08,0.45,23.9,1.93,5.57
Eating & Drinking,6.83,18.25,17.80,0.03,4.43,5.61,2.13,95.5,5.99,7.66
Personal Health Care,5.70,17.95,14.60,0.00,1.74,4.69,3.43,41.6,3.45,7.94
Grooming,4.53,18.17,11.77,0.08,,,,73.9,3.73,5.33
Sleeping,66.18,18.58,175.67,,,,,99.7,63.88,68.49
"Private, Personal, or N/A",2.45,20.56,7.19,0.00,0.52,0.79,0.86,29.6,1.55,3.35
Personal Time,85.69,18.55,227.03,0.11,6.70,11.08,6.41,100.0,82.36,89.02
Socializing,6.29,20.35,18.27,0.00,4.30,4.56,1.60,52.0,4.92,7.65
Passive Leisure,40.66,17.40,101.06,0.03,15.30,39.79,24.73,96.2,37.20,44.13
Active Leisure,1.07,17.40,2.67,0.00,0.36,0.41,0.66,10.8,0.47,1.68
Attendance Leisure,0.29,17.40,0.71,0.00,0.14,0.14,0.15,2.0,,0.60
Religious Activities,1.40,23.41,4.69,0.00,0.57,0.84,0.76,12.7,0.81,2.00
Volunteering,1.01,23.41,3.37,0.00,0.37,0.35,0.32,6.9,0.35,1.66
Travel Related to Leisure,1.82,24.75,6.44,0.00,1.10,0.00,0.53,35.2,1.32,2.32
Leisure,52.54,18.28,137.22,0.03,22.15,46.10,28.74,99.0,48.54,56.54
Working at Job,0.86,0.00,0.00,0.02,0.00,0.30,0.39,3.5,0.04,1.69
Educational Activities,0.00,23.41,0.00,0.00,0.00,0.00,0.00,0.0,,
Commuting to Work or School,0.12,24.75,0.41,0.00,0.03,0.00,0.04,2.1,,0.26
Work and Education,0.98,2.94,0.41,0.02,0.03,0.30,0.43,4.0,0.10,1.86
Total,168.00,18.51,444.16,0.18,37.24,78.25,54.43,,,
