time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.48,18.31,24.81,0.00,1.61,9.26,7.76,69.1,8.73,10.24
Food Cooking & Clean-up,7.76,18.40,20.40,0.00,2.69,7.50,5.04,80.9,7.13,8.40
"Pets, Home & Vehicles",4.37,20.06,12.52,0.00,1.26,3.68,3.05,41.6,3.82,4.92
Household Management,2.38,24.72,8.39,0.00,0.63,2.10,1.71,37.6,1.95,2.80
Shopping,4.16,18.13,10.78,0.00,1.55,0.19,2.29,49.4,3.57,4.76
Obtaining Services,0.26,21.87,0.80,0.00,0.09,0.15,0.09,6.7,0.16,0.35
Travel for Household Activity,2.65,24.75,9.39,0.00,1.22,0.03,1.36,53.5,2.35,2.96
Household Production,31.07,19.62,87.09,0.00,9.04,22.91,21.30,96.5,29.95,32.18
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.43,17.91,1.11,0.00,0.28,0.28,0.06,8.6,0.26,0.61
Non-Household Members,2.42,18.09,6.25,0.00,2.12,1.03,0.11,19.1,1.83,3.01
Travel for Household Members,0.16,24.75,0.57,0.00,0.12,0.01,0.04,4.3,0.09,0.23
Travel for Non-Household Members,0.65,24.75,2.28,0.00,0.33,0.01,0.26,13.6,0.45,0.84
Caring and Helping,3.66,19.54,10.21,0.00,2.85,1.32,0.47,25.8,2.90,4.41
Eating & Drinking,8.76,18.25,22.84,0.00,6.28,6.34,2.02,98.2,8.41,9.12
Personal Health Care,2.12,17.95,5.43,0.00,0.59,1.00,1.13,20.7,1.56,2.67
Grooming,5.11,18.17,13.28,0.00,,,,77.7,4.83,5.40
Sleeping,60.98,18.58,161.86,,,,,100.0,60.04,61.93
"Private, Personal, or N/A",2.74,20.56,8.06,0.00,0.77,0.96,1.03,32.9,2.33,3.16
Personal Time,79.72,18.57,211.47,0.00,7.64,8.29,4.18,100.0,78.45,80.99
Socializing,6.87,20.35,19.96,0.00,4.89,3.74,0.95,56.3,6.20,7.53
Passive Leisure,35.30,17.40,87.75,0.00,17.63,34.00,17.38,97.1,33.84,36.77
Active Leisure,2.11,17.40,5.24,0.00,0.59,0.58,1.08,23.6,1.56,2.66
Attendance Leisure,0.84,17.40,2.09,0.00,0.53,0.06,0.23,4.3,0.53,1.16
Religious Activities,1.77,23.41,5.93,0.00,0.90,0.58,0.59,15.9,1.44,2.11
Volunteering,2.34,23.41,7.81,0.00,0.49,1.01,1.16,13.5,1.78,2.90
Travel Related to Leisure,3.11,24.75,11.01,0.00,1.96,0.01,1.06,52.9,2.75,3.47
Leisure,52.34,18.69,139.79,0.00,26.99,39.98,22.45,99.5,50.87,53.82
Working at Job,1.12,16.91,2.69,0.00,0.11,0.51,0.25,3.8,0.71,1.52
Educational Activities,0.02,23.41,0.07,0.00,0.00,0.02,0.02,0.2,,0.06
Commuting to Work or School,0.07,24.75,0.26,0.00,0.02,0.00,0.05,2.3,0.03,0.11
Work and Education,1.21,17.51,3.03,0.00,0.14,0.53,0.31,4.6,0.78,1.64
Total,168.00,18.82,451.59,0.00,46.67,73.03,48.72,,,
