time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.64,18.31,4.29,0.00,0.87,1.58,0.76,21.6,1.39,1.89
Food Cooking & Clean-up,2.97,18.40,7.81,0.00,1.70,2.93,1.25,44.2,2.71,3.24
"Pets, Home & Vehicles",7.97,20.06,22.83,0.00,1.80,7.43,6.09,44.6,7.34,8.59
Household Management,1.98,24.72,6.99,0.00,0.74,1.71,1.20,29.9,1.78,2.18
Shopping,2.31,18.13,5.97,0.00,1.34,0.10,0.91,34.8,2.11,2.50
Obtaining Services,0.38,21.87,1.19,0.00,0.14,0.24,0.12,5.0,0.26,0.51
Travel for Household Activity,2.09,24.75,7.38,0.00,1.15,0.02,0.91,40.1,1.90,2.27
Household Production,19.33,20.44,56.47,0.00,7.73,14.00,11.26,83.0,18.50,20.17
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.63,17.91,1.61,0.00,0.55,0.37,0.08,9.6,0.47,0.79
Non-Household Members,0.80,18.09,2.06,0.00,0.66,0.29,0.07,7.9,0.62,0.97
Travel for Household Members,0.19,24.75,0.68,0.00,0.16,0.00,0.03,4.5,0.14,0.25
Travel for Non-Household Members,0.30,24.75,1.05,0.00,0.19,0.00,0.09,5.9,0.23,0.37
Caring and Helping,1.92,19.74,5.41,0.00,1.56,0.66,0.27,16.5,1.66,2.18
Eating & Drinking,10.43,18.25,27.19,0.00,8.42,8.61,1.67,98.5,10.18,10.69
Personal Health Care,1.69,17.95,4.32,0.00,0.87,0.85,0.57,21.3,1.43,1.95
Grooming,3.47,18.17,9.01,0.00,,,,65.4,3.31,3.63
Sleeping,64.42,18.58,170.99,,,,,100.0,63.83,65.02
"Private, Personal, or N/A",2.64,20.56,7.76,0.00,0.79,0.85,0.72,29.7,2.39,2.90
Personal Time,82.65,18.57,219.28,0.00,10.08,10.30,2.96,100.0,81.79,83.51
Socializing,4.53,20.35,13.18,0.00,3.69,2.49,0.18,35.6,3.98,5.08
Passive Leisure,50.50,17.40,125.51,0.00,30.31,49.40,19.83,99.0,48.93,52.07
Active Leisure,2.27,17.40,5.65,0.00,0.67,0.69,1.10,22.6,2.01,2.53
Attendance Leisure,0.52,17.40,1.29,0.00,0.44,0.03,0.04,2.8,0.39,0.64
Religious Activities,1.36,23.41,4.54,0.00,0.91,0.37,0.32,12.0,1.15,1.56
Volunteering,1.49,23.41,4.99,0.00,0.47,0.66,0.64,7.8,1.18,1.80
Travel Related to Leisure,2.52,24.75,8.93,0.00,1.73,0.04,0.68,43.2,2.18,2.87
Leisure,63.19,18.17,164.08,0.00,38.22,53.69,22.79,99.7,62.19,64.20
Working at Job,0.81,23.01,2.68,0.00,0.08,0.35,0.41,2.5,0.50,1.13
Educational Activities,0.04,23.41,0.13,0.00,0.00,0.04,0.04,0.2,,0.09
Commuting to Work or School,0.05,24.75,0.16,0.00,0.01,0.00,0.04,1.5,0.03,0.07
Work and Education,0.90,23.11,2.97,0.00,0.10,0.39,0.49,3.1,0.58,1.22
Total,168.00,18.68,448.20,0.00,57.68,79.04,37.77,,,
