time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.49,18.31,22.22,1.26,2.59,8.39,5.90,56.7,6.36,10.63
Food Cooking & Clean-up,7.66,18.40,20.14,1.26,3.10,7.60,4.50,77.6,6.49,8.84
"Pets, Home & Vehicles",3.90,20.06,11.18,0.26,1.50,2.92,2.31,32.5,2.69,5.11
Household Management,0.85,24.72,3.02,0.12,0.40,0.71,0.44,22.2,0.35,1.36
Shopping,3.37,18.13,8.73,0.63,1.85,0.08,1.21,41.8,2.53,4.21
Obtaining Services,0.06,21.87,0.18,0.01,0.01,0.05,0.04,2.7,0.01,0.11
Travel for Household Activity,2.60,24.75,9.18,0.59,1.76,0.00,0.65,44.9,1.67,3.52
Household Production,26.94,19.40,74.65,4.12,11.22,19.75,15.05,94.0,23.84,30.04
Household Children,4.73,18.05,12.19,,4.67,4.30,0.06,17.7,3.05,6.41
Household Adults,0.33,17.91,0.84,0.01,0.25,0.13,0.08,8.6,0.10,0.56
Non-Household Members,1.38,18.09,3.55,0.14,1.20,0.89,0.06,8.9,0.24,2.52
Travel for Household Members,0.54,24.75,1.90,0.03,0.45,0.01,0.09,8.7,0.22,0.85
Travel for Non-Household Members,0.34,24.75,1.19,0.03,0.04,0.00,0.10,6.5,,0.69
Caring and Helping,7.30,18.85,19.67,0.20,6.62,5.34,0.38,32.2,5.44,9.17
Eating & Drinking,7.02,18.25,18.30,1.00,5.06,5.22,1.62,95.9,6.17,7.87
Personal Health Care,1.79,17.95,4.60,0.07,0.57,1.01,1.14,8.4,0.48,3.10
Grooming,4.24,18.17,11.00,0.47,,,,74.6,3.67,4.81
Sleeping,66.59,18.58,176.74,,,,,100.0,64.04,69.14
"Private, Personal, or N/A",2.65,20.56,7.77,0.38,0.88,0.91,1.10,25.7,1.70,3.59
Personal Time,82.29,18.58,218.42,1.93,6.51,7.14,3.86,100.0,79.29,85.28
Socializing,7.80,20.35,22.67,0.99,4.85,4.77,1.32,49.2,6.15,9.45
Passive Leisure,29.01,17.40,72.10,3.03,17.19,27.83,11.65,93.7,26.30,31.72
Active Leisure,2.21,17.40,5.50,0.18,1.16,0.48,0.85,21.5,1.45,2.98
Attendance Leisure,0.59,17.40,1.46,0.00,0.25,0.16,0.14,3.7,0.09,1.08
Religious Activities,0.89,23.41,2.97,0.06,0.59,0.30,0.27,9.8,0.42,1.36
Volunteering,0.53,23.41,1.77,0.04,0.17,0.23,0.10,3.6,0.17,0.89
Travel Related to Leisure,2.45,24.75,8.67,0.40,1.79,0.00,0.57,41.0,1.72,3.18
Leisure,43.48,18.54,115.16,4.69,26.00,33.78,14.90,99.0,40.40,46.56
Working at Job,6.11,17.16,14.97,0.25,0.26,1.96,1.77,14.7,2.39,9.83
Educational Activities,1.27,23.41,4.25,0.02,0.23,1.14,1.01,3.9,0.33,2.22
Commuting to Work or School,0.61,24.75,2.16,0.00,0.14,0.01,0.44,12.7,0.28,0.94
Work and Education,7.99,18.73,21.38,0.27,0.63,3.11,3.22,19.9,4.20,11.78
Total,168.00,18.72,449.27,11.21,50.98,69.11,37.40,,,
