time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.11,18.31,13.37,3.08,2.58,4.89,2.21,42.1,4.31,5.91
Food Cooking & Clean-up,4.76,18.40,12.50,3.21,2.44,4.61,2.14,68.4,4.35,5.16
"Pets, Home & Vehicles",1.04,20.06,2.98,0.57,0.51,0.96,0.46,14.5,0.80,1.28
Household Management,0.78,24.72,2.75,0.38,0.33,0.56,0.37,20.8,0.60,0.96
Shopping,2.74,18.13,7.11,1.44,1.61,0.09,0.78,44.9,2.43,3.06
Obtaining Services,0.13,21.87,0.41,0.10,0.10,0.04,0.01,2.1,0.05,0.21
Travel for Household Activity,2.18,24.75,7.70,0.88,1.00,0.05,0.94,48.5,1.59,2.77
Household Production,16.73,19.58,46.81,9.65,8.57,11.18,6.92,88.2,15.07,18.40
Household Children,8.90,18.05,22.96,,7.91,7.07,0.26,72.3,7.99,9.82
Household Adults,0.08,17.91,0.20,0.04,0.06,0.05,0.01,2.4,0.03,0.12
Non-Household Members,0.46,18.09,1.19,0.20,0.28,0.08,0.02,10.5,0.28,0.64
Travel for Household Members,2.25,24.75,7.96,0.08,1.35,0.03,0.80,45.5,1.90,2.60
Travel for Non-Household Members,0.39,24.75,1.40,0.16,0.23,0.00,0.09,8.9,0.28,0.51
Caring and Helping,12.09,19.52,33.71,0.48,9.82,7.23,1.17,75.9,11.23,12.95
Eating & Drinking,6.10,18.25,15.89,3.39,3.61,3.43,1.20,92.8,5.84,6.35
Personal Health Care,0.72,17.95,1.84,0.17,0.19,0.25,0.37,7.0,0.46,0.98
Grooming,5.71,18.17,14.82,2.01,,,,84.2,5.35,6.07
Sleeping,61.50,18.58,163.24,,,,,99.9,60.39,62.62
"Private, Personal, or N/A",2.19,20.56,6.44,0.94,0.69,0.91,0.75,27.9,1.73,2.65
Personal Time,76.22,18.57,202.23,6.51,4.49,4.59,2.32,100.0,74.95,77.48
Socializing,4.26,20.35,12.39,2.28,2.92,1.49,0.29,34.1,3.64,4.89
Passive Leisure,16.63,17.40,41.33,8.26,7.87,14.97,7.19,83.8,15.64,17.62
Active Leisure,1.12,17.40,2.79,0.51,0.49,0.23,0.45,10.1,0.79,1.45
Attendance Leisure,0.63,17.40,1.56,0.39,0.46,0.00,0.01,3.4,0.41,0.84
Religious Activities,0.79,23.41,2.63,0.52,0.54,0.13,0.14,6.7,0.61,0.97
Volunteering,0.15,23.41,0.50,0.07,0.07,0.04,0.03,1.5,0.08,0.22
Travel Related to Leisure,2.04,24.75,7.22,0.91,1.07,0.03,0.59,42.8,1.65,2.43
Leisure,25.62,18.69,68.42,12.96,13.41,16.90,8.69,92.9,24.31,26.93
Working at Job,34.11,20.14,98.16,1.75,1.00,3.11,4.61,63.6,32.29,35.94
Educational Activities,1.11,23.41,3.71,0.23,0.16,0.73,0.76,5.7,0.73,1.48
Commuting to Work or School,2.12,24.75,7.50,0.12,0.14,0.02,1.84,53.4,1.86,2.38
Work and Education,37.34,20.50,109.36,2.10,1.30,3.86,7.21,66.0,35.30,39.39
Total,168.00,19.19,460.52,31.70,37.59,43.77,26.32,,,
