time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.11,18.31,15.99,2.95,2.46,6.01,3.56,47.1,5.02,7.21
Food Cooking & Clean-up,5.06,18.40,13.29,2.82,2.34,4.87,2.52,64.2,4.43,5.69
"Pets, Home & Vehicles",0.71,20.06,2.02,0.16,0.19,0.59,0.48,12.7,0.42,0.99
Household Management,0.70,24.72,2.47,0.30,0.27,0.50,0.38,18.0,0.47,0.93
Shopping,2.56,18.13,6.63,0.97,1.44,0.03,0.66,38.1,2.06,3.06
Obtaining Services,0.15,21.87,0.48,0.02,0.05,0.09,0.09,4.5,0.06,0.24
Travel for Household Activity,1.99,24.75,7.02,0.71,0.94,0.01,0.62,40.4,1.51,2.46
Household Production,17.27,19.41,47.90,7.93,7.70,12.10,8.31,82.2,15.49,19.05
Household Children,10.56,18.05,27.23,,9.59,8.94,0.40,59.0,8.84,12.28
Household Adults,0.11,17.91,0.29,0.02,0.05,0.05,0.03,4.1,0.02,0.20
Non-Household Members,0.76,18.09,1.95,0.18,0.53,0.08,0.02,10.0,0.32,1.19
Travel for Household Members,0.99,24.75,3.51,0.02,0.71,0.00,0.24,22.9,0.73,1.26
Travel for Non-Household Members,0.39,24.75,1.39,0.12,0.25,0.00,0.10,8.8,0.22,0.56
Caring and Helping,12.81,18.78,34.37,0.34,11.14,9.07,0.80,63.5,10.88,14.75
Eating & Drinking,4.69,18.25,12.23,2.00,3.42,3.83,0.75,90.0,4.28,5.10
Personal Health Care,3.91,17.95,10.03,0.67,1.03,2.11,2.54,23.1,1.83,6.00
Grooming,4.32,18.17,11.22,1.21,,,,64.9,3.71,4.93
Sleeping,69.29,18.58,183.90,,,,,100.0,66.53,72.04
"Private, Personal, or N/A",4.18,20.56,12.27,1.17,1.18,2.47,1.69,32.5,2.77,5.58
Personal Time,86.39,18.61,229.65,5.04,5.63,8.41,4.97,100.0,82.84,89.93
Socializing,6.74,20.35,19.60,2.68,4.54,3.30,0.64,38.8,5.26,8.22
Passive Leisure,34.98,17.40,86.93,11.06,14.58,33.38,16.46,89.0,30.17,39.78
Active Leisure,1.00,17.40,2.49,0.29,0.84,0.56,0.11,8.6,0.21,1.79
Attendance Leisure,0.97,17.40,2.42,0.12,0.32,0.05,0.32,3.6,0.26,1.69
Religious Activities,0.78,23.41,2.62,0.32,0.55,0.20,0.13,8.5,0.49,1.07
Volunteering,0.57,23.41,1.90,0.23,0.24,0.13,0.15,3.1,0.20,0.94
Travel Related to Leisure,1.74,24.75,6.14,0.59,1.01,0.01,0.51,35.1,1.36,2.11
Leisure,46.78,18.27,122.09,15.29,22.09,37.63,18.31,95.3,42.19,51.37
Working at Job,1.47,14.62,3.07,0.10,0.07,0.08,0.11,3.4,0.71,2.23
Educational Activities,2.79,23.41,9.32,0.22,0.37,1.09,1.06,9.0,1.37,4.21
Commuting to Work or School,0.49,24.75,1.74,0.02,0.14,0.04,0.24,9.2,0.20,0.78
Work and Education,4.75,20.83,14.13,0.35,0.58,1.21,1.40,14.7,3.06,6.44
Total,168.00,18.67,448.14,28.95,47.14,68.42,33.80,,,
