time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.71,18.31,4.47,0.02,0.12,1.60,1.40,18.6,1.54,1.88
Food Cooking & Clean-up,1.91,18.40,5.02,0.01,0.24,1.78,1.30,39.4,1.75,2.07
"Pets, Home & Vehicles",2.28,20.06,6.54,0.03,0.25,1.86,1.67,20.2,2.08,2.48
Household Management,0.65,24.72,2.28,0.00,0.05,0.40,0.48,15.0,0.54,0.75
Shopping,1.66,18.13,4.30,0.01,0.24,0.06,0.91,37.4,1.50,1.81
Obtaining Services,0.07,21.87,0.21,0.00,0.00,0.01,0.04,1.8,0.05,0.09
Travel for Household Activity,1.80,24.75,6.35,0.01,0.19,0.02,1.20,41.0,1.68,1.91
Household Production,10.07,20.28,29.18,0.09,1.11,5.73,6.99,73.1,9.70,10.45
Household Children,0.00,18.05,0.01,,0.00,0.00,0.00,0.0,,0.01
Household Adults,0.06,17.91,0.15,0.00,0.02,0.03,0.02,1.8,0.03,0.08
Non-Household Members,0.89,18.09,2.29,0.00,0.43,0.25,0.13,12.0,0.72,1.05
Travel for Household Members,0.05,24.75,0.18,0.00,0.01,0.00,0.02,1.2,0.03,0.07
Travel for Non-Household Members,0.47,24.75,1.64,0.00,0.09,0.00,0.22,10.3,0.39,0.54
Caring and Helping,1.46,20.43,4.27,0.00,0.56,0.29,0.39,13.7,1.23,1.69
Eating & Drinking,7.37,18.25,19.21,0.03,1.16,3.21,3.00,94.2,7.15,7.58
Personal Health Care,0.39,17.95,1.01,0.00,0.05,0.21,0.28,3.7,0.24,0.55
Grooming,4.16,18.17,10.79,0.01,,,,80.7,4.00,4.31
Sleeping,60.77,18.58,161.30,,,,,99.9,59.97,61.57
"Private, Personal, or N/A",1.87,20.56,5.50,0.01,0.16,0.62,0.92,21.6,1.64,2.11
Personal Time,74.56,18.57,197.81,0.05,1.37,4.05,4.20,100.0,73.81,75.32
Socializing,4.83,20.35,14.04,0.02,1.23,1.28,0.53,33.7,4.56,5.10
Passive Leisure,24.74,17.40,61.48,0.11,2.25,21.88,17.48,88.9,23.46,26.01
Active Leisure,2.91,17.40,7.24,0.01,0.36,0.34,1.31,22.3,2.50,3.33
Attendance Leisure,1.02,17.40,2.53,0.00,0.20,0.04,0.13,5.3,0.89,1.15
Religious Activities,0.36,23.41,1.19,0.00,0.09,0.05,0.13,3.2,0.28,0.43
Volunteering,0.35,23.41,1.18,0.00,0.02,0.04,0.09,2.3,0.28,0.43
Travel Related to Leisure,3.20,24.75,11.32,0.01,0.38,0.03,1.79,55.5,2.91,3.50
Leisure,37.41,18.52,98.98,0.16,4.55,23.67,21.47,97.0,36.01,38.81
Working at Job,39.92,25.80,147.12,0.00,0.54,3.20,6.63,68.9,38.25,41.58
Educational Activities,1.17,23.41,3.92,0.00,0.08,0.56,0.72,4.4,0.95,1.40
Commuting to Work or School,3.40,24.75,12.04,0.00,0.08,0.04,2.93,61.2,3.20,3.61
Work and Education,44.49,25.66,163.09,0.00,0.70,3.80,10.28,71.9,42.67,46.32
Total,168.00,20.56,493.33,0.31,8.29,37.53,43.33,,,
