time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,10.75,18.31,28.12,0.00,2.27,10.58,8.45,67.4,9.22,12.28
Food Cooking & Clean-up,9.44,18.40,24.80,0.00,3.10,9.25,6.16,82.4,8.42,10.46
"Pets, Home & Vehicles",5.29,20.06,15.16,0.00,1.49,4.79,3.76,42.2,4.34,6.24
Household Management,1.77,24.72,6.25,0.00,0.43,1.57,1.32,30.0,1.28,2.26
Shopping,4.44,18.13,11.50,0.00,2.26,0.16,1.73,48.0,3.70,5.18
Obtaining Services,0.30,21.87,0.94,0.00,0.18,0.14,0.10,5.9,0.12,0.48
Travel for Household Activity,2.83,24.75,10.01,0.00,1.66,0.03,1.05,49.4,2.26,3.41
Household Production,34.82,19.46,96.79,0.00,11.39,26.52,22.56,95.6,32.77,36.87
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.49,17.91,1.25,0.00,0.44,0.26,0.05,11.5,0.28,0.69
Non-Household Members,3.41,18.09,8.82,0.00,2.67,1.62,0.58,20.3,2.23,4.60
Travel for Household Members,0.21,24.75,0.75,0.00,0.20,0.00,0.02,4.3,0.05,0.38
Travel for Non-Household Members,0.63,24.75,2.23,0.00,0.38,0.00,0.17,13.2,0.39,0.87
Caring and Helping,4.74,19.25,13.04,0.00,3.67,1.88,0.81,28.7,3.46,6.03
Eating & Drinking,8.86,18.25,23.10,0.00,6.63,6.85,1.89,97.1,8.28,9.44
Personal Health Care,1.72,17.95,4.42,0.00,0.66,0.92,0.70,16.5,1.06,2.38
Grooming,5.23,18.17,13.59,0.00,,,,78.9,4.80,5.67
Sleeping,60.70,18.58,161.11,,,,,100.0,59.35,62.06
"Private, Personal, or N/A",2.75,20.56,8.08,0.00,0.77,1.25,1.13,29.3,1.85,3.65
Personal Time,79.27,18.57,210.31,0.00,8.06,9.02,3.71,100.0,77.37,81.17
Socializing,6.85,20.35,19.90,0.00,4.80,3.78,0.90,51.7,5.84,7.85
Passive Leisure,31.49,17.40,78.26,0.00,16.51,30.58,14.53,95.8,29.46,33.51
Active Leisure,2.07,17.40,5.15,0.00,0.80,0.73,0.89,20.4,1.49,2.65
Attendance Leisure,0.66,17.40,1.63,0.00,0.47,0.06,0.08,4.3,0.22,1.09
Religious Activities,1.50,23.41,5.01,0.00,0.79,0.43,0.49,14.7,1.13,1.86
Volunteering,1.59,23.41,5.30,0.00,0.39,0.60,0.56,9.2,0.94,2.23
Travel Related to Leisure,2.76,24.75,9.76,0.00,1.73,0.04,0.84,44.8,2.16,3.36
Leisure,46.91,18.66,125.01,0.00,25.48,36.23,18.29,99.5,44.75,49.06
Working at Job,2.09,21.10,6.28,0.00,0.18,0.64,0.81,5.7,1.19,2.99
Educational Activities,0.00,23.41,0.00,0.00,0.00,0.00,0.00,0.0,,
Commuting to Work or School,0.17,24.75,0.62,0.00,0.04,0.00,0.12,4.3,0.07,0.28
Work and Education,2.26,21.38,6.90,0.00,0.22,0.64,0.93,7.1,1.30,3.22
Total,168.00,18.84,452.05,0.00,48.83,74.28,46.31,,,
