time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.89,18.31,20.64,0.11,1.52,7.72,6.25,59.5,7.66,8.12
Food Cooking & Clean-up,6.74,18.40,17.70,0.14,2.08,6.55,4.52,77.0,6.52,6.95
"Pets, Home & Vehicles",3.64,20.06,10.42,0.02,0.95,3.28,2.58,35.9,3.39,3.88
Household Management,2.04,24.72,7.22,0.01,0.54,1.77,1.43,32.8,1.92,2.16
Shopping,3.32,18.13,8.60,0.04,1.24,0.14,1.70,42.5,3.13,3.50
Obtaining Services,0.23,21.87,0.70,0.00,0.08,0.14,0.08,4.4,0.19,0.26
Travel for Household Activity,2.31,24.75,8.17,0.02,0.98,0.03,1.17,46.0,2.19,2.44
Household Production,26.16,19.65,73.44,0.34,7.40,19.63,17.74,93.7,25.80,26.52
Household Children,0.33,18.05,0.85,,0.30,0.26,0.01,2.4,0.23,0.43
Household Adults,0.51,17.91,1.31,0.01,0.41,0.33,0.07,6.4,0.43,0.59
Non-Household Members,1.85,18.09,4.77,0.01,1.48,0.81,0.16,16.5,1.71,1.99
Travel for Household Members,0.16,24.75,0.58,0.00,0.13,0.00,0.03,3.5,0.13,0.20
Travel for Non-Household Members,0.56,24.75,1.97,0.00,0.27,0.00,0.21,12.0,0.49,0.63
Caring and Helping,3.41,19.47,9.48,0.02,2.59,1.41,0.49,23.8,3.23,3.59
Eating & Drinking,8.37,18.25,21.82,0.10,4.75,6.17,2.76,97.2,8.16,8.58
Personal Health Care,2.06,17.95,5.27,0.01,0.48,1.12,1.21,21.8,1.89,2.22
Grooming,5.18,18.17,13.44,0.04,,,,78.5,5.01,5.34
Sleeping,61.78,18.58,163.97,,,,,99.9,61.45,62.10
"Private, Personal, or N/A",2.50,20.56,7.35,0.03,0.53,0.88,0.94,30.7,2.39,2.62
Personal Time,79.88,18.56,211.86,0.17,5.76,8.16,4.91,100.0,79.53,80.24
Socializing,5.98,20.35,17.39,0.06,3.78,3.23,0.95,47.8,5.62,6.35
Passive Leisure,37.79,17.40,93.93,0.35,13.43,36.42,23.24,96.2,36.72,38.87
Active Leisure,1.67,17.40,4.16,0.01,0.49,0.52,0.80,18.4,1.53,1.82
Attendance Leisure,0.74,17.40,1.85,0.01,0.42,0.06,0.11,4.2,0.59,0.89
Religious Activities,1.72,23.41,5.76,0.02,0.62,0.66,0.76,15.9,1.61,1.83
Volunteering,1.58,23.41,5.29,0.00,0.27,0.63,0.70,9.4,1.44,1.72
Travel Related to Leisure,2.69,24.75,9.52,0.02,1.42,0.03,0.95,45.2,2.35,3.03
Leisure,52.19,18.50,137.90,0.48,20.42,41.54,27.53,98.8,51.65,52.72
Working at Job,5.86,22.08,18.50,0.04,0.26,1.19,1.62,13.5,5.53,6.20
Educational Activities,0.05,23.41,0.16,0.00,0.00,0.04,0.04,0.3,0.02,0.08
Commuting to Work or School,0.45,24.75,1.60,0.00,0.04,0.01,0.38,10.4,0.41,0.49
Work and Education,6.36,22.28,20.25,0.04,0.30,1.23,2.05,14.5,6.00,6.73
Total,168.00,18.87,452.93,1.06,36.48,71.98,52.71,,,
