time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.90,18.31,4.98,0.00,1.02,1.89,0.88,16.8,1.18,2.63
Food Cooking & Clean-up,2.18,18.40,5.73,0.00,1.30,2.13,0.87,41.1,1.79,2.57
"Pets, Home & Vehicles",7.81,20.06,22.38,0.00,1.93,7.16,5.76,44.8,6.69,8.93
Household Management,1.65,24.72,5.84,0.00,0.63,1.42,0.99,29.1,1.27,2.04
Shopping,2.17,18.13,5.62,0.00,1.03,0.14,1.00,36.7,1.82,2.51
Obtaining Services,0.24,21.87,0.76,0.00,0.06,0.14,0.08,4.3,0.11,0.38
Travel for Household Activity,2.16,24.75,7.64,0.00,1.10,0.01,0.99,42.8,1.80,2.52
Household Production,18.12,20.45,52.95,0.00,7.07,12.89,10.57,83.2,16.63,19.61
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.32,17.91,0.83,0.00,0.24,0.17,0.09,5.6,0.12,0.52
Non-Household Members,1.80,18.09,4.64,0.00,1.34,0.70,0.25,13.5,1.13,2.46
Travel for Household Members,0.14,24.75,0.49,0.00,0.11,0.01,0.03,3.3,0.05,0.23
Travel for Non-Household Members,0.49,24.75,1.73,0.00,0.27,0.01,0.16,10.8,0.23,0.75
Caring and Helping,2.75,19.59,7.69,0.00,1.95,0.89,0.52,18.6,1.97,3.53
Eating & Drinking,10.34,18.25,26.96,0.00,7.82,7.53,1.83,97.5,9.84,10.85
Personal Health Care,1.03,17.95,2.64,0.00,0.50,0.49,0.45,10.7,0.58,1.48
Grooming,3.84,18.17,9.98,0.00,,,,71.0,3.52,4.17
Sleeping,60.64,18.58,160.95,,,,,100.0,59.39,61.89
"Private, Personal, or N/A",1.72,20.56,5.05,0.00,0.33,0.58,0.64,23.6,1.39,2.06
Personal Time,77.58,18.55,205.59,0.00,8.65,8.60,2.92,100.0,76.12,79.03
Socializing,4.12,20.35,11.99,0.00,3.09,1.75,0.20,34.3,3.42,4.83
Passive Leisure,36.36,17.40,90.38,0.00,22.81,35.32,13.27,96.4,34.58,38.15
Active Leisure,2.65,17.40,6.58,0.00,0.70,0.62,0.97,21.3,2.01,3.28
Attendance Leisure,0.64,17.40,1.60,0.00,0.51,0.01,0.10,3.6,0.36,0.92
Religious Activities,1.47,23.41,4.92,0.00,0.90,0.34,0.40,12.3,1.15,1.80
Volunteering,2.03,23.41,6.80,0.00,0.50,0.57,0.64,12.0,1.43,2.64
Travel Related to Leisure,3.33,24.75,11.78,0.00,2.09,0.04,1.14,52.3,2.64,4.02
Leisure,50.61,18.54,134.04,0.00,30.60,38.65,16.72,99.0,48.82,52.41
Working at Job,17.33,22.02,54.52,0.00,0.60,4.36,6.60,48.9,15.56,19.10
Educational Activities,0.01,23.41,0.02,0.00,0.00,0.01,0.01,0.1,,0.02
Commuting to Work or School,1.60,24.75,5.67,0.00,0.10,0.01,1.48,33.4,1.26,1.95
Work and Education,18.94,22.26,60.21,0.00,0.69,4.38,8.09,49.0,17.04,20.83
Total,168.00,19.19,460.49,0.00,48.97,65.41,38.82,,,
