time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.71,18.31,22.78,0.00,2.36,8.56,6.29,64.1,8.40,9.02
Food Cooking & Clean-up,8.19,18.40,21.54,0.00,3.10,8.00,5.05,81.2,7.90,8.49
"Pets, Home & Vehicles",3.81,20.06,10.93,0.00,1.51,3.42,2.24,34.9,3.60,4.02
Household Management,2.21,24.72,7.81,0.00,0.85,1.93,1.32,33.3,2.04,2.38
Shopping,3.53,18.13,9.16,0.00,1.82,0.14,1.50,43.6,3.35,3.72
Obtaining Services,0.21,21.87,0.66,0.00,0.11,0.13,0.07,4.5,0.18,0.25
Travel for Household Activity,2.40,24.75,8.48,0.00,1.45,0.02,0.89,46.4,2.27,2.52
Household Production,29.07,19.59,81.34,0.01,11.21,22.20,17.35,95.0,28.59,29.55
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.91,17.91,2.33,0.00,0.79,0.63,0.09,10.3,0.74,1.08
Non-Household Members,2.16,18.09,5.59,0.00,1.88,1.03,0.16,16.5,1.96,2.36
Travel for Household Members,0.17,24.75,0.59,0.00,0.14,0.00,0.03,3.8,0.14,0.19
Travel for Non-Household Members,0.56,24.75,1.97,0.00,0.34,0.00,0.17,11.6,0.48,0.64
Caring and Helping,3.80,19.32,10.48,0.00,3.15,1.68,0.45,25.1,3.45,4.15
Eating & Drinking,9.26,18.25,24.13,0.00,7.50,7.08,1.37,98.3,9.02,9.49
Personal Health Care,1.97,17.95,5.05,0.00,0.73,1.04,0.92,20.9,1.79,2.15
Grooming,5.03,18.17,13.05,0.00,,,,77.8,4.92,5.14
Sleeping,62.23,18.58,165.17,,,,,99.9,61.78,62.69
"Private, Personal, or N/A",2.68,20.56,7.88,0.00,0.83,0.90,0.75,31.8,2.54,2.83
Personal Time,81.16,18.57,215.28,0.00,9.07,9.02,3.04,100.0,80.77,81.56
Socializing,6.14,20.35,17.84,0.00,4.63,3.45,0.73,49.8,5.82,6.46
Passive Leisure,38.03,17.40,94.51,0.00,23.02,36.85,14.69,97.0,37.14,38.91
Active Leisure,1.90,17.40,4.72,0.00,0.79,0.51,0.73,21.1,1.57,2.22
Attendance Leisure,0.84,17.40,2.08,0.00,0.61,0.05,0.08,4.7,0.64,1.03
Religious Activities,1.71,23.41,5.71,0.00,0.95,0.56,0.50,16.7,1.58,1.84
Volunteering,1.69,23.41,5.65,0.00,0.46,0.66,0.65,10.1,1.51,1.87
Travel Related to Leisure,2.90,24.75,10.25,0.00,2.08,0.03,0.68,48.4,2.61,3.19
Leisure,53.19,18.52,140.76,0.01,32.54,42.11,18.05,99.3,52.66,53.73
Working at Job,0.67,19.54,1.88,0.00,0.08,0.24,0.16,2.0,0.53,0.82
Educational Activities,0.03,23.41,0.09,0.00,0.00,0.02,0.02,0.2,,0.05
Commuting to Work or School,0.07,24.75,0.26,0.00,0.02,0.00,0.05,2.1,0.05,0.09
Work and Education,0.77,20.16,2.22,0.00,0.11,0.26,0.22,3.1,0.62,0.93
Total,168.00,18.75,450.09,0.02,56.07,75.26,39.11,,,
