time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.85,18.31,7.46,0.00,0.18,2.73,2.43,25.1,2.25,3.46
Food Cooking & Clean-up,3.23,18.40,8.48,0.00,0.19,3.14,2.76,56.8,2.76,3.69
"Pets, Home & Vehicles",2.67,20.06,7.65,0.00,0.26,2.41,2.24,23.6,2.04,3.29
Household Management,0.97,24.72,3.42,0.00,0.06,0.79,0.76,18.7,0.64,1.29
Shopping,1.43,18.13,3.70,0.00,0.14,0.09,1.01,29.2,1.24,1.62
Obtaining Services,0.14,21.87,0.44,0.00,0.02,0.11,0.07,2.7,0.04,0.24
Travel for Household Activity,1.51,24.75,5.32,0.00,0.19,0.03,1.10,31.9,1.28,1.74
Household Production,12.79,19.96,36.47,0.00,1.03,9.31,10.37,78.0,11.50,14.08
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.47,17.91,1.21,0.00,0.33,0.45,0.11,3.2,,0.99
Non-Household Members,0.83,18.09,2.15,0.00,0.46,0.29,0.17,7.5,0.60,1.07
Travel for Household Members,0.06,24.75,0.21,0.00,0.04,0.00,0.01,1.2,0.01,0.11
Travel for Non-Household Members,0.29,24.75,1.02,0.00,0.08,0.00,0.16,5.3,0.19,0.38
Caring and Helping,1.65,19.43,4.59,0.00,0.91,0.74,0.45,11.1,0.97,2.33
Eating & Drinking,6.17,18.25,16.09,0.00,0.86,5.29,4.37,92.6,5.54,6.81
Personal Health Care,3.10,17.95,7.96,0.00,0.08,1.80,2.42,29.8,2.18,4.03
Grooming,2.83,18.17,7.34,0.00,,,,54.8,2.49,3.16
Sleeping,68.27,18.58,181.19,,,,,99.3,66.75,69.78
"Private, Personal, or N/A",2.03,20.56,5.95,0.00,0.16,0.78,1.11,20.8,1.48,2.57
Personal Time,82.40,18.57,218.54,0.00,1.10,7.87,7.90,100.0,79.87,84.93
Socializing,4.66,20.35,13.56,0.00,1.75,1.83,0.62,31.1,3.98,5.35
Passive Leisure,60.25,17.40,149.74,0.00,3.98,58.08,51.08,97.7,57.66,62.84
Active Leisure,1.75,17.40,4.36,0.00,0.19,0.33,1.15,15.6,1.16,2.35
Attendance Leisure,0.34,17.40,0.85,0.00,0.04,0.02,0.24,1.6,0.12,0.56
Religious Activities,0.71,23.41,2.38,0.00,0.07,0.24,0.37,7.1,0.43,1.00
Volunteering,0.33,23.41,1.09,0.00,0.02,0.08,0.10,1.7,0.07,0.58
Travel Related to Leisure,1.83,24.75,6.47,0.00,0.29,0.02,1.24,32.8,1.40,2.26
Leisure,69.87,17.88,178.44,0.00,6.34,60.60,54.80,98.8,67.88,71.86
Working at Job,0.94,16.53,2.21,0.00,0.00,0.06,0.35,1.8,0.20,1.67
Educational Activities,0.18,23.41,0.59,0.00,0.01,0.12,0.12,0.4,0.01,0.34
Commuting to Work or School,0.17,24.75,0.62,0.00,0.00,0.00,0.14,2.0,0.04,0.31
Work and Education,1.29,18.59,3.42,0.00,0.01,0.18,0.61,2.8,0.50,2.07
Total,168.00,18.39,441.45,0.00,9.40,78.70,74.13,,,
