time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.15,18.31,8.25,0.06,0.18,2.96,2.94,32.9,2.42,3.88
Food Cooking & Clean-up,2.85,18.40,7.49,0.02,0.13,2.72,2.56,56.2,2.47,3.23
"Pets, Home & Vehicles",6.03,20.06,17.29,0.00,0.24,4.97,5.27,33.6,3.37,8.70
Household Management,0.94,24.72,3.33,0.00,0.09,0.70,0.76,21.1,0.67,1.21
Shopping,2.26,18.13,5.86,0.02,0.18,0.32,1.77,42.1,1.72,2.81
Obtaining Services,0.13,21.87,0.40,0.00,0.04,0.04,0.08,2.2,0.04,0.22
Travel for Household Activity,2.16,24.75,7.65,0.02,0.19,0.02,1.67,45.9,1.75,2.58
Household Production,17.53,20.07,50.26,0.12,1.05,11.73,15.04,84.1,13.63,21.43
Household Children,0.01,18.05,0.03,,0.01,0.01,0.00,0.1,,0.03
Household Adults,0.00,17.91,0.00,0.00,0.00,0.00,0.00,0.0,,
Non-Household Members,2.17,18.09,5.62,0.02,1.08,0.36,0.21,17.5,1.38,2.97
Travel for Household Members,0.03,24.75,0.11,0.00,0.00,0.00,0.03,0.1,,0.09
Travel for Non-Household Members,0.83,24.75,2.93,0.00,0.12,0.01,0.59,15.5,0.45,1.21
Caring and Helping,3.05,19.97,8.69,0.02,1.21,0.38,0.83,17.7,1.99,4.10
Eating & Drinking,6.94,18.25,18.09,0.05,0.75,4.36,4.61,94.6,6.38,7.50
Personal Health Care,0.70,17.95,1.79,0.00,0.02,0.47,0.62,7.3,0.37,1.02
Grooming,3.46,18.17,8.99,0.01,,,,69.5,3.09,3.84
Sleeping,63.52,18.58,168.60,,,,,99.9,61.69,65.36
"Private, Personal, or N/A",5.51,20.56,16.20,0.01,0.14,3.58,4.37,37.1,4.40,6.63
Personal Time,80.14,18.66,213.67,0.06,0.90,8.41,9.60,100.0,78.34,81.94
Socializing,5.88,20.35,17.09,0.03,2.09,2.19,1.12,39.0,4.60,7.16
Passive Leisure,36.56,17.40,90.87,0.19,1.47,33.16,31.82,95.0,34.22,38.91
Active Leisure,3.37,17.40,8.37,0.02,0.29,0.79,2.10,22.5,2.64,4.09
Attendance Leisure,0.59,17.40,1.47,0.02,0.13,0.11,0.21,3.5,0.26,0.93
Religious Activities,0.60,23.41,2.00,0.01,0.04,0.20,0.32,5.4,0.36,0.84
Volunteering,0.79,23.41,2.63,0.00,0.06,0.20,0.37,3.8,0.31,1.27
Travel Related to Leisure,2.85,24.75,10.07,0.02,0.22,0.05,2.05,50.4,2.03,3.67
Leisure,50.63,18.32,132.50,0.28,4.30,36.69,37.97,98.5,47.20,54.07
Working at Job,13.03,22.45,41.78,0.00,0.21,1.62,2.82,27.0,10.78,15.27
Educational Activities,2.09,23.41,6.99,0.00,0.01,1.18,1.65,4.5,0.89,3.29
Commuting to Work or School,1.53,24.75,5.42,0.00,0.01,0.01,1.32,27.5,1.18,1.88
Work and Education,16.65,22.78,54.19,0.00,0.24,2.80,5.79,37.1,14.06,19.24
Total,168.00,19.14,459.31,0.49,7.70,60.01,69.22,,,
