time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.56,18.31,4.09,0.01,0.84,1.33,0.72,17.1,0.92,2.20
Food Cooking & Clean-up,2.19,18.40,5.76,0.00,1.29,2.16,0.87,36.0,1.70,2.68
"Pets, Home & Vehicles",4.61,20.06,13.22,0.00,1.54,4.35,3.05,33.7,3.60,5.63
Household Management,1.04,24.72,3.67,0.00,0.30,0.88,0.58,15.1,0.49,1.59
Shopping,1.79,18.13,4.63,0.00,1.28,0.08,0.44,28.1,1.32,2.26
Obtaining Services,0.09,21.87,0.29,0.00,0.02,0.02,0.07,1.8,0.01,0.18
Travel for Household Activity,1.46,24.75,5.17,0.00,0.95,0.01,0.45,31.8,1.08,1.84
Household Production,12.75,20.22,36.83,0.01,6.23,8.84,6.17,70.6,11.11,14.39
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.94,17.91,2.40,0.00,0.76,0.29,0.16,8.9,0.28,1.60
Non-Household Members,1.19,18.09,3.09,0.00,0.99,0.66,0.12,10.2,0.57,1.82
Travel for Household Members,0.21,24.75,0.73,0.00,0.19,0.01,0.02,4.2,0.06,0.35
Travel for Non-Household Members,0.30,24.75,1.07,0.00,0.21,0.01,0.09,6.6,0.13,0.47
Caring and Helping,2.64,19.31,7.29,0.00,2.15,0.97,0.39,17.6,1.60,3.68
Eating & Drinking,7.49,18.25,19.53,0.01,5.30,6.43,1.90,95.6,6.90,8.08
Personal Health Care,3.01,17.95,7.71,0.00,0.82,1.59,1.87,28.3,1.92,4.09
Grooming,2.93,18.17,7.60,0.00,,,,51.8,2.55,3.30
Sleeping,67.16,18.58,178.25,,,,,99.7,65.33,68.98
"Private, Personal, or N/A",1.80,20.56,5.27,0.00,0.66,0.37,0.53,24.1,1.30,2.29
Personal Time,82.38,18.55,218.36,0.01,6.78,8.39,4.29,100.0,80.05,84.71
Socializing,4.76,20.35,13.83,0.01,3.89,2.94,0.25,33.9,3.82,5.69
Passive Leisure,56.58,17.40,140.62,0.02,33.34,55.66,22.53,96.6,53.71,59.45
Active Leisure,1.74,17.40,4.33,0.00,0.51,0.37,0.73,15.5,0.90,2.59
Attendance Leisure,0.28,17.40,0.70,0.00,0.27,0.00,0.01,1.7,0.03,0.53
Religious Activities,1.15,23.41,3.85,0.00,0.62,0.39,0.35,9.0,0.77,1.54
Volunteering,1.06,23.41,3.55,0.00,0.24,0.21,0.29,5.0,0.33,1.80
Travel Related to Leisure,2.13,24.75,7.52,0.00,1.22,0.01,0.80,31.8,1.19,3.06
Leisure,67.70,18.03,174.42,0.03,40.09,59.58,24.96,98.9,64.67,70.74
Working at Job,2.17,0.00,0.00,0.00,0.11,0.65,0.91,4.2,0.93,3.41
Educational Activities,0.19,23.41,0.64,0.00,0.14,0.14,0.05,1.1,,0.43
Commuting to Work or School,0.17,24.75,0.59,0.00,0.04,0.00,0.11,3.6,0.05,0.28
Work and Education,2.52,3.39,1.22,0.00,0.29,0.79,1.08,5.7,1.15,3.90
Total,168.00,18.25,438.12,0.04,55.54,78.58,36.90,,,
