time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,10.16,18.31,26.57,0.03,1.94,10.02,8.18,66.1,8.27,12.05
Food Cooking & Clean-up,8.91,18.40,23.40,0.09,2.90,8.70,5.93,79.6,7.80,10.01
"Pets, Home & Vehicles",4.89,20.06,14.00,0.00,1.23,4.46,3.60,41.9,3.88,5.90
Household Management,1.90,24.72,6.71,0.00,0.44,1.74,1.45,30.6,1.28,2.51
Shopping,4.12,18.13,10.69,0.00,2.06,0.20,1.65,46.2,2.96,5.29
Obtaining Services,0.31,21.87,0.97,0.00,0.18,0.11,0.11,5.8,0.10,0.52
Travel for Household Activity,2.88,24.75,10.17,0.00,1.84,0.04,0.92,46.9,2.09,3.67
Household Production,33.16,19.53,92.51,0.12,10.60,25.26,21.83,94.5,30.77,35.55
Household Children,0.13,18.05,0.34,,0.13,0.12,0.00,1.6,,0.30
Household Adults,0.33,17.91,0.83,0.00,0.25,0.22,0.07,9.5,0.13,0.52
Non-Household Members,3.71,18.09,9.58,0.00,2.71,1.83,0.76,23.8,2.33,5.09
Travel for Household Members,0.16,24.75,0.56,0.00,0.12,0.00,0.03,4.6,,0.36
Travel for Non-Household Members,0.69,24.75,2.45,0.00,0.40,0.00,0.18,15.3,0.42,0.97
Caring and Helping,5.01,19.21,13.75,0.00,3.61,2.18,1.05,30.2,3.55,6.48
Eating & Drinking,8.74,18.25,22.80,0.05,6.50,6.44,1.90,96.6,8.13,9.36
Personal Health Care,1.95,17.95,5.00,0.00,0.92,1.17,0.71,18.7,1.03,2.87
Grooming,5.37,18.17,13.94,0.01,,,,80.4,4.85,5.89
Sleeping,60.22,18.58,159.85,,,,,100.0,58.76,61.69
"Private, Personal, or N/A",2.87,20.56,8.42,0.00,0.74,1.51,1.35,28.5,1.69,4.05
Personal Time,79.16,18.57,210.01,0.07,8.15,9.12,3.96,100.0,77.17,81.14
Socializing,6.99,20.35,20.31,0.02,4.83,3.99,1.14,55.0,5.86,8.11
Passive Leisure,32.34,17.40,80.39,0.18,16.47,31.49,15.59,95.2,29.95,34.74
Active Leisure,2.02,17.40,5.01,0.00,0.90,0.67,0.66,21.7,1.47,2.56
Attendance Leisure,0.79,17.40,1.96,0.00,0.61,0.09,0.07,5.1,0.15,1.43
Religious Activities,1.55,23.41,5.20,0.00,0.91,0.39,0.46,14.5,1.10,2.00
Volunteering,1.70,23.41,5.67,0.00,0.50,0.57,0.49,9.9,0.94,2.46
Travel Related to Leisure,2.92,24.75,10.33,0.00,1.73,0.02,0.97,46.7,2.20,3.64
Leisure,48.31,18.67,128.87,0.19,25.96,37.22,19.37,99.4,45.90,50.72
Working at Job,2.19,33.55,10.49,0.00,0.15,0.82,0.72,6.4,1.19,3.18
Educational Activities,0.00,23.41,0.00,0.00,0.00,0.00,0.00,0.0,,
Commuting to Work or School,0.17,24.75,0.61,0.00,0.04,0.00,0.11,3.0,0.06,0.29
Work and Education,2.36,32.91,11.10,0.00,0.19,0.82,0.84,6.7,1.28,3.44
Total,168.00,19.01,456.25,0.38,48.51,74.60,47.05,,,
