time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.68,18.31,4.40,0.00,0.88,1.60,0.79,21.0,1.55,1.81
Food Cooking & Clean-up,2.78,18.40,7.31,0.01,1.60,2.72,1.16,44.3,2.60,2.96
"Pets, Home & Vehicles",8.99,20.06,25.75,0.00,1.99,8.30,6.84,48.6,8.54,9.44
Household Management,1.96,24.72,6.93,0.00,0.74,1.66,1.19,30.2,1.76,2.17
Shopping,2.69,18.13,6.98,0.00,1.69,0.11,0.93,39.0,2.55,2.84
Obtaining Services,0.35,21.87,1.08,0.00,0.12,0.21,0.11,5.0,0.27,0.42
Travel for Household Activity,2.38,24.75,8.43,0.00,1.34,0.03,0.97,44.5,2.23,2.54
Household Production,20.83,20.45,60.87,0.02,8.35,14.62,12.00,84.7,20.27,21.40
Household Children,0.02,18.05,0.04,,0.02,0.01,0.00,0.1,,0.03
Household Adults,0.63,17.91,1.62,0.00,0.56,0.35,0.07,7.9,0.48,0.79
Non-Household Members,1.52,18.09,3.93,0.00,1.22,0.64,0.14,11.7,1.31,1.73
Travel for Household Members,0.16,24.75,0.55,0.00,0.13,0.00,0.03,3.7,0.13,0.19
Travel for Non-Household Members,0.40,24.75,1.42,0.00,0.24,0.00,0.13,8.3,0.36,0.45
Caring and Helping,2.73,19.41,7.57,0.00,2.17,1.01,0.36,18.7,2.48,2.98
Eating & Drinking,10.21,18.25,26.62,0.01,8.20,8.06,1.65,98.2,9.95,10.47
Personal Health Care,1.54,17.95,3.95,0.00,0.72,0.83,0.66,18.3,1.34,1.75
Grooming,3.39,18.17,8.80,0.00,,,,65.6,3.29,3.49
Sleeping,63.11,18.58,167.52,,,,,99.9,62.73,63.49
"Private, Personal, or N/A",2.48,20.56,7.29,0.00,0.76,0.83,0.73,27.1,2.29,2.68
Personal Time,80.74,18.57,214.18,0.01,9.68,9.72,3.04,100.0,80.10,81.38
Socializing,4.92,20.35,14.30,0.00,4.03,2.47,0.19,37.1,4.44,5.40
Passive Leisure,47.79,17.40,118.78,0.02,28.61,46.53,18.84,98.4,46.34,49.25
Active Leisure,3.20,17.40,7.94,0.00,0.97,0.69,1.34,25.7,2.95,3.44
Attendance Leisure,0.64,17.40,1.59,0.00,0.53,0.03,0.05,3.3,0.50,0.78
Religious Activities,1.24,23.41,4.15,0.00,0.86,0.34,0.26,10.9,1.13,1.35
Volunteering,1.65,23.41,5.50,0.00,0.44,0.63,0.70,8.6,1.38,1.92
Travel Related to Leisure,3.04,24.75,10.74,0.00,2.02,0.06,0.88,48.0,2.73,3.34
Leisure,62.47,18.27,163.02,0.03,37.44,50.75,22.27,99.6,61.70,63.24
Working at Job,1.09,23.09,3.60,0.00,0.07,0.33,0.34,3.1,0.85,1.33
Educational Activities,0.03,23.41,0.12,0.00,0.00,0.03,0.03,0.2,,0.07
Commuting to Work or School,0.10,24.75,0.36,0.00,0.01,0.00,0.09,2.3,0.07,0.13
Work and Education,1.23,23.24,4.07,0.00,0.08,0.37,0.46,3.9,0.97,1.48
Total,168.00,18.74,449.70,0.05,57.72,76.47,38.13,,,
