time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.47,18.31,6.47,0.01,0.90,2.27,1.57,23.7,1.82,3.13
Food Cooking & Clean-up,2.60,18.40,6.83,0.01,1.02,2.56,1.51,40.8,2.15,3.04
"Pets, Home & Vehicles",5.18,20.06,14.84,0.00,1.27,4.91,3.86,37.7,4.22,6.14
Household Management,1.00,24.72,3.55,0.00,0.32,0.81,0.55,15.6,0.59,1.42
Shopping,1.79,18.13,4.65,0.00,1.08,0.10,0.62,28.7,1.49,2.10
Obtaining Services,0.19,21.87,0.60,0.00,0.01,0.07,0.15,2.7,0.02,0.36
Travel for Household Activity,1.59,24.75,5.62,0.00,0.86,0.01,0.68,33.7,1.33,1.85
Household Production,14.83,20.08,42.55,0.02,5.46,10.74,8.94,72.5,13.31,16.35
Household Children,0.01,18.05,0.04,,0.01,0.01,0.00,0.2,,0.04
Household Adults,0.72,17.91,1.83,0.00,0.51,0.16,0.20,8.5,0.30,1.13
Non-Household Members,1.28,18.09,3.31,0.00,1.08,0.70,0.12,11.3,0.78,1.79
Travel for Household Members,0.32,24.75,1.12,0.00,0.23,0.01,0.09,5.3,0.18,0.45
Travel for Non-Household Members,0.35,24.75,1.25,0.00,0.27,0.00,0.08,7.7,0.20,0.51
Caring and Helping,2.68,19.71,7.55,0.00,2.10,0.89,0.49,18.5,1.94,3.42
Eating & Drinking,7.62,18.25,19.86,0.06,5.31,6.61,2.21,95.3,7.18,8.06
Personal Health Care,3.47,17.95,8.89,0.01,0.89,2.46,2.19,28.4,2.15,4.78
Grooming,3.09,18.17,8.01,0.00,,,,57.2,2.74,3.43
Sleeping,66.26,18.58,175.87,,,,,99.9,64.69,67.83
"Private, Personal, or N/A",1.55,20.56,4.56,0.01,0.44,0.42,0.54,20.8,1.23,1.88
Personal Time,81.98,18.54,217.19,0.08,6.64,9.50,4.93,100.0,80.21,83.76
Socializing,5.70,20.35,16.57,0.00,4.31,3.33,0.39,40.1,4.71,6.69
Passive Leisure,54.55,17.40,135.59,0.29,28.59,53.68,25.29,97.2,51.98,57.12
Active Leisure,1.74,17.40,4.34,0.00,0.60,0.42,0.88,15.4,1.11,2.38
Attendance Leisure,0.39,17.40,0.97,0.00,0.23,0.06,0.12,2.5,0.20,0.58
Religious Activities,1.19,23.41,3.97,0.02,0.79,0.37,0.24,8.4,0.89,1.48
Volunteering,0.58,23.41,1.96,0.00,0.15,0.11,0.22,3.5,0.29,0.88
Travel Related to Leisure,2.12,24.75,7.48,0.00,1.31,0.02,0.74,34.2,1.46,2.78
Leisure,66.28,18.05,170.87,0.32,35.97,57.99,27.90,98.7,63.85,68.70
Working at Job,2.07,39.21,11.61,0.00,0.08,0.62,0.75,4.2,1.09,3.05
Educational Activities,0.02,23.41,0.05,0.00,0.00,0.02,0.01,0.2,,0.04
Commuting to Work or School,0.14,24.75,0.50,0.00,0.02,0.00,0.12,3.2,0.05,0.23
Work and Education,2.23,38.19,12.16,0.00,0.10,0.64,0.88,4.9,1.19,3.27
Total,168.00,18.76,450.32,0.42,50.27,79.75,43.14,,,
