time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.66,18.31,4.34,1.21,1.27,1.52,0.39,17.7,1.31,2.02
Food Cooking & Clean-up,2.08,18.40,5.47,1.50,1.43,1.97,0.58,38.4,1.75,2.42
"Pets, Home & Vehicles",2.59,20.06,7.43,1.23,1.03,2.36,1.44,19.2,2.23,2.96
Household Management,0.72,24.72,2.53,0.36,0.41,0.51,0.27,17.0,0.57,0.86
Shopping,2.18,18.13,5.64,1.34,1.66,0.08,0.45,34.1,1.89,2.46
Obtaining Services,0.06,21.87,0.20,0.01,0.01,0.04,0.04,1.2,,0.16
Travel for Household Activity,1.95,24.75,6.90,0.91,1.14,0.02,0.73,37.3,1.71,2.19
Household Production,11.25,20.24,32.53,6.57,6.94,6.50,3.90,71.5,10.47,12.03
Household Children,9.05,18.05,23.34,,8.92,8.14,0.09,64.7,8.42,9.68
Household Adults,0.12,17.91,0.30,0.09,0.11,0.04,0.01,3.7,0.06,0.18
Non-Household Members,0.50,18.09,1.29,0.19,0.24,0.11,0.02,5.0,0.29,0.71
Travel for Household Members,0.53,24.75,1.87,0.04,0.41,0.01,0.11,13.7,0.43,0.63
Travel for Non-Household Members,0.24,24.75,0.85,0.05,0.11,0.01,0.09,4.3,0.14,0.34
Caring and Helping,10.44,18.55,27.66,0.36,9.79,8.30,0.33,66.6,9.75,11.12
Eating & Drinking,8.36,18.25,21.79,4.40,5.87,5.19,1.17,97.0,8.08,8.64
Personal Health Care,0.23,17.95,0.59,0.06,0.12,0.08,0.09,3.0,0.12,0.34
Grooming,3.82,18.17,9.92,1.25,,,,80.3,3.64,4.00
Sleeping,57.97,18.58,153.86,,,,,100.0,57.30,58.64
"Private, Personal, or N/A",1.67,20.56,4.90,0.82,0.75,0.73,0.45,20.2,1.32,2.02
Personal Time,72.05,18.56,191.06,6.53,6.74,6.01,1.71,100.0,71.28,72.82
Socializing,5.40,20.35,15.71,3.44,4.77,2.75,0.12,41.4,4.80,6.01
Passive Leisure,17.38,17.40,43.21,9.55,13.51,16.06,3.43,85.6,16.48,18.29
Active Leisure,1.66,17.40,4.12,0.69,0.83,0.31,0.49,15.5,1.39,1.92
Attendance Leisure,0.59,17.40,1.46,0.38,0.49,0.04,0.03,3.1,0.39,0.78
Religious Activities,0.90,23.41,3.02,0.62,0.76,0.24,0.12,9.1,0.75,1.06
Volunteering,0.48,23.41,1.62,0.16,0.23,0.08,0.09,3.4,0.34,0.63
Travel Related to Leisure,2.10,24.75,7.41,1.07,1.36,0.03,0.59,40.7,1.87,2.32
Leisure,28.51,18.79,76.54,15.91,21.94,19.51,4.88,95.3,27.49,29.53
Working at Job,41.48,30.68,181.78,1.36,0.82,3.64,6.66,70.8,40.03,42.92
Educational Activities,0.28,23.41,0.95,0.06,0.05,0.15,0.19,1.3,0.13,0.44
Commuting to Work or School,3.99,24.75,14.11,0.08,0.18,0.04,3.35,60.9,3.72,4.26
Work and Education,45.75,30.12,196.84,1.50,1.05,3.84,10.20,72.0,44.23,47.27
Total,168.00,21.86,524.62,30.88,46.46,44.15,21.01,,,
