time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,11.40,18.31,29.81,0.00,2.48,11.12,8.60,69.7,9.82,12.97
Food Cooking & Clean-up,9.34,18.40,24.55,0.00,3.22,9.09,5.98,82.1,8.26,10.42
"Pets, Home & Vehicles",4.88,20.06,13.98,0.00,1.51,4.42,3.17,41.7,3.77,5.99
Household Management,1.59,24.72,5.61,0.00,0.64,1.17,0.89,26.1,1.14,2.04
Shopping,3.96,18.13,10.27,0.00,2.20,0.04,1.66,46.6,3.35,4.57
Obtaining Services,0.34,21.87,1.07,0.00,0.08,0.14,0.16,8.0,0.16,0.53
Travel for Household Activity,2.67,24.75,9.43,0.00,1.46,0.01,1.14,50.0,2.19,3.14
Household Production,34.18,19.40,94.72,0.00,11.59,25.99,21.60,96.5,31.54,36.82
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,1.23,17.91,3.14,0.00,0.96,0.97,0.08,14.6,0.55,1.90
Non-Household Members,3.58,18.09,9.26,0.00,2.96,1.58,0.29,25.1,2.46,4.71
Travel for Household Members,0.32,24.75,1.13,0.00,0.22,0.00,0.07,6.7,0.17,0.48
Travel for Non-Household Members,0.84,24.75,2.98,0.00,0.53,0.00,0.25,16.7,0.60,1.08
Caring and Helping,5.97,19.35,16.51,0.00,4.67,2.56,0.69,36.5,4.64,7.30
Eating & Drinking,7.97,18.25,20.76,0.00,6.29,5.72,1.50,95.9,7.39,8.54
Personal Health Care,1.06,17.95,2.71,0.00,0.10,0.55,0.71,12.1,0.57,1.54
Grooming,5.17,18.17,13.42,0.00,,,,77.0,4.62,5.72
Sleeping,61.36,18.58,162.85,,,,,99.7,59.71,63.00
"Private, Personal, or N/A",1.99,20.56,5.84,0.00,0.49,0.81,0.71,27.6,1.40,2.58
Personal Time,77.54,18.56,205.59,0.00,6.88,7.07,2.93,100.0,75.52,79.56
Socializing,7.42,20.35,21.58,0.00,5.67,4.41,0.99,50.3,6.26,8.59
Passive Leisure,29.16,17.40,72.47,0.00,15.87,27.96,12.99,93.8,27.26,31.05
Active Leisure,2.28,17.40,5.67,0.00,0.54,0.58,0.98,18.7,1.22,3.34
Attendance Leisure,1.21,17.40,3.00,0.00,0.77,0.29,0.27,5.7,0.53,1.89
Religious Activities,1.42,23.41,4.76,0.00,0.70,0.49,0.53,13.5,1.07,1.78
Volunteering,1.56,23.41,5.23,0.00,0.34,0.59,0.66,8.5,0.84,2.29
Travel Related to Leisure,3.10,24.75,10.95,0.00,2.06,0.05,0.68,47.2,2.45,3.74
Leisure,46.15,18.76,123.67,0.00,25.95,34.38,17.10,98.2,43.75,48.56
Working at Job,3.59,16.56,8.49,0.00,0.47,0.41,0.28,9.0,2.23,4.94
Educational Activities,0.07,23.41,0.23,0.00,0.00,0.07,0.07,0.4,,0.17
Commuting to Work or School,0.50,24.75,1.76,0.00,0.12,0.00,0.36,8.2,0.27,0.73
Work and Education,4.16,17.66,10.48,0.00,0.59,0.48,0.71,10.7,2.63,5.68
Total,168.00,18.79,450.97,0.00,49.69,70.47,43.03,,,
