time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.54,18.31,4.04,0.00,0.86,1.47,0.67,21.3,1.33,1.75
Food Cooking & Clean-up,2.87,18.40,7.55,0.00,1.73,2.83,1.12,43.8,2.62,3.13
"Pets, Home & Vehicles",7.84,20.06,22.47,0.01,1.67,7.31,6.08,44.6,7.13,8.55
Household Management,2.11,24.72,7.45,0.00,0.79,1.81,1.28,31.3,1.88,2.34
Shopping,2.40,18.13,6.23,0.00,1.43,0.09,0.91,35.6,2.17,2.63
Obtaining Services,0.38,21.87,1.18,0.00,0.13,0.22,0.13,5.4,0.26,0.50
Travel for Household Activity,2.17,24.75,7.69,0.00,1.22,0.02,0.92,41.4,1.97,2.37
Household Production,19.32,20.50,56.60,0.01,7.84,13.77,11.12,83.2,18.47,20.17
Household Children,0.01,18.05,0.02,,0.01,0.01,0.00,0.1,,0.02
Household Adults,0.68,17.91,1.73,0.00,0.59,0.39,0.08,9.5,0.50,0.85
Non-Household Members,0.80,18.09,2.07,0.00,0.65,0.28,0.07,7.9,0.59,1.01
Travel for Household Members,0.17,24.75,0.61,0.00,0.15,0.00,0.02,4.3,0.12,0.22
Travel for Non-Household Members,0.29,24.75,1.03,0.00,0.19,0.00,0.09,5.9,0.22,0.36
Caring and Helping,1.95,19.61,5.46,0.00,1.59,0.68,0.26,16.5,1.67,2.23
Eating & Drinking,10.48,18.25,27.31,0.00,8.57,8.61,1.57,98.4,10.18,10.78
Personal Health Care,1.70,17.95,4.35,0.00,0.88,0.87,0.58,21.9,1.43,1.96
Grooming,3.52,18.17,9.13,0.00,,,,65.9,3.35,3.68
Sleeping,64.11,18.58,170.17,,,,,100.0,63.40,64.83
"Private, Personal, or N/A",2.77,20.56,8.13,0.00,0.86,0.89,0.72,30.4,2.49,3.05
Personal Time,82.57,18.57,219.09,0.01,10.32,10.37,2.88,100.0,81.55,83.59
Socializing,4.53,20.35,13.18,0.00,3.74,2.53,0.18,35.2,4.07,4.99
Passive Leisure,50.49,17.40,125.50,0.01,30.98,49.30,19.11,99.0,48.52,52.47
Active Leisure,2.29,17.40,5.69,0.00,0.71,0.66,1.05,23.4,2.00,2.58
Attendance Leisure,0.47,17.40,1.16,0.00,0.40,0.01,0.02,2.4,0.31,0.62
Religious Activities,1.35,23.41,4.52,0.00,0.94,0.36,0.30,12.3,1.16,1.54
Volunteering,1.55,23.41,5.19,0.00,0.49,0.67,0.65,7.7,1.21,1.90
Travel Related to Leisure,2.58,24.75,9.13,0.00,1.78,0.04,0.70,43.8,2.24,2.92
Leisure,63.27,18.19,164.37,0.01,39.04,53.56,22.03,99.8,61.88,64.65
Working at Job,0.80,22.52,2.56,0.00,0.08,0.28,0.38,2.4,0.40,1.19
Educational Activities,0.05,23.41,0.16,0.00,0.00,0.05,0.04,0.2,,0.11
Commuting to Work or School,0.05,24.75,0.17,0.00,0.01,0.00,0.04,1.5,0.02,0.07
Work and Education,0.89,22.69,2.88,0.00,0.09,0.33,0.47,3.0,0.48,1.30
Total,168.00,18.68,448.40,0.03,58.88,78.71,36.75,,,
