time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.46,18.31,19.52,0.00,0.43,7.26,6.85,58.2,7.08,7.84
Food Cooking & Clean-up,5.34,18.40,14.03,0.00,0.67,5.11,4.40,74.2,5.08,5.60
"Pets, Home & Vehicles",4.00,20.06,11.46,0.00,0.22,3.59,3.61,39.2,3.71,4.29
Household Management,2.22,24.72,7.82,0.00,0.19,1.95,1.91,35.1,1.97,2.46
Shopping,3.39,18.13,8.78,0.00,0.65,0.16,2.18,43.7,3.10,3.68
Obtaining Services,0.25,21.87,0.77,0.00,0.01,0.16,0.11,5.1,0.19,0.30
Travel for Household Activity,2.23,24.75,7.88,0.00,0.42,0.04,1.54,47.4,2.06,2.40
Household Production,24.88,19.77,70.26,0.00,2.60,18.27,20.60,93.8,24.31,25.45
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.29,17.91,0.73,0.00,0.19,0.22,0.03,2.9,0.18,0.39
Non-Household Members,2.14,18.09,5.54,0.00,1.55,0.87,0.25,18.8,1.92,2.37
Travel for Household Members,0.06,24.75,0.21,0.00,0.04,0.00,0.01,1.0,0.03,0.09
Travel for Non-Household Members,0.65,24.75,2.29,0.00,0.22,0.00,0.31,14.0,0.55,0.75
Caring and Helping,3.14,19.58,8.77,0.00,2.00,1.09,0.61,21.4,2.87,3.41
Eating & Drinking,7.70,18.25,20.08,0.00,1.53,5.75,4.72,96.7,7.46,7.95
Personal Health Care,2.17,17.95,5.58,0.00,0.18,1.27,1.58,24.4,1.93,2.42
Grooming,4.99,18.17,12.96,0.00,,,,77.2,4.80,5.19
Sleeping,62.49,18.58,165.85,,,,,99.9,61.98,62.99
"Private, Personal, or N/A",2.66,20.56,7.81,0.00,0.23,1.01,1.31,31.7,2.45,2.87
Personal Time,80.01,18.57,212.27,0.00,1.94,8.03,7.61,100.0,79.30,80.73
Socializing,7.01,20.35,20.37,0.00,3.22,3.58,1.52,52.5,6.54,7.48
Passive Leisure,43.67,17.40,108.55,0.00,3.13,41.95,38.17,96.9,41.95,45.40
Active Leisure,1.65,17.40,4.10,0.00,0.14,0.49,0.93,17.6,1.48,1.82
Attendance Leisure,0.69,17.40,1.70,0.00,0.13,0.06,0.18,3.9,0.51,0.86
Religious Activities,1.95,23.41,6.51,0.00,0.27,0.78,1.13,16.1,1.76,2.13
Volunteering,1.66,23.41,5.56,0.00,0.08,0.74,0.89,9.2,1.45,1.88
Travel Related to Leisure,2.55,24.75,9.03,0.00,0.54,0.04,1.42,44.7,2.16,2.95
Leisure,59.18,18.43,155.82,0.00,7.51,47.64,44.25,99.2,58.25,60.10
Working at Job,0.66,16.08,1.51,0.00,0.02,0.16,0.24,2.2,0.48,0.84
Educational Activities,0.05,23.41,0.17,0.00,0.00,0.04,0.05,0.3,0.01,0.09
Commuting to Work or School,0.08,24.75,0.29,0.00,0.00,0.00,0.07,2.2,0.06,0.11
Work and Education,0.79,17.45,1.97,0.00,0.02,0.21,0.36,3.4,0.59,1.00
Total,168.00,18.71,449.10,0.00,14.06,75.24,73.42,,,
