time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.75,18.31,4.57,0.01,0.88,1.69,0.85,19.1,1.57,1.93
Food Cooking & Clean-up,2.22,18.40,5.83,0.01,1.29,2.13,0.89,44.7,2.07,2.37
"Pets, Home & Vehicles",3.60,20.06,10.31,0.01,1.13,3.00,2.36,33.5,3.27,3.92
Household Management,0.85,24.72,3.01,0.00,0.48,0.66,0.34,16.2,0.67,1.03
Shopping,2.16,18.13,5.59,0.01,1.39,0.07,0.68,38.6,2.01,2.31
Obtaining Services,0.12,21.87,0.38,0.00,0.05,0.06,0.05,2.3,0.07,0.17
Travel for Household Activity,2.00,24.75,7.06,0.03,1.13,0.01,0.81,41.4,1.83,2.16
Household Production,12.69,20.27,36.75,0.07,6.34,7.64,5.97,77.3,12.17,13.22
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,0.01
Household Adults,0.16,17.91,0.42,0.00,0.12,0.08,0.04,6.4,0.10,0.22
Non-Household Members,0.75,18.09,1.94,0.01,0.51,0.16,0.07,7.4,0.56,0.94
Travel for Household Members,0.16,24.75,0.55,0.00,0.09,0.00,0.06,3.9,0.11,0.20
Travel for Non-Household Members,0.33,24.75,1.18,0.00,0.15,0.00,0.12,6.2,0.24,0.42
Caring and Helping,1.40,20.39,4.09,0.01,0.88,0.25,0.29,13.2,1.12,1.68
Eating & Drinking,8.02,18.25,20.90,0.02,4.83,4.12,1.87,96.0,7.79,8.25
Personal Health Care,0.44,17.95,1.12,0.00,0.12,0.27,0.29,4.0,0.24,0.63
Grooming,4.11,18.17,10.67,0.00,,,,81.1,3.94,4.28
Sleeping,59.13,18.58,156.95,,,,,99.9,58.36,59.91
"Private, Personal, or N/A",1.48,20.56,4.34,0.02,0.44,0.55,0.56,18.2,1.27,1.69
Personal Time,73.18,18.56,193.99,0.04,5.39,4.95,2.71,100.0,72.20,74.16
Socializing,4.52,20.35,13.13,0.01,3.66,1.70,0.16,35.4,4.21,4.82
Passive Leisure,23.39,17.40,58.13,0.12,14.88,21.79,7.82,89.8,22.26,24.52
Active Leisure,2.90,17.40,7.22,0.00,1.08,0.39,1.06,23.7,2.60,3.21
Attendance Leisure,0.85,17.40,2.10,0.00,0.63,0.06,0.07,4.7,0.63,1.06
Religious Activities,0.44,23.41,1.47,0.00,0.34,0.09,0.05,3.9,0.35,0.52
Volunteering,0.45,23.41,1.52,0.00,0.20,0.09,0.08,3.4,0.33,0.58
Travel Related to Leisure,2.98,24.75,10.55,0.01,1.69,0.03,1.06,51.6,2.68,3.28
Leisure,35.53,18.54,94.11,0.14,22.49,24.16,10.31,97.0,34.42,36.63
Working at Job,41.16,32.17,189.16,0.00,1.14,4.86,8.82,70.8,39.64,42.69
Educational Activities,0.50,23.41,1.68,0.00,0.13,0.32,0.29,2.2,0.37,0.64
Commuting to Work or School,3.53,24.75,12.48,0.00,0.25,0.03,3.03,58.9,3.25,3.81
Work and Education,45.20,31.49,203.33,0.00,1.52,5.21,12.14,72.0,43.47,46.92
Total,168.00,22.18,532.26,0.27,36.63,42.19,31.42,,,
