time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.47,18.31,3.85,0.03,0.70,1.43,0.76,16.8,1.37,1.57
Food Cooking & Clean-up,2.10,18.40,5.52,0.05,1.17,2.02,0.91,42.2,1.98,2.22
"Pets, Home & Vehicles",5.20,20.06,14.90,0.05,1.38,4.62,3.69,39.2,4.88,5.52
Household Management,1.03,24.72,3.63,0.02,0.51,0.79,0.48,20.1,0.94,1.12
Shopping,1.98,18.13,5.14,0.02,1.17,0.06,0.74,35.9,1.86,2.11
Obtaining Services,0.13,21.87,0.42,0.00,0.05,0.06,0.05,2.6,0.11,0.16
Travel for Household Activity,2.03,24.75,7.19,0.03,1.04,0.02,0.94,40.0,1.91,2.15
Household Production,13.95,20.39,40.65,0.20,6.01,9.00,7.57,78.2,13.62,14.29
Household Children,0.31,18.05,0.80,,0.30,0.28,0.01,1.9,0.24,0.38
Household Adults,0.16,17.91,0.41,0.00,0.11,0.07,0.04,5.3,0.12,0.20
Non-Household Members,0.88,18.09,2.28,0.00,0.66,0.27,0.09,8.7,0.77,1.00
Travel for Household Members,0.14,24.75,0.50,0.00,0.09,0.00,0.05,3.5,0.11,0.17
Travel for Non-Household Members,0.32,24.75,1.14,0.00,0.16,0.00,0.12,6.7,0.27,0.37
Caring and Helping,1.82,19.77,5.14,0.01,1.33,0.62,0.30,15.1,1.63,2.01
Eating & Drinking,8.46,18.25,22.05,0.14,5.15,4.85,2.15,96.5,8.28,8.64
Personal Health Care,0.57,17.95,1.47,0.00,0.21,0.31,0.29,5.9,0.46,0.69
Grooming,4.13,18.17,10.72,0.05,,,,80.1,4.05,4.21
Sleeping,57.48,18.58,152.56,,,,,99.9,56.87,58.09
"Private, Personal, or N/A",1.49,20.56,4.37,0.03,0.40,0.56,0.61,18.8,1.38,1.59
Personal Time,72.13,18.55,191.17,0.22,5.77,5.72,3.06,100.0,71.58,72.68
Socializing,4.01,20.35,11.65,0.09,3.26,1.74,0.14,34.2,3.80,4.21
Passive Leisure,24.13,17.40,59.97,0.34,14.83,22.75,8.88,92.1,23.50,24.76
Active Leisure,2.47,17.40,6.15,0.03,0.81,0.42,1.05,20.8,2.32,2.63
Attendance Leisure,0.76,17.40,1.89,0.01,0.56,0.04,0.08,3.9,0.63,0.89
Religious Activities,0.65,23.41,2.16,0.01,0.44,0.14,0.13,5.7,0.56,0.73
Volunteering,0.71,23.41,2.39,0.00,0.23,0.17,0.17,5.1,0.63,0.80
Travel Related to Leisure,2.76,24.75,9.74,0.03,1.53,0.04,1.05,48.7,2.45,3.06
Leisure,35.49,18.53,93.95,0.51,21.65,25.29,11.50,97.3,34.98,35.99
Working at Job,40.90,35.68,208.48,0.06,1.21,5.41,9.58,71.1,40.21,41.59
Educational Activities,0.26,23.41,0.86,0.00,0.06,0.17,0.16,1.2,0.19,0.32
Commuting to Work or School,3.45,24.75,12.21,0.00,0.21,0.04,3.06,57.9,3.27,3.64
Work and Education,44.61,34.76,221.56,0.06,1.47,5.62,12.80,72.1,43.83,45.39
Total,168.00,23.02,552.47,1.00,36.24,46.24,35.23,,,
