time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.96,18.31,18.21,0.00,0.15,6.84,6.70,59.6,6.60,7.32
Food Cooking & Clean-up,5.16,18.40,13.56,0.00,0.30,5.03,4.78,72.5,4.99,5.33
"Pets, Home & Vehicles",3.05,20.06,8.74,0.00,0.13,2.83,2.86,33.0,2.84,3.26
Household Management,2.67,24.72,9.44,0.00,0.10,2.43,2.42,38.0,2.49,2.86
Shopping,2.37,18.13,6.15,0.00,0.48,0.09,1.54,32.2,2.23,2.52
Obtaining Services,0.23,21.87,0.73,0.00,0.03,0.16,0.11,4.6,0.19,0.28
Travel for Household Activity,1.55,24.75,5.47,0.00,0.29,0.04,1.07,36.4,1.46,1.63
Household Production,22.00,19.82,62.30,0.01,1.47,17.43,19.49,92.0,21.51,22.48
Household Children,0.00,18.05,0.01,,0.00,0.00,0.00,0.0,,0.01
Household Adults,0.01,17.91,0.02,0.00,0.00,0.00,0.00,0.1,,0.02
Non-Household Members,1.02,18.09,2.64,0.00,0.60,0.35,0.24,11.4,0.91,1.14
Travel for Household Members,0.01,24.75,0.02,0.00,0.01,0.00,0.00,0.1,,0.02
Travel for Non-Household Members,0.33,24.75,1.16,0.00,0.10,0.01,0.15,8.3,0.28,0.37
Caring and Helping,1.37,19.72,3.85,0.00,0.71,0.36,0.39,11.5,1.23,1.50
Eating & Drinking,8.72,18.25,22.73,0.00,1.16,6.92,6.03,98.3,8.54,8.90
Personal Health Care,2.33,17.95,5.97,0.00,0.28,1.32,1.62,29.6,2.10,2.55
Grooming,5.43,18.17,14.09,0.00,,,,79.6,5.27,5.58
Sleeping,63.97,18.58,169.79,,,,,99.9,63.47,64.47
"Private, Personal, or N/A",2.95,20.56,8.65,0.00,0.18,0.98,1.20,34.8,2.78,3.11
Personal Time,83.39,18.57,221.22,0.00,1.63,9.22,8.84,100.0,82.87,83.91
Socializing,6.36,20.35,18.48,0.00,2.61,3.91,1.71,52.8,6.10,6.62
Passive Leisure,47.16,17.40,117.21,0.01,1.63,45.66,43.77,97.8,46.39,47.93
Active Leisure,1.17,17.40,2.91,0.00,0.10,0.39,0.71,16.8,1.06,1.29
Attendance Leisure,0.56,17.40,1.39,0.00,0.15,0.06,0.13,3.6,0.46,0.66
Religious Activities,2.09,23.41,6.98,0.00,0.28,0.91,1.22,20.2,1.87,2.30
Volunteering,1.54,23.41,5.15,0.00,0.07,0.58,0.71,9.1,1.32,1.76
Travel Related to Leisure,2.17,24.75,7.69,0.00,0.57,0.05,1.06,42.3,1.98,2.37
Leisure,61.05,18.32,159.80,0.01,5.41,51.56,49.32,99.3,60.45,61.64
Working at Job,0.17,16.37,0.40,0.00,0.00,0.09,0.07,0.7,0.09,0.25
Educational Activities,0.01,23.41,0.02,0.00,0.00,0.01,0.01,0.1,,0.01
Commuting to Work or School,0.02,24.75,0.09,0.00,0.00,0.00,0.02,0.8,0.01,0.04
Work and Education,0.20,17.60,0.51,0.00,0.00,0.09,0.09,1.3,0.12,0.29
Total,168.00,18.65,447.68,0.02,9.22,78.67,78.13,,,
