time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.65,18.31,17.39,0.08,1.36,6.48,5.23,53.7,6.04,7.25
Food Cooking & Clean-up,5.45,18.40,14.31,0.05,2.01,5.26,3.33,72.0,5.02,5.87
"Pets, Home & Vehicles",4.02,20.06,11.52,0.03,1.38,3.39,2.61,39.1,3.50,4.54
Household Management,1.78,24.72,6.30,0.02,0.64,1.44,1.11,32.0,1.54,2.03
Shopping,3.48,18.13,9.01,0.03,1.55,0.11,1.76,47.2,3.14,3.82
Obtaining Services,0.33,21.87,1.04,0.01,0.15,0.17,0.11,5.8,0.21,0.46
Travel for Household Activity,2.35,24.75,8.33,0.01,1.05,0.02,1.24,51.1,2.11,2.60
Household Production,24.06,19.75,67.90,0.22,8.15,16.87,15.40,93.1,22.77,25.36
Household Children,0.38,18.05,0.99,,0.36,0.34,0.01,1.3,0.15,0.61
Household Adults,0.32,17.91,0.81,0.00,0.23,0.16,0.03,7.3,0.14,0.50
Non-Household Members,2.34,18.09,6.05,0.00,1.86,0.99,0.15,18.0,1.95,2.73
Travel for Household Members,0.26,24.75,0.91,0.00,0.15,0.00,0.09,5.1,0.16,0.35
Travel for Non-Household Members,0.60,24.75,2.13,0.00,0.33,0.00,0.22,12.7,0.49,0.72
Caring and Helping,3.90,19.54,10.90,0.00,2.93,1.50,0.50,25.0,3.39,4.42
Eating & Drinking,8.07,18.25,21.03,0.08,5.51,5.09,1.75,97.3,7.77,8.37
Personal Health Care,1.35,17.95,3.46,0.00,0.39,0.72,0.74,14.0,0.91,1.79
Grooming,5.74,18.17,14.91,0.04,,,,84.4,5.44,6.05
Sleeping,60.51,18.58,160.60,,,,,100.0,59.77,61.25
"Private, Personal, or N/A",1.95,20.56,5.73,0.02,0.46,0.66,0.79,28.1,1.66,2.24
Personal Time,77.62,18.55,205.73,0.16,6.35,6.46,3.29,100.0,76.62,78.62
Socializing,5.91,20.35,17.18,0.07,4.48,2.82,0.57,49.1,5.33,6.49
Passive Leisure,23.77,17.40,59.07,0.20,14.00,22.53,9.47,91.0,22.75,24.78
Active Leisure,2.19,17.40,5.45,0.00,0.91,0.58,0.95,22.4,1.88,2.50
Attendance Leisure,0.86,17.40,2.14,0.02,0.61,0.04,0.07,5.2,0.66,1.06
Religious Activities,1.06,23.41,3.56,0.03,0.67,0.26,0.26,10.9,0.89,1.24
Volunteering,1.43,23.41,4.79,0.00,0.37,0.65,0.66,9.7,1.10,1.77
Travel Related to Leisure,2.94,24.75,10.41,0.02,1.90,0.02,0.93,51.4,2.56,3.33
Leisure,38.17,18.82,102.59,0.34,22.94,26.89,12.93,98.3,36.70,39.63
Working at Job,21.03,20.01,60.12,0.00,1.02,3.67,3.85,53.5,19.31,22.75
Educational Activities,1.38,23.41,4.61,0.00,0.15,0.70,0.74,4.8,0.90,1.86
Commuting to Work or School,1.84,24.75,6.49,0.00,0.13,0.01,1.65,42.2,1.60,2.07
Work and Education,24.24,20.57,71.23,0.00,1.30,4.39,6.24,56.5,22.46,26.03
Total,168.00,19.10,458.35,0.73,41.68,56.11,38.36,,,
