time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.92,18.31,12.86,0.00,1.46,4.81,3.42,43.6,4.71,5.12
Food Cooking & Clean-up,4.59,18.40,12.05,0.00,1.96,4.43,2.57,67.4,4.43,4.74
"Pets, Home & Vehicles",2.86,20.06,8.20,0.00,1.29,2.33,1.53,35.3,2.72,3.01
Household Management,1.23,24.72,4.34,0.00,0.56,0.97,0.64,26.5,1.13,1.33
Shopping,2.99,18.13,7.74,0.00,1.52,0.12,1.26,44.2,2.80,3.18
Obtaining Services,0.12,21.87,0.38,0.00,0.05,0.04,0.05,2.9,0.09,0.15
Travel for Household Activity,2.32,24.75,8.19,0.00,1.14,0.02,1.09,47.9,2.22,2.42
Household Production,19.02,19.79,53.77,0.01,7.97,12.70,10.56,91.3,18.63,19.41
Household Children,0.01,18.05,0.02,,0.01,0.01,0.00,0.0,,0.02
Household Adults,0.29,17.91,0.74,0.00,0.24,0.16,0.04,6.7,0.23,0.35
Non-Household Members,1.14,18.09,2.94,0.00,0.95,0.43,0.10,12.2,1.02,1.25
Travel for Household Members,0.14,24.75,0.51,0.00,0.10,0.00,0.04,3.1,0.12,0.17
Travel for Non-Household Members,0.45,24.75,1.60,0.00,0.24,0.00,0.17,9.3,0.41,0.50
Caring and Helping,2.03,20.02,5.81,0.00,1.53,0.60,0.35,17.7,1.88,2.19
Eating & Drinking,7.94,18.25,20.69,0.00,5.04,4.36,1.75,96.1,7.76,8.12
Personal Health Care,0.94,17.95,2.40,0.00,0.28,0.38,0.48,9.6,0.82,1.06
Grooming,5.89,18.17,15.29,0.00,,,,87.0,5.75,6.03
Sleeping,59.07,18.58,156.78,,,,,100.0,58.62,59.51
"Private, Personal, or N/A",1.68,20.56,4.92,0.00,0.52,0.59,0.66,22.4,1.55,1.80
Personal Time,75.51,18.55,200.09,0.00,5.83,5.33,2.89,100.0,75.15,75.87
Socializing,4.88,20.35,14.19,0.00,3.80,2.18,0.41,41.4,4.67,5.09
Passive Leisure,20.17,17.40,50.12,0.01,12.42,18.95,7.40,90.0,19.49,20.84
Active Leisure,1.72,17.40,4.28,0.00,0.69,0.40,0.69,19.8,1.56,1.88
Attendance Leisure,0.80,17.40,1.99,0.00,0.63,0.04,0.06,4.3,0.67,0.93
Religious Activities,0.86,23.41,2.89,0.00,0.51,0.20,0.22,8.0,0.79,0.94
Volunteering,0.75,23.41,2.50,0.00,0.26,0.21,0.20,5.3,0.63,0.87
Travel Related to Leisure,2.78,24.75,9.82,0.00,1.78,0.02,0.84,48.4,2.60,2.95
Leisure,31.95,18.79,85.78,0.02,20.09,22.00,9.83,97.3,31.44,32.47
Working at Job,36.24,29.53,152.91,0.00,1.04,5.22,7.14,67.1,35.62,36.86
Educational Activities,0.52,23.41,1.75,0.00,0.10,0.38,0.33,2.2,0.43,0.62
Commuting to Work or School,2.72,24.75,9.61,0.00,0.27,0.03,2.34,53.9,2.52,2.92
Work and Education,39.48,29.12,164.27,0.00,1.41,5.63,9.81,68.3,38.77,40.20
Total,168.00,21.24,509.72,0.03,36.83,46.27,33.44,,,
