time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.35,18.31,21.84,0.01,2.46,8.22,5.85,63.4,7.87,8.83
Food Cooking & Clean-up,7.98,18.40,20.97,0.01,3.16,7.75,4.77,80.7,7.68,8.27
"Pets, Home & Vehicles",3.94,20.06,11.29,0.00,1.74,3.58,2.13,35.5,3.63,4.25
Household Management,2.12,24.72,7.48,0.00,0.90,1.84,1.19,32.0,1.91,2.33
Shopping,3.71,18.13,9.62,0.00,1.97,0.14,1.49,44.7,3.50,3.93
Obtaining Services,0.23,21.87,0.71,0.00,0.13,0.13,0.06,4.2,0.17,0.28
Travel for Household Activity,2.56,24.75,9.05,0.00,1.60,0.02,0.90,47.2,2.39,2.73
Household Production,28.89,19.62,80.96,0.01,11.95,21.69,16.39,95.2,28.21,29.56
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.82,17.91,2.10,0.00,0.71,0.50,0.10,9.5,0.64,1.00
Non-Household Members,2.26,18.09,5.85,0.00,1.97,1.04,0.15,17.6,1.96,2.57
Travel for Household Members,0.17,24.75,0.60,0.00,0.16,0.00,0.01,3.6,0.12,0.22
Travel for Non-Household Members,0.58,24.75,2.07,0.00,0.37,0.01,0.16,12.4,0.49,0.68
Caring and Helping,3.84,19.36,10.62,0.00,3.21,1.55,0.42,25.4,3.43,4.25
Eating & Drinking,9.21,18.25,24.02,0.00,7.60,6.93,1.25,98.1,8.87,9.56
Personal Health Care,1.86,17.95,4.76,0.00,0.67,0.99,0.89,19.5,1.60,2.11
Grooming,5.00,18.17,12.98,0.00,,,,77.2,4.85,5.15
Sleeping,62.10,18.58,164.83,,,,,99.9,61.47,62.74
"Private, Personal, or N/A",2.60,20.56,7.65,0.00,0.84,0.90,0.70,31.2,2.36,2.84
Personal Time,80.78,18.57,214.24,0.00,9.12,8.82,2.84,100.0,80.22,81.34
Socializing,6.09,20.35,17.70,0.00,4.66,3.36,0.68,48.4,5.62,6.55
Passive Leisure,38.57,17.40,95.87,0.00,23.62,37.26,14.65,97.3,37.31,39.83
Active Leisure,1.98,17.40,4.91,0.00,0.89,0.51,0.68,21.4,1.70,2.25
Attendance Leisure,0.92,17.40,2.28,0.00,0.68,0.06,0.06,5.1,0.65,1.18
Religious Activities,1.66,23.41,5.54,0.00,0.95,0.55,0.47,16.6,1.46,1.86
Volunteering,1.66,23.41,5.56,0.00,0.46,0.59,0.57,10.2,1.40,1.93
Travel Related to Leisure,3.07,24.75,10.86,0.00,2.25,0.03,0.65,49.6,2.66,3.48
Leisure,53.94,18.52,142.72,0.01,33.51,42.36,17.76,99.3,53.17,54.71
Working at Job,0.47,18.02,1.20,0.00,0.03,0.19,0.17,1.4,0.29,0.64
Educational Activities,0.04,23.41,0.12,0.00,0.01,0.03,0.02,0.2,,0.08
Commuting to Work or School,0.05,24.75,0.18,0.00,0.02,0.00,0.03,1.7,0.03,0.07
Work and Education,0.55,18.99,1.50,0.00,0.06,0.22,0.22,2.5,0.37,0.73
Total,168.00,18.75,450.04,0.02,57.84,74.64,37.64,,,
