time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.72,18.31,25.43,0.45,2.22,9.52,7.43,62.7,8.70,10.74
Food Cooking & Clean-up,8.25,18.40,21.67,0.49,2.81,8.10,5.37,79.1,7.57,8.92
"Pets, Home & Vehicles",4.55,20.06,13.04,0.13,1.50,3.91,2.98,38.2,3.89,5.21
Household Management,1.44,24.72,5.07,0.05,0.49,1.19,0.92,27.0,1.17,1.70
Shopping,3.88,18.13,10.04,0.22,2.02,0.14,1.59,43.9,3.22,4.53
Obtaining Services,0.24,21.87,0.75,0.00,0.07,0.12,0.10,4.8,0.14,0.34
Travel for Household Activity,2.69,24.75,9.52,0.20,1.65,0.02,0.92,46.0,2.23,3.15
Household Production,30.77,19.46,85.53,1.53,10.77,22.99,19.32,94.7,29.07,32.46
Household Children,1.70,18.05,4.38,,1.68,1.55,0.02,7.0,1.12,2.28
Household Adults,0.38,17.91,0.98,0.00,0.30,0.25,0.08,9.3,0.19,0.58
Non-Household Members,3.04,18.09,7.85,0.05,2.48,1.57,0.36,19.1,2.19,3.89
Travel for Household Members,0.30,24.75,1.07,0.01,0.25,0.01,0.05,6.0,0.19,0.42
Travel for Non-Household Members,0.66,24.75,2.33,0.01,0.36,0.00,0.18,12.8,0.49,0.83
Caring and Helping,6.08,19.12,16.61,0.07,5.07,3.37,0.69,31.8,5.13,7.03
Eating & Drinking,7.90,18.25,20.59,0.38,5.88,5.84,1.74,96.2,7.44,8.36
Personal Health Care,1.61,17.95,4.12,0.03,0.53,0.89,0.85,13.2,0.99,2.22
Grooming,4.93,18.17,12.80,0.17,,,,77.6,4.62,5.24
Sleeping,63.00,18.58,167.21,,,,,100.0,61.86,64.13
"Private, Personal, or N/A",2.41,20.56,7.08,0.14,0.65,1.07,1.09,26.1,1.85,2.97
Personal Time,79.84,18.57,211.79,0.72,7.07,7.80,3.68,100.0,78.41,81.27
Socializing,7.43,20.35,21.60,0.37,5.19,4.30,1.12,51.2,6.60,8.26
Passive Leisure,30.74,17.40,76.41,1.12,16.90,29.66,13.62,94.5,29.21,32.28
Active Leisure,2.15,17.40,5.34,0.06,0.96,0.57,0.79,20.9,1.78,2.52
Attendance Leisure,0.77,17.40,1.92,0.00,0.45,0.18,0.17,4.5,0.46,1.09
Religious Activities,1.21,23.41,4.05,0.03,0.70,0.40,0.40,11.9,0.93,1.50
Volunteering,1.24,23.41,4.16,0.01,0.37,0.46,0.41,7.1,0.83,1.66
Travel Related to Leisure,2.81,24.75,9.95,0.14,1.87,0.01,0.74,44.2,2.38,3.24
Leisure,46.36,18.64,123.43,1.73,26.46,35.57,17.25,99.0,44.74,47.99
Working at Job,4.01,19.95,11.43,0.09,0.25,1.15,1.01,10.1,2.57,5.46
Educational Activities,0.53,23.41,1.77,0.02,0.12,0.48,0.39,1.9,0.20,0.86
Commuting to Work or School,0.41,24.75,1.45,0.00,0.11,0.01,0.28,8.2,0.26,0.55
Work and Education,4.95,20.72,14.65,0.11,0.48,1.64,1.69,13.0,3.45,6.45
Total,168.00,18.83,452.01,4.17,49.85,71.37,42.63,,,
