time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.72,18.31,25.42,1.31,2.90,9.58,6.76,63.0,8.13,11.31
Food Cooking & Clean-up,10.20,18.40,26.81,2.29,5.04,10.07,5.04,86.2,8.41,12.00
"Pets, Home & Vehicles",2.70,20.06,7.73,0.41,0.94,2.47,1.73,27.4,1.67,3.73
Household Management,0.84,24.72,2.98,0.11,0.42,0.57,0.40,21.6,0.52,1.17
Shopping,3.83,18.13,9.92,0.60,2.67,0.15,0.92,41.9,2.92,4.74
Obtaining Services,0.20,21.87,0.62,0.00,0.14,0.15,0.01,4.3,,0.61
Travel for Household Activity,2.58,24.75,9.13,0.40,1.78,0.01,0.67,44.2,1.90,3.26
Household Production,30.07,19.23,82.61,5.12,13.89,23.00,15.53,95.4,27.47,32.67
Household Children,5.11,18.05,13.18,,4.84,4.14,0.14,39.5,3.14,7.07
Household Adults,1.00,17.91,2.56,0.18,0.90,0.69,0.08,13.7,0.52,1.48
Non-Household Members,1.66,18.09,4.30,0.35,1.49,0.47,0.07,15.9,0.85,2.47
Travel for Household Members,0.88,24.75,3.12,0.03,0.67,0.02,0.19,19.8,0.54,1.22
Travel for Non-Household Members,0.44,24.75,1.56,0.10,0.32,0.00,0.10,10.6,0.13,0.75
Caring and Helping,9.10,19.02,24.72,0.65,8.23,5.32,0.58,51.3,6.63,11.56
Eating & Drinking,8.76,18.25,22.84,1.71,7.25,7.22,1.28,98.0,7.91,9.61
Personal Health Care,2.64,17.95,6.76,0.28,1.64,0.90,0.80,24.4,1.18,4.09
Grooming,4.90,18.17,12.73,0.55,,,,77.9,4.01,5.79
Sleeping,63.73,18.58,169.15,,,,,100.0,61.61,65.85
"Private, Personal, or N/A",2.09,20.56,6.14,0.29,0.60,0.63,0.53,27.9,1.44,2.74
Personal Time,82.12,18.55,217.62,2.83,9.49,8.76,2.62,100.0,78.97,85.27
Socializing,4.88,20.35,14.20,0.73,4.02,3.08,0.43,46.6,3.93,5.83
Passive Leisure,33.83,17.40,84.07,5.48,21.71,32.95,11.75,95.2,30.55,37.11
Active Leisure,1.47,17.40,3.67,0.43,0.80,0.48,0.45,15.2,0.62,2.33
Attendance Leisure,0.44,17.40,1.09,0.07,0.41,0.04,0.03,2.5,0.11,0.77
Religious Activities,2.05,23.41,6.85,0.34,1.32,0.90,0.70,17.7,1.31,2.78
Volunteering,1.01,23.41,3.38,0.05,0.19,0.32,0.38,6.1,0.48,1.54
Travel Related to Leisure,2.22,24.75,7.84,0.23,1.66,0.03,0.36,41.3,1.59,2.85
Leisure,45.90,18.47,121.09,7.32,30.09,37.79,14.10,98.2,42.81,48.99
Working at Job,0.73,0.00,0.00,0.08,0.00,0.25,0.23,2.0,0.02,1.44
Educational Activities,0.01,23.41,0.02,0.00,0.01,0.01,0.00,0.2,,0.02
Commuting to Work or School,0.08,24.75,0.29,0.02,0.01,0.00,0.07,1.9,,0.18
Work and Education,0.82,2.66,0.31,0.09,0.01,0.26,0.30,2.4,0.03,1.61
Total,168.00,18.60,446.34,16.01,61.71,75.13,33.14,,,
