time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.80,18.31,4.71,0.00,0.94,1.76,0.86,16.2,1.16,2.44
Food Cooking & Clean-up,2.16,18.40,5.67,0.00,1.30,2.11,0.86,40.1,1.77,2.55
"Pets, Home & Vehicles",7.46,20.06,21.37,0.00,1.88,6.83,5.47,44.2,6.30,8.61
Household Management,1.70,24.72,6.00,0.00,0.58,1.45,1.07,28.9,1.35,2.05
Shopping,2.08,18.13,5.40,0.00,0.99,0.12,0.96,35.6,1.77,2.40
Obtaining Services,0.24,21.87,0.74,0.00,0.05,0.12,0.09,4.3,0.11,0.36
Travel for Household Activity,2.09,24.75,7.37,0.00,1.05,0.01,0.97,42.1,1.76,2.41
Household Production,17.52,20.48,51.25,0.00,6.79,12.40,10.28,81.8,16.06,18.98
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.35,17.91,0.89,0.00,0.25,0.19,0.09,5.8,0.16,0.53
Non-Household Members,1.74,18.09,4.51,0.00,1.31,0.70,0.24,13.8,1.14,2.35
Travel for Household Members,0.15,24.75,0.52,0.00,0.12,0.01,0.03,3.4,0.06,0.23
Travel for Non-Household Members,0.49,24.75,1.72,0.00,0.27,0.01,0.15,11.0,0.25,0.73
Caring and Helping,2.72,19.61,7.63,0.00,1.95,0.90,0.51,19.1,2.00,3.45
Eating & Drinking,10.20,18.25,26.59,0.00,7.61,7.40,1.84,97.8,9.74,10.66
Personal Health Care,1.23,17.95,3.16,0.00,0.53,0.74,0.63,10.5,0.49,1.98
Grooming,3.78,18.17,9.80,0.00,,,,70.3,3.46,4.09
Sleeping,61.24,18.58,162.55,,,,,100.0,59.96,62.52
"Private, Personal, or N/A",1.74,20.56,5.11,0.00,0.31,0.54,0.61,23.6,1.41,2.07
Personal Time,78.19,18.55,207.20,0.00,8.45,8.69,3.07,100.0,76.71,79.67
Socializing,4.02,20.35,11.68,0.00,2.96,1.77,0.22,33.7,3.37,4.66
Passive Leisure,36.57,17.40,90.88,0.00,22.77,35.57,13.55,96.5,34.76,38.37
Active Leisure,2.51,17.40,6.24,0.00,0.68,0.65,0.95,20.3,1.92,3.10
Attendance Leisure,0.70,17.40,1.75,0.00,0.57,0.01,0.10,3.7,0.41,1.00
Religious Activities,1.39,23.41,4.65,0.00,0.86,0.33,0.38,12.3,1.09,1.69
Volunteering,1.99,23.41,6.64,0.00,0.57,0.59,0.60,11.6,1.45,2.53
Travel Related to Leisure,3.19,24.75,11.28,0.00,2.00,0.04,1.09,50.8,2.57,3.81
Leisure,50.37,18.50,133.13,0.00,30.41,38.96,16.90,99.1,48.54,52.20
Working at Job,17.51,22.02,55.10,0.00,0.60,4.32,6.56,48.5,15.77,19.26
Educational Activities,0.01,23.41,0.02,0.00,0.00,0.01,0.01,0.1,,0.02
Commuting to Work or School,1.68,24.75,5.95,0.00,0.13,0.01,1.52,33.4,1.35,2.02
Work and Education,19.20,22.26,61.08,0.00,0.74,4.34,8.08,48.7,17.34,21.07
Total,168.00,19.18,460.30,0.00,48.34,65.29,38.84,,,
