time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.49,18.31,6.52,0.00,0.78,2.44,1.71,23.0,0.97,4.01
Food Cooking & Clean-up,2.84,18.40,7.47,0.00,1.61,2.84,1.16,44.4,1.34,4.34
"Pets, Home & Vehicles",3.97,20.06,11.39,0.00,1.99,3.61,1.93,24.8,1.08,6.87
Household Management,1.39,24.72,4.92,0.00,0.44,1.28,0.94,16.8,0.38,2.40
Shopping,2.20,18.13,5.71,0.00,1.68,0.07,0.48,42.0,1.45,2.96
Obtaining Services,0.16,21.87,0.51,0.00,0.08,0.00,0.04,3.4,,0.35
Travel for Household Activity,1.73,24.75,6.11,0.00,0.97,0.01,0.72,47.2,1.20,2.25
Household Production,14.80,20.17,42.62,0.00,7.56,10.25,6.98,80.2,11.13,18.46
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.21,17.91,0.53,0.00,0.14,0.02,0.06,9.8,0.05,0.36
Non-Household Members,0.75,18.09,1.93,0.00,0.62,0.13,0.00,9.4,0.20,1.30
Travel for Household Members,0.31,24.75,1.10,0.00,0.18,0.01,0.12,7.3,0.06,0.56
Travel for Non-Household Members,0.42,24.75,1.50,0.00,0.14,0.00,0.26,8.5,0.15,0.70
Caring and Helping,1.69,20.96,5.06,0.00,1.08,0.17,0.44,19.0,0.89,2.49
Eating & Drinking,7.34,18.25,19.13,0.00,4.56,4.72,2.01,93.3,6.47,8.20
Personal Health Care,0.34,17.95,0.87,0.00,0.04,0.21,0.26,5.7,0.06,0.63
Grooming,3.87,18.17,10.04,0.00,,,,78.5,3.38,4.35
Sleeping,62.20,18.58,165.11,,,,,100.0,60.38,64.03
"Private, Personal, or N/A",1.95,20.56,5.72,0.00,0.29,0.78,0.75,22.4,1.07,2.83
Personal Time,75.70,18.57,200.87,0.00,4.89,5.71,3.03,100.0,73.44,77.96
Socializing,5.10,20.35,14.81,0.00,4.01,2.01,0.21,36.6,3.51,6.68
Passive Leisure,25.90,17.40,64.38,0.00,14.91,24.16,10.32,89.2,22.42,29.38
Active Leisure,2.24,17.40,5.57,0.00,0.86,0.22,0.98,19.8,1.54,2.94
Attendance Leisure,0.74,17.40,1.83,0.00,0.70,0.01,0.03,4.8,0.34,1.13
Religious Activities,0.61,23.41,2.03,0.00,0.49,0.07,0.03,5.0,0.19,1.03
Volunteering,0.64,23.41,2.14,0.00,0.23,0.40,0.30,3.4,0.13,1.15
Travel Related to Leisure,2.46,24.75,8.70,0.00,1.40,0.00,0.87,49.0,1.67,3.25
Leisure,37.68,18.48,99.47,0.00,22.61,26.86,12.74,95.9,33.91,41.45
Working at Job,27.50,18.28,71.82,0.00,0.88,2.47,6.49,58.3,23.25,31.75
Educational Activities,7.35,23.41,24.59,0.00,1.49,4.51,4.15,18.7,4.72,9.98
Commuting to Work or School,3.28,24.75,11.59,0.00,0.18,0.04,2.95,53.9,2.51,4.05
Work and Education,38.13,19.83,108.00,0.00,2.55,7.02,13.59,69.3,33.41,42.86
Total,168.00,19.00,456.02,0.00,38.69,50.00,36.78,,,
