time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.57,18.31,22.41,1.17,2.88,8.43,5.68,57.0,6.49,10.64
Food Cooking & Clean-up,7.63,18.40,20.04,1.18,3.12,7.56,4.45,77.5,6.53,8.72
"Pets, Home & Vehicles",3.83,20.06,10.99,0.24,1.55,2.93,2.19,32.2,2.69,4.98
Household Management,0.87,24.72,3.08,0.11,0.40,0.72,0.46,23.2,0.32,1.43
Shopping,3.31,18.13,8.57,0.59,1.81,0.14,1.21,41.3,2.48,4.14
Obtaining Services,0.05,21.87,0.17,0.01,0.01,0.05,0.04,2.5,0.01,0.10
Travel for Household Activity,2.53,24.75,8.96,0.54,1.70,0.02,0.66,44.7,1.67,3.40
Household Production,26.79,19.39,74.21,3.84,11.46,19.83,14.71,93.8,23.78,29.80
Household Children,4.45,18.05,11.47,,4.39,4.06,0.05,16.9,2.89,6.01
Household Adults,0.34,17.91,0.87,0.01,0.27,0.16,0.07,9.1,0.12,0.56
Non-Household Members,1.34,18.09,3.47,0.13,1.18,0.83,0.06,9.0,0.28,2.40
Travel for Household Members,0.51,24.75,1.80,0.03,0.43,0.01,0.08,8.4,0.21,0.80
Travel for Non-Household Members,0.32,24.75,1.13,0.03,0.05,0.00,0.10,6.8,,0.64
Caring and Helping,6.96,18.85,18.74,0.19,6.32,5.05,0.36,31.8,5.21,8.71
Eating & Drinking,7.06,18.25,18.40,0.95,5.11,5.33,1.63,96.0,6.25,7.86
Personal Health Care,1.65,17.95,4.24,0.07,0.53,0.94,1.05,7.9,0.44,2.87
Grooming,4.34,18.17,11.25,0.46,,,,75.2,3.80,4.87
Sleeping,66.97,18.58,177.75,,,,,100.0,64.58,69.36
"Private, Personal, or N/A",2.52,20.56,7.40,0.35,0.87,0.87,1.02,24.9,1.63,3.41
Personal Time,82.54,18.58,219.05,1.83,6.51,7.13,3.71,100.0,79.74,85.34
Socializing,7.78,20.35,22.61,0.97,4.82,4.77,1.32,49.3,6.22,9.33
Passive Leisure,29.56,17.40,73.47,2.83,17.82,28.38,11.56,93.8,26.82,32.29
Active Leisure,2.14,17.40,5.32,0.17,1.09,0.50,0.83,21.2,1.42,2.87
Attendance Leisure,0.55,17.40,1.38,0.00,0.25,0.15,0.13,3.6,0.10,1.01
Religious Activities,0.82,23.41,2.74,0.05,0.54,0.27,0.25,9.1,0.38,1.26
Volunteering,0.49,23.41,1.63,0.03,0.16,0.21,0.10,3.3,0.16,0.82
Travel Related to Leisure,2.37,24.75,8.37,0.39,1.75,0.00,0.53,39.3,1.66,3.07
Leisure,43.71,18.50,115.52,4.45,26.43,34.29,14.72,99.1,40.74,46.68
Working at Job,6.09,19.24,16.74,0.23,0.24,1.81,1.64,14.4,2.65,9.53
Educational Activities,1.30,23.41,4.33,0.02,0.31,1.17,0.96,4.3,0.40,2.19
Commuting to Work or School,0.62,24.75,2.18,0.00,0.15,0.01,0.44,12.9,0.31,0.93
Work and Education,8.00,20.34,23.25,0.25,0.70,2.99,3.03,20.0,4.53,11.48
Total,168.00,18.78,450.78,10.56,51.42,69.30,36.53,,,
