time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.92,18.31,10.26,0.25,1.43,3.81,2.47,37.6,3.57,4.27
Food Cooking & Clean-up,3.65,18.40,9.58,0.25,1.81,3.52,1.79,61.1,3.26,4.03
"Pets, Home & Vehicles",2.52,20.06,7.21,0.05,1.27,1.84,1.20,35.6,2.26,2.78
Household Management,1.14,24.72,4.01,0.05,0.64,0.87,0.47,23.2,0.94,1.33
Shopping,2.92,18.13,7.56,0.11,1.73,0.14,1.01,44.4,2.53,3.30
Obtaining Services,0.10,21.87,0.33,0.00,0.04,0.03,0.04,2.7,0.07,0.14
Travel for Household Activity,2.28,24.75,8.05,0.07,1.21,0.03,0.95,47.5,2.12,2.44
Household Production,16.52,19.92,46.99,0.79,8.13,10.24,7.93,89.4,15.92,17.11
Household Children,1.37,18.05,3.54,,1.33,1.27,0.01,5.3,1.04,1.71
Household Adults,0.15,17.91,0.38,0.00,0.13,0.06,0.02,4.7,0.04,0.26
Non-Household Members,0.56,18.09,1.46,0.01,0.44,0.15,0.05,8.9,0.41,0.71
Travel for Household Members,0.20,24.75,0.71,0.00,0.13,0.00,0.07,4.5,0.14,0.26
Travel for Non-Household Members,0.37,24.75,1.29,0.01,0.18,0.00,0.13,7.4,0.29,0.44
Caring and Helping,2.65,19.48,7.38,0.03,2.21,1.48,0.28,17.5,2.18,3.12
Eating & Drinking,8.02,18.25,20.90,0.29,5.10,3.96,1.68,95.3,7.75,8.28
Personal Health Care,0.80,17.95,2.04,0.01,0.36,0.30,0.32,6.9,0.56,1.03
Grooming,5.86,18.17,15.20,0.15,,,,86.8,5.71,6.01
Sleeping,60.87,18.58,161.57,,,,,100.0,60.32,61.42
"Private, Personal, or N/A",1.64,20.56,4.81,0.07,0.53,0.60,0.66,21.1,1.41,1.86
Personal Time,77.18,18.55,204.52,0.52,6.00,4.86,2.66,100.0,76.55,77.81
Socializing,5.26,20.35,15.29,0.27,3.91,2.03,0.43,40.6,4.86,5.66
Passive Leisure,19.28,17.40,47.91,0.75,13.12,17.75,5.85,88.2,17.93,20.62
Active Leisure,2.18,17.40,5.43,0.04,0.95,0.43,0.83,23.9,1.94,2.43
Attendance Leisure,0.95,17.40,2.35,0.01,0.75,0.04,0.06,5.0,0.70,1.19
Religious Activities,0.54,23.41,1.80,0.03,0.39,0.07,0.08,4.4,0.42,0.65
Volunteering,0.58,23.41,1.94,0.00,0.28,0.09,0.12,4.0,0.37,0.79
Travel Related to Leisure,3.05,24.75,10.78,0.07,1.94,0.03,0.94,52.0,2.68,3.42
Leisure,31.83,18.80,85.50,1.17,21.34,20.44,8.33,97.1,30.79,32.87
Working at Job,35.96,29.73,152.73,0.06,1.10,5.50,7.16,66.7,34.83,37.09
Educational Activities,1.05,23.41,3.53,0.01,0.22,0.77,0.65,4.7,0.81,1.30
Commuting to Work or School,2.80,24.75,9.92,0.01,0.21,0.04,2.45,53.1,2.46,3.15
Work and Education,39.82,29.21,166.17,0.08,1.53,6.32,10.25,68.9,38.48,41.15
Total,168.00,21.27,510.57,2.59,39.20,43.33,29.44,,,
