time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.81,18.31,12.59,0.16,1.32,4.73,3.49,41.7,3.91,5.72
Food Cooking & Clean-up,4.29,18.40,11.29,0.13,1.73,4.12,2.45,62.4,3.48,5.11
"Pets, Home & Vehicles",2.65,20.06,7.60,0.07,1.18,1.94,1.44,33.7,2.01,3.29
Household Management,1.29,24.72,4.56,0.05,0.56,0.95,0.71,25.6,0.82,1.76
Shopping,3.37,18.13,8.74,0.08,1.96,0.10,1.29,49.2,2.71,4.03
Obtaining Services,0.34,21.87,1.07,0.03,0.14,0.17,0.15,5.4,0.13,0.55
Travel for Household Activity,2.37,24.75,8.37,0.04,1.20,0.01,1.10,51.9,1.90,2.83
Household Production,19.13,19.83,54.21,0.55,8.09,12.01,10.64,87.9,17.19,21.07
Household Children,1.01,18.05,2.62,,0.96,0.91,0.00,2.9,0.30,1.73
Household Adults,0.18,17.91,0.46,0.00,0.17,0.12,0.01,10.1,0.04,0.32
Non-Household Members,1.19,18.09,3.07,0.00,0.75,0.44,0.10,13.6,0.52,1.86
Travel for Household Members,0.39,24.75,1.36,0.00,0.23,0.00,0.16,7.9,0.17,0.60
Travel for Non-Household Members,0.33,24.75,1.18,0.00,0.17,0.01,0.13,9.3,0.20,0.47
Caring and Helping,3.10,19.61,8.70,0.01,2.27,1.47,0.40,24.7,2.18,4.03
Eating & Drinking,7.56,18.25,19.70,0.23,5.15,4.55,1.70,97.2,6.90,8.21
Personal Health Care,0.79,17.95,2.02,0.01,0.13,0.26,0.40,11.5,0.45,1.12
Grooming,5.84,18.17,15.16,0.13,,,,82.7,5.32,6.36
Sleeping,62.42,18.58,165.67,,,,,100.0,60.81,64.02
"Private, Personal, or N/A",1.83,20.56,5.38,0.07,0.48,0.63,0.75,27.7,1.38,2.28
Personal Time,78.44,18.56,207.94,0.46,5.76,5.44,2.85,100.0,76.58,80.30
Socializing,5.25,20.35,15.27,0.22,4.00,2.30,0.49,42.4,4.21,6.30
Passive Leisure,23.35,17.40,58.02,0.45,15.21,21.94,7.84,89.5,20.92,25.77
Active Leisure,1.92,17.40,4.78,0.00,0.91,0.62,0.83,18.4,1.36,2.48
Attendance Leisure,1.03,17.40,2.56,0.06,0.68,0.05,0.03,6.2,0.49,1.58
Religious Activities,0.57,23.41,1.89,0.07,0.42,0.19,0.12,6.9,0.33,0.81
Volunteering,0.76,23.41,2.54,0.00,0.28,0.23,0.27,5.7,0.34,1.18
Travel Related to Leisure,2.38,24.75,8.42,0.06,1.59,0.02,0.71,47.8,1.81,2.96
Leisure,35.26,18.56,93.49,0.85,23.09,25.35,10.29,97.7,32.37,38.15
Working at Job,25.52,17.46,63.67,0.00,0.70,2.96,3.69,59.4,22.00,29.04
Educational Activities,3.86,23.41,12.89,0.00,0.47,1.79,1.87,13.7,2.34,5.37
Commuting to Work or School,2.69,24.75,9.51,0.00,0.18,0.02,2.43,54.5,2.19,3.18
Work and Education,32.07,18.79,86.06,0.00,1.35,4.77,7.99,66.5,28.49,35.65
Total,168.00,18.77,450.40,1.87,40.57,49.05,32.17,,,
